Time(Iteration),LinearUCBBanditTheta
0,0.9742062630777548
100,0.686728151511285
200,0.6608820893471914
300,0.660866975630368
400,0.6608573961269852
500,0.6608485814133537
600,0.6608423171641536
700,0.6608427977039767
800,0.6608443501503116
900,0.6608399784594088
1000,0.6608367855789096
1100,0.6608351194916926
1200,0.66083689585618
1300,0.6608376125087905
1400,0.6608357583628055
1500,0.6608361454270254
1600,0.6608363959454856
1700,0.660837892585586
1800,0.6608381435031279
1900,0.660837584971804
2000,0.6608369437716468
2100,0.660836800786094
2200,0.6608375567625548
2300,0.6608368615472175
2400,0.6608377903830183
2500,0.6608370685853984
2600,0.6608369152409681
2700,0.6608367647687287
2800,0.6608371031040938
2900,0.6608371429662792
3000,0.6608367430613912
3100,0.6608369780950629
3200,0.6608355639825769
3300,0.6608361909595749
3400,0.6608356418616086
3500,0.6608363146073879
3600,0.6608359545779456
3700,0.6608354945347731
3800,0.6608349983085728
3900,0.6608349691308197
4000,0.6608346491680501
4100,0.6608343360526142
4200,0.6608341420401387
4300,0.6608339471924014
4400,0.6608338520518631
4500,0.6608336514764352
4600,0.6608336207267813
4700,0.6608333978758705
4800,0.6608332454360932
4900,0.6608332130444952
5000,0.6608331677987727
5100,0.6608333231367648
5200,0.6608331618358675
5300,0.6608331474783813
5400,0.6608331268283936
5500,0.6608329953040422
5600,0.6608328824076903
5700,0.660832772720366
5800,0.6608328129308191
5900,0.6608329213436474
6000,0.660832909290636
6100,0.6608328653555747
6200,0.66083272987057
6300,0.660832704561891
6400,0.6608327941125512
6500,0.6608328316829671
6600,0.660832758532328
6700,0.6608325752504977
6800,0.6608326095938123
6900,0.6608325778592008
7000,0.6608326973436406
7100,0.6608327127549243
7200,0.6608327694408602
7300,0.6608328437632338
7400,0.6608327374900228
7500,0.6608327357552574
7600,0.6608327019783145
7700,0.6608327126954989
7800,0.6608327210064756
7900,0.6608327227862301
8000,0.6608326885053073
8100,0.6608327599251348
8200,0.6608327593036376
8300,0.6608327502448412
8400,0.6608327252358641
8500,0.6608327462229056
8600,0.6608326369503199
8700,0.6608325525818182
8800,0.6608325338369863
8900,0.660832561640709
9000,0.6608325542122048
9100,0.6608326164900048
9200,0.6608326045767692
9300,0.660832635164905
9400,0.6608326236797148
9500,0.6608327065551738
9600,0.6608326000991525
9700,0.6608326620187315
9800,0.660832670892803
9900,0.6608326218689702
10000,0.660832536497896
10100,0.6608325652679559
10200,0.6608325814646563
10300,0.6608325857529851
10400,0.6608326341283278
10500,0.6608327330436466
10600,0.660832701733284
10700,0.660832711166883
10800,0.6608327434780991
10900,0.6608326198069837
11000,0.6608326037092391
11100,0.6608325414474081
11200,0.6608325147422638
11300,0.6608324180024922
11400,0.6608324251815809
11500,0.6608324855527705
11600,0.6608324814987536
11700,0.6608324608082387
11800,0.6608325558685327
11900,0.6608325301233833
12000,0.6608325211982562
12100,0.6608325672479769
12200,0.6608325481914179
12300,0.6608324745181213
12400,0.6608324585020804
12500,0.660832433651348
12600,0.660832415881204
12700,0.6608324114940528
12800,0.6608324109048536
12900,0.6608324458806227
13000,0.6608323856023568
13100,0.6608324571808999
13200,0.6608323731041846
13300,0.6608323548258088
13400,0.6608323151415262
13500,0.6608323397680683
13600,0.6608323072598765
13700,0.6608322670920139
13800,0.6608323031241485
13900,0.660832316724545
14000,0.6608323281951911
14100,0.6608323429619549
14200,0.6608323943870588
14300,0.6608324123819662
14400,0.6608323671216689
14500,0.6608323165177165
14600,0.6608322603188875
14700,0.6608322754872467
14800,0.6608322614785279
14900,0.6608322317807154
15000,0.6608322292639277
15100,0.6608322152372412
15200,0.6608322366649849
15300,0.6608322459524902
15400,0.6608322118406126
15500,0.6608321880125534
15600,0.6608322017498356
15700,0.6608321775428497
15800,0.6608322069185448
15900,0.6608321943337081
16000,0.6608321626327893
16100,0.6608321769602492
16200,0.6608321705367796
16300,0.6608321392666368
16400,0.6608321283191708
16500,0.6608321408584209
16600,0.6608321275116344
16700,0.6608321285059751
16800,0.660832137142458
16900,0.6608321117906255
17000,0.6608320649718817
17100,0.6608320377052459
17200,0.6608320408921509
17300,0.6608320549210969
17400,0.6608320130087272
17500,0.6608320257650322
17600,0.660832049534398
17700,0.6608320675143889
17800,0.6608320740611779
17900,0.6608320758825739
18000,0.6608320700467464
18100,0.6608320927045976
18200,0.6608320919985807
18300,0.6608320929027804
18400,0.6608320821555387
18500,0.6608320441115111
18600,0.660832053201309
18700,0.6608320479369713
18800,0.6608320419286564
18900,0.6608320509334409
19000,0.6608320586792646
19100,0.6608320651827181
19200,0.6608320581321936
19300,0.6608320741572942
19400,0.6608320914779214
19500,0.6608320764501374
19600,0.6608320955603768
19700,0.6608320739027457
19800,0.6608320896348486
19900,0.6608320778793508
20000,0.6608320541595654
20100,0.6608320593316874
20200,0.6608320504474449
20300,0.6608320709502447
20400,0.6608320864895997
20500,0.6608320737394511
20600,0.660832094991177
20700,0.6608320839768068
20800,0.660832094170096
20900,0.6608320907600083
21000,0.6608320684109767
21100,0.6608320886915171
21200,0.6608320812654569
21300,0.6608320830310763
21400,0.6608320919488657
21500,0.660832081733653
21600,0.6608320918240438
21700,0.6608321007737633
21800,0.660832110534947
21900,0.6608320983836761
22000,0.6608320934494254
22100,0.6608320713885846
22200,0.6608320724391297
22300,0.6608320685667473
22400,0.6608320459334741
22500,0.6608320408825272
22600,0.6608320687323214
22700,0.6608320649144312
22800,0.6608320778559629
22900,0.660832072532406
23000,0.6608320642871879
23100,0.6608320519584134
23200,0.6608320260745272
23300,0.6608320217088923
23400,0.6608320169672893
23500,0.660832022682969
23600,0.660832016446676
23700,0.6608320049844412
23800,0.6608319847673297
23900,0.6608319947944387
24000,0.6608319893000998
24100,0.6608319682295754
24200,0.6608319572755338
24300,0.6608319488323039
24400,0.6608319559601139
24500,0.6608319657008387
24600,0.6608319550095073
24700,0.6608319480195239
24800,0.6608319446719016
24900,0.6608319404436254
25000,0.660831940293574
25100,0.6608319425432271
25200,0.6608319296801413
25300,0.6608319210463751
25400,0.6608319321350568
25500,0.6608319373449788
25600,0.6608319425525283
25700,0.66083194966457
25800,0.660831939219437
25900,0.6608319507994526
26000,0.660831949723222
26100,0.660831962345208
26200,0.6608319583109931
26300,0.6608319500220413
26400,0.6608319443373818
26500,0.660831939959098
26600,0.6608319472298222
26700,0.6608319474067179
26800,0.6608319634351016
26900,0.6608319641996651
27000,0.6608319559205036
27100,0.6608319588988744
27200,0.6608319635089457
27300,0.6608319733261184
27400,0.6608319702292282
27500,0.6608319644113283
27600,0.6608319658050915
27700,0.6608319777677687
27800,0.6608319700864163
27900,0.6608319631237441
28000,0.6608319449603945
28100,0.6608319402350112
28200,0.6608319413057663
28300,0.6608319454918727
28400,0.66083195099609
28500,0.6608319553037635
28600,0.6608319572424505
28700,0.6608319640168727
28800,0.660831959947239
28900,0.6608319550571131
29000,0.6608319590271245
29100,0.6608319642223587
29200,0.6608319708745329
29300,0.6608319751522257
29400,0.6608319877404262
29500,0.6608319795307018
29600,0.6608319727339428
29700,0.6608319733641286
29800,0.660831958697194
29900,0.6608319653641568
30000,0.6608319614435215
30100,0.6608319608038659
30200,0.6608319493403016
30300,0.6608319481294116
30400,0.66083194910367
30500,0.6608319473464455
30600,0.6608319588703353
30700,0.6608319532615241
30800,0.6608319699170776
30900,0.66083195525939
31000,0.6608319676152756
31100,0.6608319579078374
31200,0.6608319569715431
31300,0.6608319513046815
31400,0.6608319531159944
31500,0.6608319410125553
31600,0.6608319433527733
31700,0.6608319301623429
31800,0.6608319256460466
31900,0.660831923970919
32000,0.6608319160427526
32100,0.6608319233718153
32200,0.6608319346464102
32300,0.6608319283876065
32400,0.6608319336131474
32500,0.6608319305141466
32600,0.6608319228355616
32700,0.6608319203467883
32800,0.6608319125150024
32900,0.6608319127508484
33000,0.6608319145376168
33100,0.6608319213352137
33200,0.6608319294436666
33300,0.6608319252198448
33400,0.660831927134466
33500,0.6608319219935698
33600,0.6608319290033082
33700,0.6608319419486289
33800,0.6608319426774905
33900,0.6608319344336515
34000,0.6608319362149542
34100,0.6608319513720176
34200,0.6608319559876391
34300,0.6608319517440931
34400,0.6608319394279184
34500,0.6608319377898926
34600,0.6608319296894185
34700,0.660831938459646
34800,0.6608319320310991
34900,0.6608319270341557
35000,0.6608319235660337
35100,0.660831919276459
35200,0.6608319130153377
35300,0.6608319174763586
35400,0.6608319061939192
35500,0.6608319103856701
35600,0.6608319050378639
35700,0.6608318992878117
35800,0.6608318935772372
35900,0.6608318892818403
36000,0.6608318864994521
36100,0.6608318863616205
36200,0.660831883822541
36300,0.6608318766304684
36400,0.6608318696184606
36500,0.6608318681166152
36600,0.6608318639132584
36700,0.6608318584941492
36800,0.6608318590863629
36900,0.6608318561251534
37000,0.6608318625890562
37100,0.6608318561638589
37200,0.6608318509947921
37300,0.6608318513852225
37400,0.6608318498923046
37500,0.6608318488066669
37600,0.6608318489271182
37700,0.6608318469839974
37800,0.6608318461968994
37900,0.6608318507283204
38000,0.6608318465986959
38100,0.6608318511953566
38200,0.66083184889942
38300,0.6608318536777766
38400,0.6608318539629037
38500,0.6608318488760468
38600,0.6608318546606551
38700,0.6608318672794906
38800,0.6608318675343816
38900,0.6608318678633565
39000,0.6608318660537804
39100,0.660831867008083
39200,0.660831873545003
39300,0.6608318800976343
39400,0.660831876682991
39500,0.6608318671383299
39600,0.6608318689143212
39700,0.6608318749302589
39800,0.6608318747030678
39900,0.6608318747623388
40000,0.660831872745364
40100,0.6608318729706035
40200,0.6608318778703688
40300,0.6608318739955048
40400,0.6608318721589397
40500,0.6608318738698458
40600,0.660831873729897
40700,0.6608318750294264
40800,0.6608318788072565
40900,0.6608318744360095
41000,0.6608318694983313
41100,0.6608318700058573
41200,0.6608318682182566
41300,0.6608318719074721
41400,0.6608318715091185
41500,0.6608318776981902
41600,0.6608318783450747
41700,0.6608318774848552
41800,0.6608318757563361
41900,0.6608318685405117
42000,0.6608318678660755
42100,0.6608318695285015
42200,0.6608318688768234
42300,0.6608318737103385
42400,0.6608318657035799
42500,0.6608318654268429
42600,0.6608318696773088
42700,0.6608318746355824
42800,0.6608318717465356
42900,0.6608318748414886
43000,0.6608318744418492
43100,0.6608318722390905
43200,0.660831877603755
43300,0.6608318746535876
43400,0.6608318773040557
43500,0.6608318809094899
43600,0.6608318800622348
43700,0.6608318820076311
43800,0.6608318867849422
43900,0.660831875158958
44000,0.6608318726902433
44100,0.6608318800409909
44200,0.6608318738063751
44300,0.6608318701508805
44400,0.6608318777688973
44500,0.6608318834093402
44600,0.6608318882524463
44700,0.660831886573644
44800,0.6608318924540586
44900,0.6608318944270266
45000,0.6608319005610727
45100,0.660831894977804
45200,0.660831899191165
45300,0.6608318911966377
45400,0.6608318870218143
45500,0.6608318817310701
45600,0.6608318787499969
45700,0.6608318787986046
45800,0.6608318907895482
45900,0.6608318923718373
46000,0.6608318877761787
46100,0.6608318871457882
46200,0.6608318817746407
46300,0.6608318827292755
46400,0.6608318741812476
46500,0.6608318730542642
46600,0.6608318704518377
46700,0.6608318601339274
46800,0.6608318642070048
46900,0.6608318634565526
47000,0.6608318657472223
47100,0.6608318682570495
47200,0.6608318638985554
47300,0.6608318725075666
47400,0.6608318702293327
47500,0.6608318676161766
47600,0.6608318653440219
47700,0.66083186480568
47800,0.6608318623474153
47900,0.6608318656565438
48000,0.660831866210781
48100,0.6608318624912757
48200,0.6608318623288227
48300,0.6608318588656483
48400,0.6608318642909663
48500,0.6608318661929458
48600,0.6608318631742008
48700,0.6608318604483661
48800,0.6608318578259709
48900,0.6608318559770342
49000,0.6608318526797246
49100,0.6608318537531572
49200,0.6608318501086897
49300,0.6608318504062651
49400,0.6608318526318524
49500,0.6608318532946911
49600,0.6608318482969902
49700,0.6608318510969754
49800,0.6608318472169635
49900,0.6608318503811201
50000,0.660831853736788
50100,0.6608318477727991
50200,0.66083185148936
50300,0.6608318508452513
50400,0.6608318493296614
50500,0.6608318514678
50600,0.6608318553072451
50700,0.6608318568490102
50800,0.6608318562596864
50900,0.6608318545798677
51000,0.6608318532556593
51100,0.6608318529034207
51200,0.6608318468698896
51300,0.660831843815716
51400,0.6608318460661237
51500,0.6608318448048258
51600,0.6608318491931512
51700,0.660831848244505
51800,0.6608318506942328
51900,0.6608318484590281
52000,0.660831850532847
52100,0.6608318545950815
52200,0.6608318552530827
52300,0.6608318582563271
52400,0.6608318626992038
52500,0.66083186372383
52600,0.6608318665717554
52700,0.6608318732890636
52800,0.66083187003134
52900,0.6608318700473549
53000,0.6608318675785005
53100,0.6608318670165292
53200,0.6608318664482162
53300,0.6608318683909371
53400,0.660831870113185
53500,0.6608318741628803
53600,0.6608318735537152
53700,0.6608318726205873
53800,0.6608318763617427
53900,0.6608318801848717
54000,0.6608318761442933
54100,0.6608318764390895
54200,0.6608318798227737
54300,0.6608318759167816
54400,0.660831871965744
54500,0.6608318707029214
54600,0.6608318708986826
54700,0.6608318734407543
54800,0.6608318794258878
54900,0.6608318805187201
55000,0.6608318757414052
55100,0.6608318800899391
55200,0.6608318769195981
55300,0.6608318785235945
55400,0.6608318789787653
55500,0.6608318689940444
55600,0.660831863193555
55700,0.6608318597442556
55800,0.6608318602140048
55900,0.6608318608249772
56000,0.6608318669986599
56100,0.6608318644183082
56200,0.6608318662894741
56300,0.660831864714918
56400,0.660831861934577
56500,0.6608318652277735
56600,0.6608318589902215
56700,0.6608318583203396
56800,0.6608318622924962
56900,0.6608318662127292
57000,0.6608318619998601
57100,0.6608318603395551
57200,0.6608318668981621
57300,0.6608318693681623
57400,0.6608318739635041
57500,0.6608318789881547
57600,0.6608318763750937
57700,0.6608318784352925
57800,0.6608318779750944
57900,0.6608318723387665
58000,0.6608318707908809
58100,0.660831868376486
58200,0.6608318656056182
58300,0.6608318669611596
58400,0.6608318687468171
58500,0.6608318651953674
58600,0.6608318618038738
58700,0.6608318659327772
58800,0.6608318642324704
58900,0.6608318624017667
59000,0.6608318662619791
59100,0.660831865368078
59200,0.6608318643446803
59300,0.6608318646353724
59400,0.660831864544143
59500,0.6608318647172101
59600,0.6608318643799523
59700,0.6608318646916803
59800,0.6608318630331236
59900,0.6608318633709591
60000,0.6608318664776369
60100,0.6608318690804242
60200,0.6608318730668874
60300,0.6608318774001344
60400,0.6608318799056476
60500,0.660831881493279
60600,0.6608318780281536
60700,0.6608318809937643
60800,0.660831877396073
60900,0.6608318788289069
61000,0.6608318824570306
61100,0.660831878443212
61200,0.6608318749093421
61300,0.660831873900771
61400,0.6608318762194655
61500,0.660831877708416
61600,0.6608318767877429
61700,0.660831876464003
61800,0.6608318781286647
61900,0.6608318713397894
62000,0.6608318728522173
62100,0.6608318785373284
62200,0.6608318813580037
62300,0.6608318784389513
62400,0.6608318791676652
62500,0.6608318764647659
62600,0.6608318779376449
62700,0.6608318728012382
62800,0.6608318723329233
62900,0.6608318731796043
63000,0.6608318740177276
63100,0.6608318794468943
63200,0.6608318741756634
63300,0.6608318761369408
63400,0.6608318760994291
63500,0.6608318786262166
63600,0.6608318760037089
63700,0.6608318759658808
63800,0.6608318780854032
63900,0.6608318744270013
64000,0.660831873583785
64100,0.6608318736133498
64200,0.6608318763034565
64300,0.660831884705863
64400,0.6608318855937734
64500,0.6608318851317916
64600,0.6608318835659853
64700,0.6608318833709136
64800,0.6608318851851804
64900,0.6608318861137645
65000,0.6608318838123238
65100,0.6608318825380634
65200,0.6608318793442167
65300,0.6608318790805291
65400,0.6608318819003349
65500,0.6608318805058224
65600,0.6608318799193238
65700,0.6608318755887022
65800,0.6608318824097517
65900,0.6608318868118864
66000,0.6608318868100523
66100,0.6608318895855031
66200,0.6608318910957485
66300,0.6608318836723861
66400,0.6608318818637431
66500,0.6608318890465672
66600,0.6608318923456175
66700,0.6608318908665092
66800,0.6608318908643611
66900,0.6608318954024568
67000,0.6608318959647617
67100,0.6608318961777261
67200,0.660831898409173
67300,0.660831899186584
67400,0.6608318993655755
67500,0.6608318970292908
67600,0.6608318908938018
67700,0.660831889656589
67800,0.6608318940415613
67900,0.6608318983002375
68000,0.6608319016461367
68100,0.6608319030054048
68200,0.6608319017044961
68300,0.6608319016637654
68400,0.6608319058211103
68500,0.6608318983443702
68600,0.6608318984675297
68700,0.6608318947626411
68800,0.660831892859976
68900,0.6608318902586714
69000,0.6608318920744034
69100,0.6608318970672915
69200,0.6608318940514751
69300,0.6608318958349683
69400,0.6608318927805111
69500,0.6608318894090098
69600,0.6608318898771268
69700,0.6608318950361786
69800,0.6608318922969663
69900,0.6608318908439277
70000,0.6608318895894075
70100,0.6608318873273509
70200,0.6608318862954949
70300,0.6608318890849366
70400,0.6608318862193191
70500,0.6608318871291278
70600,0.6608318886198622
70700,0.6608318918234954
70800,0.6608318902409892
70900,0.6608318845211584
71000,0.6608318851061299
71100,0.6608318803821631
71200,0.6608318850266889
71300,0.6608318897905264
71400,0.6608318866109679
71500,0.6608318915659463
71600,0.6608318887447259
71700,0.6608318905749206
71800,0.6608318887032096
71900,0.6608318848535174
72000,0.6608318834163145
72100,0.66083187822484
72200,0.6608318748641635
72300,0.6608318729955411
