Time(Iteration),EpsilonGreedyMultiArmedBandit
0,0.5049860216431721
100,20.91227068131082
200,31.389206951359863
300,40.12373567351356
400,46.728590939939714
500,52.16581743064944
600,57.69349936436041
700,62.175302075940365
800,67.37942987692529
900,71.3254813901594
1000,74.96265421561887
1100,78.92781810808222
1200,82.6455419627287
