Time(Iteration),EpsilonGreedyLinearBandit,EpsilonGreedyMultiArmedBandit
0,0.4978280147768338,0.4094966288971599
1,0.9113732777606451,0.8261331336813763
2,1.2584478481617594,1.2196340310069318
3,1.7386653722936765,1.581979103853326
4,2.1147898747573715,1.953056501935108
5,2.3216279072163597,2.3439135150330315
6,2.556144780036782,2.665996668212198
7,2.9464148185465366,2.9551426250882087
8,3.232287648711602,3.2791792398624295
9,3.488333693822401,3.649798611661711
10,3.68902255103919,3.966011854776145
11,3.8804725374712215,4.231373474605045
12,4.232790589726659,4.487489549123829
13,4.569600839705892,4.91529174351466
14,4.951777801011957,5.18268579710089
15,5.156553193183173,5.468728659872733
16,5.3546088578752045,5.673618362401908
17,5.566503248740955,5.881533364005056
18,5.75848258722103,6.203862576036732
19,5.889009350353485,6.374712468581496
20,6.220829640090882,6.633014558638884
21,6.390175550121371,6.82216008952921
22,6.523303085821064,7.014738443146561
23,6.781736753636603,7.178821438147169
24,6.95907859575546,7.467423857655822
25,7.127472443790178,7.730414519418991
26,7.367217522619706,7.973984673579568
27,7.478543775413034,8.235304866216786
28,7.672961049156416,8.467093301862866
29,7.891153599396918,8.62260945441529
30,8.03545860210052,8.859133536838652
31,8.340886826342716,9.0257072315631
32,8.547541046274464,9.280108191388054
33,8.933862796787814,9.494332795639092
34,9.13487096648302,9.637231087825546
35,9.293130122245575,9.812525391219282
36,9.555755699056931,10.023626624542425
37,9.748914397730468,10.261967896923988
38,9.94681339683585,10.50551316386927
39,10.16375032593092,10.646825375253345
40,10.448737575713825,11.057758196888198
41,10.621332403472708,11.304890515110133
42,10.806103812748415,11.490139313857483
43,11.086064295102785,11.732953248513152
44,11.26946705139292,12.029988260760026
45,11.513994098288359,12.212498318271756
46,11.666449071059294,12.370294284823313
47,11.885774795967732,12.5371555347993
48,12.140389601807266,12.763608251235844
49,12.33126270435353,12.972412315671471
50,12.568498218242667,13.114069330905341
51,12.9187982760773,13.331227227447437
52,13.035628988316024,13.522769175796132
53,13.166738065331254,13.723914762295212
54,13.315165698478387,13.961795442288786
55,13.493628889507999,14.288225200106274
56,13.667942786024929,14.486402521344449
57,13.77324878651414,14.6268374800498
58,13.943551944864783,14.848091981678385
59,14.159030621192624,15.006250333785072
60,14.328998505979234,15.201067014285593
61,14.527522998281086,15.418448361967368
62,14.694080742751035,15.596958379329752
63,14.982300265448881,15.778118277302863
64,15.179574114964169,15.930668002582014
65,15.34771364206642,16.0953626655496
66,15.490885808626155,16.257154598108695
67,15.736831354924481,16.419758206876796
68,15.872458564699276,16.700042655271275
69,16.059233527466333,16.806804447125035
70,16.19622111201882,16.960650073543384
71,16.365255417151666,17.14396282413622
72,16.474152224871727,17.354520837612206
73,16.64230635728364,17.503215008917508
74,16.771925297647876,17.627257325082137
75,16.936534139563648,17.718715872163873
76,17.097466114225334,17.84305926657061
77,17.347275890310947,18.063339029645967
78,17.449184485485834,18.312839191016984
79,17.570143983986718,18.533888132976465
80,17.699360919578716,18.67915050095222
81,17.801537349060425,18.805851306125298
82,17.904231664103143,18.96852247759073
83,18.09440663572,19.172009417782075
84,18.207206249702935,19.555706824844016
85,18.455839870258686,19.770442684449556
86,18.630968159567498,19.991549418886148
87,18.68227172138324,20.09283618826149
88,18.787348186638745,20.297925595105585
89,18.95748214631351,20.384351653554557
90,19.068136355893735,20.583281663729824
91,19.161692887060486,20.707373443761227
92,19.29944470205748,20.881861284798507
93,19.35183445711371,20.96828734324748
94,19.408350126786637,21.18521945181789
95,19.501265899064418,21.27504062905529
96,19.575403563036716,21.447637264991787
97,19.71506822326176,21.71952210916465
98,19.910025851155147,21.875535387513388
99,20.023292811282918,22.040217811218735
100,20.053616809960907,22.14698027665825
101,20.10991009743914,22.35186103686543
102,20.148206269433963,22.431459854137408
103,20.250754427982038,22.51105867140939
104,20.369027658990188,22.699217128327707
105,20.45125936934236,22.813314209996406
106,20.52899665356971,23.002233986871758
107,20.685991384232402,23.081832804143737
108,20.743469720747466,23.190644602926955
109,20.78766823101722,23.40342965985274
110,20.906690852588653,23.586339970507005
111,21.067008683962705,23.73145378665742
112,21.187488548089068,23.951695350013242
113,21.202596570323365,24.063789722622754
114,21.310431692292138,24.198893379093512
115,21.387712393831396,24.368711257565458
116,21.577052625546948,24.50758532191086
117,21.613641702038898,24.641871706510607
118,21.656946752175948,24.779031188965092
119,21.695464869672527,24.977591522035564
120,21.743725355102857,25.057190339307546
121,22.04475599892572,25.217089828782612
122,22.179473008760148,25.307456337961383
123,22.31507509276877,25.501953774947268
124,22.36879801077927,25.581552592219246
125,22.476439166901113,25.661151409491232
126,22.546310951083804,25.778917151371292
127,22.60047395276029,25.918386303819716
128,22.73522748380355,26.094931553693137
129,22.905078915519745,26.17453037096512
130,23.017402806756188,26.265988402754935
131,23.021743137083696,26.431716682396484
132,23.164676500173705,26.56138592742849
133,23.232750437145256,26.79127622082631
134,23.330994343035037,26.884067205795894
135,23.50559810151905,26.991740144239763
136,23.61986861239724,27.08900156541468
137,23.6701197434179,27.154765730378557
138,23.70883487663348,27.28002328056716
139,23.95814998890537,27.486682235970655
140,24.021799160310533,27.65931118469586
141,24.18995847497918,27.862990442527302
142,24.31485483774335,27.984567313078674
143,24.42448896448336,28.091307526223126
144,24.566553710946394,28.26185340875561
145,24.613913965749987,28.426004376390285
146,24.763289255118696,28.55600432980081
