Time(Iteration),LinearUCBBanditTheta
0,0.9777486418119727
100,0.9579971673604828
200,0.9579700178866235
300,0.9579627861840416
400,0.9579606788556025
500,0.9579593636562442
600,0.9579620351990968
700,0.9579544283100286
800,0.9579511887253481
900,0.9579502993836263
1000,0.9579507420591277
1100,0.9579514927702515
1200,0.9579511063872918
1300,0.9579502707196037
1400,0.95795000079655
1500,0.9579496888068162
1600,0.9579485961961298
1700,0.9579485240079795
1800,0.9579475958952791
1900,0.9579476952232315
2000,0.9579472968085714
2100,0.9579460071272212
2200,0.9579460399771349
2300,0.9579455964948635
2400,0.9579454420589052
2500,0.9579451844054383
2600,0.9579452833472303
2700,0.9579452000869153
2800,0.9579453410480532
2900,0.9579457919161009
3000,0.9579456810857432
3100,0.9579456503843049
3200,0.9579459304426216
3300,0.9579462801860628
3400,0.957945847760399
3500,0.9579457731794013
3600,0.9579456375983597
3700,0.9579456231206436
3800,0.9579454379944015
3900,0.9579454883452737
4000,0.9579454240462283
4100,0.9579454054180727
4200,0.9579454813445384
4300,0.957945373289844
4400,0.9579455264330899
4500,0.9579455865949906
4600,0.9579456057860931
4700,0.9579454671922282
4800,0.9579454224743562
4900,0.9579451070908904
5000,0.9579452895334851
5100,0.9579451032085899
5200,0.9579451999362119
5300,0.9579451301415179
5400,0.9579451332976602
5500,0.9579450631743087
5600,0.9579449860673078
5700,0.9579449313141672
5800,0.9579449237110083
5900,0.9579448460700803
6000,0.9579449543517112
6100,0.9579449942169085
6200,0.9579449881543939
6300,0.9579449232963826
6400,0.9579449394040559
6500,0.9579448797161646
6600,0.9579449847868993
6700,0.9579448873943157
6800,0.9579448442137914
6900,0.9579447815394095
7000,0.957944754323577
7100,0.957944665653172
7200,0.9579447008378785
7300,0.9579446417589959
7400,0.9579446698233525
7500,0.9579445912232092
7600,0.9579445711492551
7700,0.9579445165079188
7800,0.9579444730280334
7900,0.957944442725348
8000,0.9579444078289889
8100,0.9579443975852616
8200,0.9579443961048646
8300,0.9579444201697649
8400,0.9579443682295803
8500,0.9579443912336589
8600,0.9579444564315202
8700,0.9579444331562833
8800,0.9579444518046566
8900,0.95794445770194
9000,0.9579444623084941
9100,0.9579444967181873
9200,0.957944526654189
9300,0.9579444976267
9400,0.957944535996684
9500,0.9579445031932572
9600,0.9579445341298648
9700,0.9579445118611588
9800,0.9579445279647001
9900,0.9579445469720931
10000,0.9579445503403832
10100,0.9579445675585205
10200,0.9579445458131677
10300,0.957944498342101
10400,0.9579444746331072
10500,0.9579444523060499
10600,0.957944406443947
10700,0.9579444116791924
10800,0.9579443973466908
10900,0.9579444318601651
11000,0.957944395507606
11100,0.9579444683382942
11200,0.957944411446413
11300,0.9579444346738647
11400,0.9579444225447528
11500,0.9579444270439023
11600,0.9579443902822347
11700,0.9579443583432268
11800,0.9579443532989128
11900,0.9579443464037712
12000,0.9579443623020145
12100,0.9579443137036584
12200,0.9579443609855065
12300,0.9579443476582574
12400,0.9579443489488012
12500,0.9579443141980095
12600,0.957944363612181
12700,0.957944428370368
12800,0.9579444168988495
12900,0.9579444076927194
13000,0.957944426114943
13100,0.9579444498618541
13200,0.9579444089355544
13300,0.9579444195215739
13400,0.957944393287067
13500,0.9579443805973723
13600,0.9579443343466417
13700,0.9579443556395605
13800,0.9579443484401484
13900,0.9579443324783306
14000,0.9579443207968298
14100,0.9579443042981725
14200,0.957944281176206
14300,0.9579442971039253
14400,0.9579443163215225
14500,0.9579443251494093
14600,0.9579443229396658
14700,0.9579443182824618
14800,0.9579443263272388
14900,0.9579443061847688
15000,0.957944313437738
15100,0.9579443443757958
15200,0.9579443767675269
15300,0.957944348466625
15400,0.9579443472521664
15500,0.9579443381124129
15600,0.9579443250616689
15700,0.9579443055814867
15800,0.9579443397673085
15900,0.9579443413585464
16000,0.9579443576584439
16100,0.957944297686842
16200,0.9579442914627261
16300,0.9579442815877638
16400,0.9579442803198278
16500,0.9579443014349606
16600,0.95794428145224
16700,0.9579442580449145
16800,0.9579442460036807
16900,0.9579442496873511
17000,0.9579442543660575
17100,0.9579442573389556
17200,0.9579442309440755
17300,0.9579442453470334
17400,0.9579442338408773
17500,0.9579442307231115
17600,0.9579442218428099
17700,0.9579442138287557
17800,0.9579442329328197
17900,0.9579442096312711
18000,0.9579441849019423
18100,0.9579441776584587
18200,0.9579441547790944
18300,0.9579441541192384
18400,0.9579441476365501
18500,0.95794415888791
18600,0.9579441522287976
18700,0.9579441588164718
18800,0.9579441405994524
18900,0.9579441414574849
19000,0.9579441389116987
19100,0.9579441506438109
19200,0.957944154051187
19300,0.9579441466319689
19400,0.9579441674887722
19500,0.957944168012386
19600,0.9579441679833085
19700,0.9579441634483047
19800,0.9579441472954058
19900,0.9579441363342827
20000,0.9579441362899285
20100,0.9579441354371039
20200,0.9579441182814918
20300,0.9579441412236778
20400,0.9579441506064448
20500,0.9579441531328232
20600,0.9579441346586324
20700,0.9579441130989709
20800,0.9579441316401276
20900,0.9579441351183267
21000,0.9579441218903739
21100,0.9579441277798881
21200,0.9579441237833896
21300,0.9579441210076363
21400,0.9579441190327784
21500,0.9579441296733033
21600,0.957944145536356
21700,0.9579441530405202
21800,0.9579441443602933
21900,0.9579441497332148
22000,0.9579441576332244
22100,0.9579441500839321
22200,0.9579441557050226
22300,0.9579441545380094
22400,0.9579441429770211
22500,0.9579441236540237
22600,0.9579441049524654
22700,0.9579440936142403
22800,0.9579440967419798
22900,0.9579440879740879
23000,0.9579440819522123
23100,0.9579440811771691
23200,0.9579440671265502
23300,0.9579440732527387
23400,0.9579440713827054
23500,0.9579440565298987
23600,0.9579440673252189
23700,0.9579440591780427
23800,0.9579440687859048
23900,0.9579440783735726
24000,0.9579440793453123
24100,0.9579440854342183
24200,0.9579440764497796
24300,0.9579440959102385
24400,0.9579440930120562
24500,0.9579440651647694
24600,0.9579440588135583
24700,0.9579440491451943
24800,0.9579440340868318
24900,0.9579440435079576
25000,0.9579440409202226
25100,0.957944050609188
25200,0.9579440435687381
25300,0.9579440537984304
25400,0.9579440542498873
25500,0.9579440698747744
25600,0.9579440718531067
25700,0.9579440720240848
25800,0.957944079445244
25900,0.9579440601885867
26000,0.9579440625862201
26100,0.9579440676808717
26200,0.9579440558280042
26300,0.9579440605918361
26400,0.9579440599021879
26500,0.9579440617019095
26600,0.9579440626106402
26700,0.9579440638817232
26800,0.9579440645086403
26900,0.9579440462580537
27000,0.9579440485098344
27100,0.9579440496747379
27200,0.9579440590015101
27300,0.9579440551363598
27400,0.9579440534626071
27500,0.9579440521881011
27600,0.9579440584536554
27700,0.9579440649504104
27800,0.9579440529925206
27900,0.9579440482362985
28000,0.9579440524182194
28100,0.9579440457506312
28200,0.9579440456943751
28300,0.9579440570643104
28400,0.9579440529659223
28500,0.9579440520382541
28600,0.9579440566466653
28700,0.9579440632309335
28800,0.9579440709939557
28900,0.9579440851410033
29000,0.9579440756954851
29100,0.957944073235946
29200,0.9579440698610522
29300,0.9579440683342619
29400,0.9579440706136397
29500,0.9579440796159335
29600,0.957944089853408
29700,0.9579440966288415
29800,0.95794409838343
29900,0.9579440911033693
30000,0.9579440799453843
30100,0.9579440692563062
30200,0.95794405780536
30300,0.9579440638530874
30400,0.9579440542752371
30500,0.95794406474726
30600,0.9579440679958401
30700,0.9579440711568596
30800,0.9579440704159998
30900,0.9579440599897191
31000,0.9579440636562044
31100,0.9579440612441564
31200,0.9579440661267913
31300,0.9579440677966756
31400,0.9579440631376432
31500,0.9579440675727463
31600,0.9579440563589514
31700,0.9579440663214944
31800,0.9579440644413039
31900,0.9579440552488029
32000,0.9579440526970859
32100,0.9579440633396116
32200,0.9579440671117487
32300,0.9579440683766762
32400,0.9579440596273342
32500,0.9579440658531875
32600,0.9579440597419726
32700,0.9579440526363061
32800,0.9579440574243024
32900,0.9579440469345432
33000,0.9579440423708327
33100,0.9579440468996193
33200,0.9579440503923105
33300,0.9579440497932357
33400,0.9579440406023405
33500,0.9579440392954057
33600,0.9579440308158539
33700,0.9579440252998206
33800,0.9579440254579346
33900,0.957944026831455
34000,0.9579440362299959
34100,0.9579440379112023
34200,0.9579440408453219
34300,0.9579440390814403
34400,0.9579440383347176
34500,0.9579440430030578
34600,0.9579440371547857
34700,0.9579440295864263
34800,0.9579440332770297
34900,0.957944036440822
35000,0.9579440355389138
35100,0.9579440361991299
35200,0.9579440316415162
35300,0.9579440294061919
35400,0.957944031085972
35500,0.9579440271414459
35600,0.9579440255737056
35700,0.9579440251476259
35800,0.9579440263556716
35900,0.9579440176069614
36000,0.9579440170442519
36100,0.9579440180016935
36200,0.9579440210968679
36300,0.9579440102938337
36400,0.957944021041488
36500,0.9579440233272102
36600,0.9579440167437083
36700,0.9579440185512942
36800,0.957944025184607
36900,0.9579440327852069
37000,0.9579440330780133
37100,0.9579440379243269
37200,0.9579440432602435
37300,0.957944043582614
37400,0.9579440408214547
37500,0.9579440348437268
37600,0.9579440326753345
37700,0.957944029079839
37800,0.9579440353097404
37900,0.9579440357860015
38000,0.9579440357051304
38100,0.9579440248591442
38200,0.9579440262590392
38300,0.9579440202090751
38400,0.9579440278917752
38500,0.9579440113768414
38600,0.9579440071487925
38700,0.957944010929307
38800,0.9579440062034079
38900,0.9579440087820228
39000,0.9579439991565504
39100,0.9579440007080008
39200,0.9579440077087671
39300,0.9579440037956435
39400,0.95794399938564
39500,0.9579439908463941
39600,0.9579439889602618
39700,0.9579439882244027
39800,0.9579439880038689
39900,0.9579439978116173
40000,0.9579439960931353
40100,0.9579439971669107
40200,0.9579439981102918
40300,0.9579440015176909
40400,0.9579439997078169
40500,0.95794399937981
40600,0.9579440020698365
40700,0.9579440072770442
40800,0.9579440104296996
40900,0.9579440148480188
41000,0.9579440182745174
41100,0.9579440257649627
41200,0.9579440271063284
41300,0.9579440287252756
41400,0.9579440342011919
41500,0.9579440309927387
41600,0.9579440345447056
41700,0.9579440382336145
41800,0.9579440366079472
41900,0.9579440320716752
42000,0.9579440339835591
42100,0.957944035885013
42200,0.9579440323702452
42300,0.9579440320305755
42400,0.9579440281517243
42500,0.957944026505111
42600,0.9579440313481914
42700,0.9579440305892788
42800,0.9579440274951729
42900,0.9579440290160613
43000,0.9579440279011731
43100,0.9579440287491456
43200,0.957944024538806
43300,0.957944023227826
43400,0.9579440231060541
43500,0.9579440191217076
43600,0.957944025955436
43700,0.9579440240897179
43800,0.9579440210528232
43900,0.9579440111479999
44000,0.9579440187858921
44100,0.9579440181830977
44200,0.9579440228750707
44300,0.9579440160947474
44400,0.9579440183421832
44500,0.9579440181575926
44600,0.9579440190574025
44700,0.9579440140551174
44800,0.9579440092207111
44900,0.957944008273923
45000,0.9579440076734249
45100,0.9579440069498608
45200,0.9579440084277422
45300,0.9579440120486222
45400,0.9579440108357348
45500,0.9579440072643569
45600,0.9579440046499157
45700,0.957944001414415
45800,0.9579439963943888
45900,0.9579439941963125
46000,0.9579439971935347
46100,0.9579439953738152
46200,0.9579439908328929
46300,0.9579439874082665
46400,0.957943986976899
46500,0.9579439782594481
46600,0.9579439761543862
46700,0.9579439821656972
46800,0.9579439823111586
46900,0.9579439829998065
47000,0.9579439792821283
47100,0.9579439838850883
47200,0.9579439826800321
47300,0.9579439802751274
47400,0.957943979024875
47500,0.9579439773276057
47600,0.9579439828315479
47700,0.9579439822683209
47800,0.9579439786130985
47900,0.9579439738763591
48000,0.9579439765139627
48100,0.9579439783487643
48200,0.9579439783750846
48300,0.9579439745722252
48400,0.9579439764196913
48500,0.9579439805215898
48600,0.957943985207389
48700,0.9579439866746451
48800,0.9579439830616374
48900,0.9579439858679324
49000,0.9579439873286006
49100,0.9579439867367558
49200,0.9579439803968496
