Time(Iteration),GeneralizedLinearBandit
0,0.16842255074828286
100,15.189939863412217
200,30.042117419782574
300,44.72401102690146
400,59.14897977335945
500,73.49270391284043
600,87.89881497289595
700,102.22787160244837
800,116.07516733052448
900,129.9854859038083
1000,143.72273337568268
1100,157.1902332236204
1200,170.39648858469113
1300,183.6025531022899
1400,196.64664231190167
1500,209.6365512592867
1600,222.60634352696417
1700,234.87835227560882
1800,247.47844021292207
1900,260.03079486195554
2000,272.4577266354391
2100,284.602897981015
2200,296.3307338575664
2300,307.6058772910419
2400,319.6079628809515
2500,330.85810281978115
2600,341.9548687397392
2700,352.3928612633393
2800,362.29284563975455
2900,373.5245387271681
3000,384.5671304405351
3100,395.0600142601736
3200,405.5599816365489
3300,415.9886509828705
3400,426.1715450123455
3500,436.28722513855826
3600,446.0071445526249
3700,455.6918936445851
3800,465.75870954684797
3900,475.15669905558036
4000,485.4021877018698
4100,495.2122862347777
4200,503.7990233744378
4300,513.7684675474621
4400,522.8856782508082
4500,531.7907117580143
4600,541.3877590192972
4700,550.7244077954741
4800,559.5470213573823
4900,568.4159729817995
5000,576.6179833416056
5100,584.5870661466018
5200,593.0434624540516
5300,601.4605380055064
5400,609.6867029783987
5500,618.2856280345898
5600,626.479153595227
5700,635.4638196712978
5800,644.1475079049045
5900,652.1462934238874
6000,659.9539584589916
6100,667.8565495161763
6200,675.1106348360747
6300,683.0116483367153
6400,690.8073909171719
6500,697.9677590761614
6600,704.8243129356846
6700,712.3590665595914
6800,720.0413424850249
6900,727.5435662666187
7000,735.1122705819778
7100,742.5294614167677
7200,750.5298306800597
7300,757.7096601758549
7400,765.2255015532332
7500,771.7924281419442
7600,778.5507113074053
7700,785.7405115542009
7800,793.0036319369676
7900,799.7827208483968
8000,805.9538180513358
8100,813.0394283413597
8200,820.1762367041216
8300,826.3587001901773
8400,833.136136453488
8500,839.658355443749
8600,845.9117852365496
8700,852.2095459166391
8800,858.4834159044018
8900,864.8942125268001
9000,871.9428502406485
9100,878.2358115177991
9200,884.6428562133735
9300,890.8643969212984
9400,897.6274352618351
9500,903.8604091358809
9600,909.8823538481635
9700,916.1694311931521
9800,922.3324213100011
9900,928.7481999680265
10000,934.4563567644391
10100,940.9726645683489
10200,947.3049279782974
10300,953.7481311538273
10400,959.9749653862921
10500,966.0010385503905
10600,971.814631937181
10700,977.4738529831478
10800,983.4283591784302
10900,988.7358230672462
11000,995.2723214336368
11100,1000.5213700158156
11200,1006.7151583876437
11300,1012.4328815651422
11400,1018.0493340833211
11500,1023.6501177299431
11600,1029.688109649281
11700,1035.0639027041648
11800,1041.6175567511862
11900,1046.870785872372
12000,1053.0763004697565
12100,1058.6431175315124
12200,1063.9748739581426
12300,1069.9669354066402
12400,1075.3975021843069
12500,1081.195566679977
12600,1086.9105114984384
12700,1092.3916319384255
12800,1098.7587898161855
12900,1104.2718818249537
13000,1109.8548609730622
13100,1114.929013270894
13200,1120.1786476608186
13300,1125.5299186831967
13400,1130.3012729897923
13500,1136.1399126944893
13600,1141.9858555059182
13700,1147.626760586158
13800,1153.0422653608744
13900,1157.616710841028
14000,1162.6793873405295
14100,1167.4934406695297
14200,1173.026089784444
14300,1179.27262332577
14400,1184.7149763545378
14500,1189.9628227539092
14600,1194.769635190879
14700,1200.1210791386743
14800,1205.983029137707
14900,1211.3823409694987
15000,1216.329876476945
15100,1221.7695191688542
15200,1227.386829143345
15300,1232.2691569860808
15400,1237.2407749673919
15500,1242.3252907730666
15600,1247.117527431848
15700,1251.8890759311378
15800,1257.2759137763546
15900,1262.2850630488408
16000,1267.2347948848621
16100,1272.0499476202162
16200,1276.9711862911768
16300,1281.8923204525106
16400,1286.2846748029099
16500,1291.3565808121534
16600,1296.2312016830392
16700,1301.7936747431145
16800,1307.0022374508244
16900,1312.149230187784
17000,1316.53342657037
17100,1321.5028467348548
17200,1326.0983400794405
17300,1330.9154315158607
17400,1334.9832018265074
17500,1339.51202854854
17600,1344.443548185236
17700,1349.5849481544612
17800,1354.3884831403666
17900,1358.9831410916938
18000,1364.2560177003227
18100,1369.0737384676195
18200,1374.29202184423
18300,1378.6805195217416
18400,1383.1578491586292
18500,1387.5817103040738
18600,1392.1338995165381
18700,1396.743816257551
18800,1401.0599670262309
18900,1405.736179728119
19000,1409.7408218332237
19100,1414.7945494284218
19200,1419.3967893441818
19300,1424.0301975673306
19400,1429.128545346004
19500,1433.5182774867894
19600,1437.6744516272597
19700,1442.2552718394315
19800,1447.0474849794377
19900,1451.4335011492972
