Time(Iteration),EpsilonGreedyLinearBandit,EpsilonGreedyMultiArmedBandit
5600,185.70610643590265,180.92570545873897
5700,187.31100389219858,182.7157055798066
5800,189.33693866782306,184.90396765693558
5900,190.5309521866274,186.9897813917081
6000,192.9438637739232,189.26003715572503
6100,195.7035991504661,191.51525877763967
6200,197.67972661068552,193.3556413543293
6300,200.1609107495442,195.81362237520713
6400,201.9178093168175,197.3434319835779
6500,203.44822427828598,199.58762189459304
6600,205.65079275320494,201.40543914779218
6700,207.65921663224321,203.7644353096965
6800,209.86151602191813,205.51823859359888
6900,212.30089328235778,207.24370335016607
7000,214.20979116726807,209.2742575811084
7100,216.5685616888298,210.57594191469926
7200,218.33664348529993,212.18967752834027
7300,220.25964045794504,213.73257769045517
7400,222.25057947197956,215.592596290519
7500,224.34530215356546,217.68037704061595
7600,226.73880106168764,219.3600843518328
7700,229.3940886919107,221.94785115995847
7800,231.51658314712228,224.04069312551252
7900,232.9623713714769,225.66865417895866
8000,234.88092616193654,227.10327276085437
8100,237.23961687665914,228.53707992674694
8200,239.2514327911446,230.8030968097906
8300,240.9124563623449,232.1799818714976
8400,242.4113885411047,234.1866481073308
8500,244.3784820240059,236.05592325127114
8600,246.03090055651788,238.05649372045036
8700,248.6691848712863,239.29106626834385
8800,250.4037043477155,241.4643581609962
8900,252.76472830018042,243.4500895214465
9000,254.3846127285975,244.92803040841196
9100,255.8614333681316,246.53959200197738
9200,257.371467339599,248.51944383415375
9300,259.06996667420924,250.2714252455812
9400,260.7833589835825,251.85965154382566
9500,262.4950803495698,253.4572744330741
9600,264.25682618425105,255.32762957113187
9700,265.9690672351288,256.89478848041085
9800,267.88513934428454,258.7003431487625
9900,269.7240979955817,260.27304083973115
10000,271.3186330118957,261.62773643290814
10100,273.249304779668,262.98414070708236
10200,275.2640672966043,264.66376552334657
10300,276.8271956338482,266.22611728305407
10400,277.9369808473899,268.13722537026536
10500,279.65356909451634,269.72863715513563
10600,281.1911249474031,271.75498181678813
10700,282.25258150752495,273.30473836008946
10800,284.226070609209,274.67976191450595
10900,286.2132289875931,276.1653504517584
11000,287.7707984507851,277.96245633101574
11100,289.44769188904695,280.0856456883855
11200,291.0869945729116,282.3436809986116
11300,292.8476935116832,284.06466596185163
11400,293.93373377203477,285.68407395339415
11500,295.37880510910827,287.52964998253
11600,296.6724529179903,289.12516868009794
11700,298.269569907028,290.8647879934189
11800,300.1147427443388,292.631789893146
11900,301.5236871737293,294.2669257779771
12000,302.85412519637146,295.68353049211646
12100,304.6958531666538,297.72185447385135
12200,306.40298893199554,299.03189848979827
12300,307.9194821864658,301.00141146180954
12400,309.58701570028563,302.4093980732242
12500,311.28606922926554,303.6610699080064
12600,312.7300493722465,305.23477245226144
12700,313.99871129547944,306.90835967530006
12800,315.8027479494184,308.3759001207637
12900,317.2608427092363,310.04284913721193
13000,319.0174741837466,311.99139627357965
13100,320.4101108876977,313.90363156187846
13200,321.66924295240574,315.4707985898491
13300,322.985074718464,317.39386062420374
13400,324.31938769168613,318.63820515874
13500,325.6025653989764,319.93395218613654
13600,327.2639375312028,321.7068916843962
13700,328.91246690964147,323.279688856879
13800,330.60321002930857,324.9761902336702
13900,331.93862767357257,326.67677900828204
14000,333.1721379714621,327.75263346365136
14100,334.53624599392396,329.8496089433132
14200,336.3654108910391,331.3258643430795
14300,337.92873151640254,332.7993601810672
14400,339.3172952106014,334.37152386330894
14500,340.98510514547155,335.9839267283449
14600,342.7274564950154,336.93588917355925
14700,344.348279556173,338.2213126146764
14800,345.63750960338916,339.7018717098207
14900,346.7646068352991,341.8113887246783
15000,348.34450249103526,343.3037145743053
15100,350.2237349451501,344.7562347493289
15200,351.5936547970894,346.46417087996167
15300,353.2491259752725,347.68959018495946
15400,354.88990109794725,349.72600616788117
15500,356.5574069708278,351.1400786371772
15600,358.391488414731,353.3539708177353
15700,360.0944496257265,355.25153736852496
15800,361.29442917661265,356.80723978229764
15900,363.04305974566154,358.29286217262234
16000,364.36033121958474,359.6259306147099
16100,365.9110407119419,360.88387409028974
16200,367.71551809018814,362.53137727342084
16300,369.03092137396254,364.09332001309673
16400,370.80237169405234,366.0164580259392
16500,372.4508347001762,367.35566152848753
16600,373.62218946139376,368.99110853163523
16700,375.0930560675601,370.4819215856245
16800,376.2884791359654,372.18305102911586
16900,377.97882471123825,373.40175263345344
17000,379.4989191462981,374.46930938546785
17100,380.79333643831404,375.61040935944396
17200,382.12144417237204,377.09460101301335
17300,383.45526868835884,378.3550473828847
17400,384.7401201216561,379.8267029238542
17500,385.6635279317885,380.72827903113836
17600,387.0984321006059,382.2895569571857
17700,388.451063742625,383.58318942480145
17800,390.1382363227016,384.40529889564607
17900,391.51192095679454,385.5293807513305
18000,393.3455770946672,387.0033499662972
18100,394.5682527059704,388.21036511830454
18200,396.56364708515855,389.8924312925022
18300,397.81603773929317,391.31067089225803
18400,399.2292156538751,392.74957246043357
18500,400.62850573229053,394.2873302099218
18600,402.10488880318974,395.242768728492
18700,403.740746452111,396.8115085206044
18800,404.88121888487376,398.19601787215345
18900,406.28544825874945,399.75903133582517
19000,407.6166685060157,400.8893843608705
19100,408.7862221509382,402.6350761901718
19200,409.9743806966538,404.1910173509861
19300,411.1519770873257,405.41524153062215
19400,412.67554658271627,406.3411450284463
19500,414.1369818304476,407.9997678559315
19600,415.63818531422584,409.1959390662155
19700,417.50458667556006,411.2920686932392
19800,418.84438120549066,412.37855765437354
19900,420.2910746368626,413.9334111133887
20000,421.51655324613773,415.22212425187644
20100,422.73259006883416,416.6784249747392
20200,424.0841721605422,417.9281882044452
20300,425.4394020664461,419.55471718732116
20400,426.5396000981729,421.16204427292195
20500,427.84076569097834,422.4852925257386
20600,429.1322981846223,424.06722102385186
20700,430.74448328108735,425.05600764889124
20800,431.8951422855133,426.36671969725495
20900,433.3733016297589,427.85035956164813
21000,434.5608475021121,429.22853736342694
21100,435.9407988832603,431.10564382971813
21200,437.2080370773782,432.6201952640693
21300,438.5132140956248,433.9215970881246
21400,439.94480172577653,435.064084447626
21500,441.13745430750095,436.3493720330533
21600,442.50776877644904,437.81452223822305
21700,444.0178563312779,439.81078646020535
21800,445.5858642456789,441.18118625046753
21900,446.89286541662693,442.4423763726806
22000,448.2563615065036,443.99801247704545
22100,449.7516750869362,445.2058250671104
22200,451.1991151403574,446.38360452619133
22300,452.60738069351316,447.7133889410255
22400,453.7262289762651,449.1241167231983
22500,455.15356195415615,450.2985525365317
22600,456.1594504322591,451.4733534138616
22700,457.41508513958354,452.43952201177865
22800,458.74629062270117,454.02327523102093
22900,459.6166592164089,455.5089941943949
23000,461.1874006990847,456.95001688557096
23100,462.816302971421,458.19021126467624
23200,464.54375488460045,460.1870950014858
23300,465.833233409595,461.52646221506103
23400,467.522047554005,462.33903002245523
23500,469.27899670116386,463.69829082223225
23600,470.4152693245781,465.1181019088622
23700,471.1678594278769,465.90447704108567
23800,472.39374026417937,467.21797502960743
23900,473.96216710241043,468.2419907670451
24000,475.10737642116084,468.9409864798872
24100,476.2228547282986,470.1120059683368
24200,477.1307353028093,471.5806779918415
24300,478.1751867382062,473.1506860215948
24400,480.047930051765,474.13995100704824
24500,480.8927278937097,475.3425322502588
24600,482.22098622835153,476.8052872536534
24700,483.29078976594036,478.22118893756476
24800,484.70569247269015,479.5682923988147
24900,486.2568420553096,480.55605031337745
25000,487.43331743103397,481.68308430971445
25100,488.861852200476,483.13152846727854
25200,490.0265171713892,484.2036692691223
25300,491.2323114551017,486.07353853962104
25400,492.6240253364069,487.246004009872
25500,493.96648347199454,488.7507788985551
25600,495.0196389825613,490.18319058937595
25700,496.07163429252404,491.75989359375797
25800,497.0412156289225,493.32363948273417
25900,498.49207886331203,494.6384626098299
26000,499.9812043971692,495.8666427058042
26100,501.25895436193406,497.3498339507627
26200,502.53774308234733,498.63987697902184
26300,503.72594174154654,500.5775285450751
26400,504.85623411971847,502.07033314274105
26500,506.4185411984774,503.271589809818
26600,507.7363383923309,504.5029817945612
26700,508.6843644751224,505.59992740845234
26800,509.80246934831075,506.9497479300855
26900,510.96482055596516,508.3067589334422
27000,511.9603037062694,509.9167552039395
27100,513.3227253623854,511.01599925315276
27200,514.412043643779,512.1567095223583
27300,515.4450662242399,512.9784011808223
27400,516.9300163564446,514.0912680299679
27500,518.1881460662378,515.4515629339921
27600,519.0288274468257,516.882841587244
27700,519.7952950068154,518.1902028485347
27800,520.8352165931753,519.3707802730659
27900,521.8512002562405,520.8427665090701
28000,523.1916521258911,521.9725130745321
28100,524.5475171313863,522.964728308182
28200,525.8033267428916,523.9002765980649
28300,526.8210947843013,525.5074277610919
