Time(Iteration),GeneralizedLinearBanditTheta
0,0.9991560395517294
100,0.9795345668040192
200,0.9590312860755306
300,0.9578295372167238
400,0.9538787509374348
500,0.9534286718344906
600,0.952689947742573
700,0.9542490923900646
800,0.9518385317922025
900,0.9511694982202588
1000,0.9515426670607411
1100,0.9530337983919146
1200,0.9531301028051139
1300,0.9527675335831924
1400,0.9523728330820118
1500,0.951987301754172
1600,0.9524755102556549
1700,0.953081353521385
1800,0.9533753887097653
1900,0.9519969486695649
2000,0.9518690430744661
2100,0.951571709008061
2200,0.9523091129751613
2300,0.9521935748917896
2400,0.9514066656548417
2500,0.9514366922257255
2600,0.9514432554081124
2700,0.9510769102304837
2800,0.9509645272337968
2900,0.9489566052149288
3000,0.9480936757725162
3100,0.9482111434153145
3200,0.9480663018541176
3300,0.9494226334087333
3400,0.9491369690827888
3500,0.9488836331427348
3600,0.949256190874338
3700,0.9491805877220714
3800,0.9493460923192245
3900,0.9493353811688179
4000,0.94946832249769
4100,0.949628838952365
4200,0.949579621482871
4300,0.9498521914502686
4400,0.9500676689375629
4500,0.9501511545460284
4600,0.9500970377078563
4700,0.9498314489716615
4800,0.9497991810203426
4900,0.9497817828117976
5000,0.9498762802116507
5100,0.9499004718705961
5200,0.9501561068446435
5300,0.9500410596092912
5400,0.9500689747752477
5500,0.9497635169162008
5600,0.9498658853529302
5700,0.949873745760717
5800,0.9500777324506442
5900,0.9499891405398561
6000,0.9498798622560397
6100,0.9496695325677648
6200,0.9496007596545427
6300,0.949615394322719
6400,0.9495538515116451
6500,0.9497039661472503
6600,0.9497333640686098
6700,0.9496734796822626
6800,0.9497118611558003
6900,0.9496644562678016
7000,0.9496861121507703
7100,0.9496494809306159
7200,0.9496475039748434
7300,0.9497286742284314
7400,0.9496570963655293
7500,0.9496602397079004
7600,0.9496687329685116
7700,0.9497687070586265
7800,0.949676204676714
7900,0.9496588564170503
8000,0.9497187733967382
8100,0.949712739300327
8200,0.9496940843891201
8300,0.9496399661913234
8400,0.9497196055586293
8500,0.9495741884657303
8600,0.9495000190740438
8700,0.9495256291503427
8800,0.9495727469068228
8900,0.9495750663685415
9000,0.9495648815578143
9100,0.9495539858103053
9200,0.9495529828071456
9300,0.9499095141706192
9400,0.9496164560699372
9500,0.9495797840149767
9600,0.949470925985516
9700,0.9494613801892691
9800,0.9494786055123289
9900,0.9496299619389637
10000,0.9496212652920526
10100,0.9493946681526749
10200,0.9494245570049452
10300,0.9494331456481824
10400,0.9495213855197899
10500,0.9495136420071908
10600,0.9494880886771778
10700,0.9495136330505165
10800,0.9493932946311006
10900,0.9494182588940714
11000,0.9494411989019179
11100,0.949336911239308
11200,0.9493253301655225
11300,0.9493261807860145
11400,0.9493370108776757
11500,0.9493456277451718
11600,0.9493395316233257
11700,0.9494567973286057
11800,0.9492870562713007
11900,0.9492991464158111
12000,0.949365901100425
12100,0.9493146045294274
12200,0.9493331072382937
12300,0.9493589584031008
12400,0.9493438053735295
12500,0.9494987374426017
12600,0.9495251156024397
12700,0.9495188446217007
12800,0.9495214913962384
12900,0.9495237893093584
13000,0.9495306004425312
13100,0.9495046447378247
13200,0.9495061942768401
13300,0.9494845353912116
13400,0.9494603896480112
13500,0.9494747602822107
13600,0.9492166731232807
13700,0.9491633345836388
13800,0.9493649670064459
13900,0.9493695894058792
14000,0.9493648539336919
14100,0.9498337521439872
14200,0.9498034454604337
14300,0.9498834543968522
14400,0.9498873061059158
14500,0.9499117949108923
14600,0.949925009564206
14700,0.9500452349991901
14800,0.9501825084064066
14900,0.9501952389635158
15000,0.9501977294013777
15100,0.950291096264466
15200,0.9502397353861012
15300,0.9503311614374257
15400,0.9503471810179013
15500,0.9503911617896528
15600,0.9503849518538129
15700,0.950413491879339
15800,0.950433650348699
15900,0.9504075334594683
16000,0.9504268899807882
16100,0.9504269498483661
16200,0.950423587159501
16300,0.9504280157605602
16400,0.9505452442688973
16500,0.9505730818971825
16600,0.9504557288825384
16700,0.9504478978020272
16800,0.9504379773408773
16900,0.9504322433193731
17000,0.950425486167715
17100,0.9504457562207399
17200,0.9504141442642211
17300,0.9503878788425515
17400,0.9504213052238224
17500,0.950423341232935
17600,0.9504371692814516
17700,0.950449327201323
17800,0.9504693652373707
17900,0.9504778350747374
18000,0.9504559137256183
18100,0.9504750632135922
18200,0.9506447688131552
18300,0.9506477480485721
18400,0.9506545501753259
18500,0.9506659987588719
18600,0.9506545998895405
18700,0.950644766079116
18800,0.9506517583600935
18900,0.9506562929972777
19000,0.9506359314275624
19100,0.9506251328436054
19200,0.9506212939031051
19300,0.9506376578883401
19400,0.950541190788071
19500,0.9505410984283167
19600,0.9505313565164654
19700,0.9505242141826941
19800,0.9505214277100267
19900,0.9505262106782508
20000,0.9505332038762389
20100,0.9505274316852501
20200,0.9509139751564346
20300,0.950922402573655
20400,0.9509364519566859
20500,0.9509322637358985
20600,0.9509289651136854
20700,0.9509217394819546
20800,0.9509264268412524
20900,0.950931020285197
21000,0.9509274715170168
21100,0.9509291506835174
21200,0.950925470479897
21300,0.9509229823034635
21400,0.95092695344672
21500,0.9509285286633545
21600,0.9509331802378755
21700,0.950937467084134
21800,0.950931970401985
21900,0.9509234861556612
22000,0.9509341054796533
22100,0.9508636751702862
22200,0.9508121582645599
22300,0.950847252695365
22400,0.9508167656660518
22500,0.9508209556183893
22600,0.9508151180772846
22700,0.950806503985491
22800,0.9508091686357025
22900,0.950887194016184
23000,0.9512231852154855
23100,0.9512222097063155
23200,0.9512251875607332
23300,0.9512361340702447
23400,0.951220750231481
23500,0.9512152644054425
23600,0.9513573924924621
23700,0.9513626421341449
23800,0.9513661129553681
23900,0.9513605246124541
24000,0.9513914049169616
24100,0.9513956586823606
24200,0.9513845003193829
24300,0.9513854241320292
24400,0.9513825475961084
24500,0.9513791992110845
24600,0.9513895983734131
24700,0.9513873419409844
24800,0.9513996478432478
24900,0.9513978012989861
25000,0.9513992576765409
25100,0.9514091184157071
25200,0.9514043717528642
25300,0.9514121042667998
25400,0.9514190426709245
25500,0.9514159370411596
25600,0.9514074630857545
25700,0.9514775557587363
25800,0.9515204296436697
25900,0.9515183850584024
26000,0.9515191666161936
26100,0.9515229718755377
26200,0.9515115364984842
26300,0.9515020054595521
26400,0.9515665904091841
26500,0.9515540669127814
26600,0.9514759382373772
26700,0.9514967760592693
26800,0.9514955658869934
26900,0.9528216127561494
27000,0.9528151281558935
27100,0.952820113516118
