Time(Iteration),EpsilonGreedyLinearBandit
26200,547.7418970114002
26300,548.8128527794127
26400,550.410382134147
26500,552.0009904189293
26600,552.7672862264579
26700,554.4161570934923
26800,555.665471364005
26900,556.6332645730226
27000,558.0733261076166
27100,559.6343515963233
27200,561.1773545160365
27300,562.1040502443072
27400,563.9422937118937
27500,565.2794515072517
27600,566.9011483601828
27700,568.3315504813104
27800,569.9979147609332
27900,571.4040923934447
28000,572.3627040664267
28100,574.1537979859112
28200,575.4956059677221
28300,576.8244858184333
28400,578.5009128306435
28500,580.0112605876545
28600,580.9657645579211
28700,582.4665612025877
28800,583.6573122298529
28900,585.0635252043887
29000,586.1208461518723
29100,587.3172858013992
29200,588.9045158858052
29300,590.5545743964836
29400,591.7390754648249
29500,593.486520123744
29600,594.5733788241926
29700,595.6325853813635
29800,597.1471502316291
29900,598.4964607963477
30000,599.8344176411415
30100,601.2678276615803
30200,602.8188710834899
30300,604.2735600292239
30400,606.1829711151718
30500,607.9370731198162
30600,609.6505776297947
30700,610.9321023118534
30800,612.0734432389918
30900,613.0965839110112
31000,614.4146197659765
31100,615.7007904828
31200,617.0899727445045
31300,618.2928488682461
31400,619.4290664571494
31500,620.6372597611589
31600,622.0353204113363
31700,623.7694749018053
31800,625.0602860408369
31900,626.5154014313191
32000,627.3569910723737
32100,628.628805676894
32200,629.9756126528274
32300,631.6834658556365
32400,633.4263355554623
32500,635.2477392036451
32600,636.6916813684237
32700,637.9835479414962
32800,639.2650737879451
32900,640.5537635912234
33000,641.7636988858651
33100,643.4701921352405
33200,644.5241372662929
33300,645.4608875419317
33400,646.8577885038166
33500,648.1928639503268
33600,649.4434246898154
33700,650.856841910768
33800,652.0441991852915
33900,652.9814056024263
34000,654.386576424987
34100,655.3383933872171
34200,656.0514607228125
34300,657.31153185909
34400,658.4595490093977
34500,659.9180030916925
34600,661.553732483009
34700,662.8542826965169
34800,664.1438660492665
34900,665.5141657260276
35000,666.7338095366873
35100,668.1346556649337
35200,669.7949349542766
35300,670.9831488108508
35400,672.2962003357694
35500,673.5177863925908
35600,674.6299062137648
35700,676.0504974097486
35800,677.504655334346
35900,678.4859154502776
36000,679.5168829984825
36100,681.3684878640273
36200,682.5332941583713
36300,684.4155809949782
36400,685.5564776384848
36500,686.7804534683687
36600,687.7132979516356
36700,688.8229853183094
36800,689.9917518059935
36900,691.4348156240253
37000,692.8416770544801
37100,693.8532004782667
37200,694.8156833544115
37300,695.9146924055981
37400,696.875675442777
37500,697.753448435744
37600,699.184798507776
37700,700.9745783424358
37800,701.9551889900856
37900,703.2771118658832
38000,704.8886153172605
38100,705.8649306483347
38200,707.1098221180774
38300,708.580913588087
38400,709.516102091093
38500,710.9108299604042
38600,712.0833680378042
38700,713.0294335686174
38800,714.1871856981081
38900,715.598589643571
39000,716.9583130126924
39100,718.4856813634312
39200,719.8942026904773
39300,721.2621625803984
39400,722.511321591844
39500,723.710682396313
39600,725.0426936609826
39700,726.0414994498724
39800,727.2306169132312
39900,728.2201363036895
40000,729.5409289793386
40100,731.338632048833
40200,732.2800026756901
40300,733.6636700102625
40400,734.9844069345888
40500,736.4773524906833
40600,737.5563730616709
40700,738.7529738053407
40800,739.8873790550685
40900,741.2432837857219
41000,742.3619244187965
41100,743.8465543821028
41200,745.4052110687453
41300,746.7149976090535
41400,748.2892553236486
41500,749.7056229188488
41600,750.7542841389586
41700,752.1552804633264
41800,753.2154636155819
41900,754.6506796518953
42000,755.8925211672677
42100,756.9917977113022
42200,758.7174457142705
42300,760.0115517143192
42400,761.2072080648295
42500,762.2525203760258
42600,763.5914401211343
42700,764.9160258905589
42800,765.9544227461718
42900,766.844311847168
43000,767.892869858101
43100,768.8123391090623
43200,769.8243573980566
43300,771.0555960845109
43400,772.6074502105047
43500,773.987148117012
43600,775.0910479029528
43700,776.1958705307086
43800,777.4151432099114
43900,778.9467208089657
44000,780.0942887264348
44100,781.1261368114561
44200,782.099276233403
44300,783.3366716563845
44400,784.6313825701809
44500,785.9878804871331
44600,786.773852566585
44700,788.0744620413666
44800,788.8895032918225
44900,790.0738164886444
45000,791.1209555482587
45100,792.1558976205978
45200,793.383665637931
45300,794.6842559105859
45400,795.6831195560333
45500,797.0662146710141
45600,798.9570097085441
45700,800.0542960866273
45800,801.0635012904723
45900,801.9216803660586
46000,803.3500913374439
46100,804.2896358258607
46200,805.7032122415147
46300,806.4778844901956
46400,807.8810459017515
46500,808.8564766380715
46600,810.4738584445976
46700,811.7951390755079
46800,813.0235696734351
46900,813.9161415253276
47000,814.8258889515739
47100,816.1186790738382
47200,817.0581783923936
47300,818.2065454201736
47400,819.1919323335981
47500,820.1410974767023
47600,821.2343823651105
47700,822.3584055679942
47800,823.4867892468677
47900,824.288123255353
48000,825.6982760457649
48100,826.9232803997659
48200,828.3657518727128
48300,829.4121931738213
48400,830.4957022901901
48500,831.4082034177878
48600,832.5263413156766
48700,833.4965770324736
48800,834.2936864026387
48900,835.1888439245897
49000,836.5873806211378
49100,837.7663833255081
49200,838.7003239231259
49300,839.7254012679153
49400,840.58654902082
49500,841.8759330296843
49600,843.7853941529436
49700,845.1030659712602
49800,846.0539658790497
49900,846.8472761000114
50000,847.803915203104
50100,849.0324381923276
50200,850.6082925469933
50300,851.6965653011614
50400,852.8390749965738
50500,853.9546574874041
50600,854.8895005810289
50700,855.8324902270311
50800,856.8464692261286
50900,858.4480805857622
51000,859.5953921759249
51100,860.439609674984
51200,861.6458044720752
51300,862.6779336724263
51400,863.6666782496866
51500,864.4906564795714
51600,865.3931836526092
51700,866.2535039194406
51800,867.3327211727258
51900,868.5049641890477
52000,869.5457220129163
52100,870.8989737588643
52200,871.8587347754394
52300,873.2872996866793
52400,874.0260480885514
52500,875.1717560536675
52600,876.5164902500353
52700,877.8044646693199
52800,878.7512228122017
52900,880.0799193973156
53000,881.2196329098817
53100,882.3680957926684
53200,883.4339913996198
53300,884.1493260305155
53400,885.2904169240921
53500,886.4849912262473
53600,887.4588999412247
53700,888.7138564822101
53800,889.8141507318721
53900,890.8537998889402
54000,892.1183153105043
54100,893.4553755817111
54200,894.623101307899
54300,896.0049996112186
54400,896.9174785154737
54500,897.7697618276509
54600,899.0196224493202
54700,900.2249262649254
54800,901.284308115859
54900,902.3403489571256
55000,903.9508944689811
55100,905.479817470448
55200,906.5726109289365
55300,907.9265393647138
55400,909.3381135270993
55500,910.504594858983
55600,911.6132728124512
55700,912.4927438893756
55800,913.6941281509365
55900,914.8269117266709
56000,916.4524873166986
56100,917.343401150001
56200,918.1885319316373
56300,919.6063413699305
56400,920.9846364904822
56500,921.9535725626132
56600,923.0779706949097
56700,924.3467861312254
56800,925.3086366466481
56900,926.5538068069415
57000,927.6506952861076
57100,928.6699763788687
57200,929.7940975902178
57300,930.7956997647794
57400,931.9212576071284
57500,933.00417421778
57600,933.8213409920784
57700,935.0792206355125
57800,935.9865258200265
57900,936.8498345704927
58000,937.6934321088778
58100,938.9121286279778
58200,940.1652279775146
58300,941.3902475906054
58400,942.491589624277
58500,943.5828618898731
58600,944.6951198734636
58700,945.7553812643895
58800,946.5247986913098
58900,947.2700895923617
59000,948.3820276673229
59100,949.4871351623715
59200,950.7106521055591
59300,951.4802728201084
59400,952.467359018857
59500,953.3178925014151
59600,954.7673266391639
59700,956.2770182759557
59800,957.2560960512012
59900,958.4510717759686
60000,959.316962031957
60100,960.7592053500778
60200,962.0322743465318
60300,963.4329105262153
60400,964.7267285603584
60500,966.1926831516266
60600,967.2801120739243
60700,968.4879410856986
60800,969.3084272111279
60900,970.3942299135342
61000,971.628258423773
61100,972.7892538414611
61200,973.827754080354
61300,974.8005939841003
61400,976.0189163031284
61500,976.651029369052
61600,977.5315909160629
61700,978.439957587237
61800,979.4896106790948
61900,980.2665777012796
62000,981.2105516196079
62100,982.3027194542981
62200,983.3193670168228
62300,984.577083837102
62400,985.9835344222302
62500,987.2780767690423
62600,988.3987476434719
62700,989.5210288342539
62800,990.9430128593797
62900,991.7543986343526
63000,992.9971667623722
63100,994.0754789937882
63200,994.9938938481216
63300,996.027310002376
63400,997.1698609131493
63500,998.2183111304021
63600,999.1864444322644
63700,1000.671356398336
63800,1001.3482764634884
63900,1002.1787271431656
64000,1002.9379589805801
64100,1003.790484764191
64200,1004.849974738757
64300,1006.180651336004
64400,1007.3142508262747
64500,1008.3214167113349
64600,1009.3773829236061
64700,1010.3982138195745
64800,1011.8457967907141
64900,1012.8505948322575
65000,1013.5509794199194
65100,1014.6031435007595
65200,1015.6787001358161
65300,1016.5200836649567
65400,1017.566699688506
65500,1018.6477182648152
65600,1019.899905820577
65700,1020.8673476518452
65800,1021.9728010760716
65900,1023.3905685990565
66000,1024.4218006937585
66100,1024.9840503760013
66200,1025.722728105888
66300,1026.9407931553785
66400,1027.9618094275472
66500,1029.0250685000285
66600,1029.8710305252864
66700,1031.0637688096233
66800,1032.3038213332131
66900,1033.2382181191651
67000,1034.1151468770174
67100,1035.4312624745985
67200,1036.352349188247
67300,1037.4327826139274
67400,1038.468271578479
67500,1039.4779925174594
67600,1040.4948788980962
67700,1041.6509258115598
67800,1042.8159104398474
67900,1044.014031874681
68000,1045.1804915155958
68100,1046.2887767882276
68200,1047.2789980803107
68300,1048.330701409389
68400,1049.177805417498
68500,1050.2719081439352
68600,1051.31465090641
68700,1052.4141218211082
68800,1053.401946417744
68900,1054.6292071055534
69000,1055.3816270206144
69100,1056.255845628562
69200,1057.2914297554369
69300,1058.4626259430083
69400,1059.4542856236892
69500,1060.7364994365626
69600,1061.835386636626
69700,1062.6626660935938
69800,1063.5874026090676
69900,1064.4561275147828
70000,1065.8504132380338
70100,1066.5135521429206
70200,1067.6931951519102
70300,1068.5672313789662
70400,1069.9035103041
70500,1070.961692387225
70600,1072.0321413372512
70700,1073.2485604785936
70800,1074.4680174786704
70900,1075.5467488048293
71000,1076.4803011936715
71100,1077.5988116391707
71200,1078.6783649463607
71300,1079.756086546374
71400,1080.598699800615
71500,1081.430179330958
71600,1082.2768035884542
71700,1083.1757688200755
71800,1084.598911948267
71900,1085.677186396798
72000,1086.7494970096627
72100,1087.5013534606205
72200,1088.2185474691169
72300,1089.316956082113
72400,1090.4155465897397
72500,1091.5365411968107
72600,1092.6313458958552
72700,1093.630577082659
72800,1094.4224875621883
72900,1095.3206355215766
73000,1096.156625452471
73100,1097.238695248206
73200,1098.0795891607322
73300,1099.201618877828
73400,1100.178524773144
73500,1101.2096099978721
73600,1102.0663635558556
73700,1102.9193265425915
73800,1103.7504377153887
73900,1104.9652947168152
74000,1105.7724660258255
74100,1106.7499531723422
74200,1108.0842898335345
74300,1109.265312487182
74400,1110.2902931736608
74500,1111.1988626815628
74600,1111.9386109207503
74700,1112.6397002717085
74800,1113.6841420115577
74900,1114.80328558888
75000,1115.5555300189608
75100,1116.3883156937957
75200,1117.0615406641969
75300,1118.274660918971
75400,1119.2688193095005
75500,1120.4188538182984
75600,1121.2775984816276
75700,1122.3831923003677
75800,1123.5157551871348
75900,1124.5638491819805
76000,1125.4574408868073
76100,1126.2389124125543
76200,1127.4179232953043
76300,1128.589754255405
76400,1130.033947337254
76500,1131.1983163853015
76600,1132.1126557652044
76700,1133.1637893415045
76800,1134.0614907431304
76900,1135.308911658918
77000,1136.3548148434222
77100,1137.674481387828
77200,1138.8106986003077
77300,1140.4173164390747
77400,1141.4818138650865
77500,1142.5424816719362
77600,1143.474963709746
77700,1144.9201377301551
77800,1145.9430439812284
77900,1146.632387960664
78000,1147.7900288164014
78100,1149.3061383227046
78200,1150.1473082030238
78300,1151.0869013833642
78400,1152.5743324061675
78500,1153.450484454119
78600,1154.244034864648
78700,1154.9668335357603
78800,1155.8251175567632
78900,1156.5910235948654
79000,1157.5181603801025
79100,1157.9311187530052
79200,1158.6092443164143
79300,1159.4510244549447
79400,1160.3183130530915
79500,1161.2381176729416
79600,1162.0085160333315
79700,1162.639389646989
79800,1163.8029863594634
79900,1164.7873637150328
80000,1165.9359613076927
80100,1166.7579342785443
80200,1167.9808013191755
80300,1168.635468087084
80400,1169.4431324993218
80500,1170.1032920030234
80600,1171.4348142942447
80700,1172.2946868402446
80800,1172.9786410415563
80900,1173.6437502371543
81000,1174.5866917073083
81100,1175.4986353065601
81200,1176.5962948800084
81300,1177.8297698836573
81400,1178.752031211939
81500,1179.828754661318
81600,1180.5546411140883
81700,1181.4588911385606
81800,1182.8626430854154
81900,1183.7706901466145
82000,1184.385907142357
82100,1185.2816661697457
82200,1186.0823215978166
82300,1186.9500493536339
82400,1187.7482387843029
82500,1188.5117511756557
82600,1189.302589293495
82700,1190.0538573404745
82800,1190.6795031475972
82900,1191.6010197207017
83000,1192.4411132007526
83100,1193.5895907623662
83200,1194.7902187816985
83300,1195.6091932671916
83400,1196.7969876701052
83500,1197.6244494942584
83600,1198.3337763181237
83700,1199.3938279645658
83800,1200.4243318610038
83900,1200.9166249069224
84000,1202.0451559461414
84100,1202.9917365317135
84200,1203.5613124348097
84300,1204.5368553508551
84400,1205.4320453256837
84500,1206.7582436635116
84600,1207.5959023138455
84700,1208.1762817997574
84800,1209.0614321741807
84900,1210.038087809326
85000,1211.2684431708803
85100,1212.047366522421
85200,1213.0725732115754
85300,1213.8965608506132
85400,1214.5787778731242
85500,1215.8726697805225
85600,1216.7109930185943
85700,1217.6438282771037
85800,1218.2918901460325
85900,1218.9143433435424
86000,1219.7002528079915
86100,1220.6662997273033
86200,1221.8109365918738
86300,1222.6702586542458
86400,1223.6541890639048
86500,1224.4238397679621
86600,1225.2733355377868
86700,1225.9833999450207
86800,1227.0535131389233
86900,1227.786283740484
87000,1228.600004614945
87100,1229.709453940824
87200,1230.5409681632796
87300,1230.973648332906
87400,1232.2238893312249
87500,1233.3637927662915
87600,1234.1618028807197
87700,1235.0755138187103
87800,1236.1945307533233
87900,1236.812707796679
88000,1237.6286054491036
88100,1238.2607567231403
88200,1239.3624945301585
88300,1240.215756822751
88400,1241.2506748582532
88500,1242.3000113086532
88600,1242.7122938689236
88700,1243.3497479153207
88800,1244.0897960648406
88900,1245.0971684500173
89000,1245.968647070958
89100,1247.1473899853397
89200,1248.2673978508278
89300,1249.059866366956
89400,1249.9931796926091
89500,1250.5603044695026
89600,1251.2119107125927
89700,1252.1737827204854
89800,1253.0501653253616
89900,1253.798490063651
90000,1254.7135439463163
90100,1255.6700272268176
90200,1256.628075590273
90300,1257.2912082356343
90400,1257.79036772942
90500,1258.3383863387655
90600,1258.9228092844028
90700,1259.81219963271
90800,1260.486596173011
90900,1261.4520109950295
91000,1262.1573570113057
91100,1263.2220337883257
91200,1264.226973910055
91300,1265.022405804842
91400,1265.5423597787685
91500,1266.4263186003232
91600,1267.2347273512728
91700,1268.247619122421
91800,1268.713842372719
91900,1269.6579742757242
92000,1270.5642234155898
92100,1271.1808690104547
92200,1271.7690250456953
92300,1272.4484106347945
92400,1273.285280168041
92500,1274.1534988893045
92600,1274.6446111786227
92700,1275.3810055267793
92800,1276.6320332036707
92900,1277.3616933895396
93000,1278.7459349442656
93100,1279.6454831868245
93200,1280.2535617116187
93300,1281.2281784483346
93400,1282.0356653972572
93500,1282.8985021376131
93600,1283.7515235386945
93700,1284.6984775214771
93800,1285.5488002151146
93900,1286.3948258627054
94000,1287.343475006232
94100,1287.9347799229733
94200,1288.5607760194082
94300,1288.9743427468504
94400,1290.199445682531
94500,1290.690413130345
94600,1291.3115573603352
94700,1292.0397733258976
94800,1292.943876775059
94900,1293.9177900982884
95000,1294.6201766689412
95100,1295.5944484391057
95200,1296.2892661237656
95300,1296.8980948129788
95400,1297.7671314263584
95500,1298.7901534929827
95600,1299.5968987872975
95700,1300.4262284129704
95800,1301.1776657305506
95900,1302.0578851768696
96000,1302.8106985830539
96100,1303.835964698442
96200,1304.8560670708534
96300,1305.9028563202623
96400,1306.651173826243
96500,1307.5576283400553
96600,1308.2882634047191
96700,1309.2022082416722
96800,1310.161401662515
96900,1310.9375803804512
97000,1311.8369187288367
97100,1312.277737281965
97200,1313.0914194800357
97300,1313.8836792032953
97400,1314.6380416762565
97500,1315.43352249424
97600,1316.0319536535424
97700,1316.722829365417
97800,1317.3367778692136
97900,1317.8820932027174
98000,1318.4548063719258
98100,1319.2367130768155
98200,1320.0318842620013
98300,1321.011521938911
98400,1321.862702641682
98500,1322.700000403563
98600,1323.4442697339932
98700,1324.0235704703587
98800,1324.6405061302025
98900,1325.36015284582
99000,1326.3959941278265
99100,1327.4541160319138
99200,1328.084391813195
99300,1328.7564598922006
99400,1329.8061628783996
99500,1330.7812264648196
99600,1331.8386476529517
99700,1332.7680007975966
99800,1333.5756822670546
99900,1334.147713978279
100000,1334.9581725085113
100100,1335.747110606826
100200,1336.7805540037693
100300,1337.9583310955475
100400,1338.4659408481782
100500,1339.1997547457067
100600,1340.0986760068158
100700,1340.6357752407916
100800,1341.4749002986907
100900,1342.1579001513544
101000,1342.8799425941074
101100,1343.742731480623
101200,1344.352352841967
101300,1345.437512158628
101400,1346.5040881097668
101500,1347.2381018976675
101600,1348.173773926157
101700,1349.0178497796437
101800,1349.8746890540015
101900,1350.7019141988128
102000,1351.198008156142
102100,1352.072279695116
102200,1352.718983240557
102300,1353.4430738641802
102400,1354.4270300532323
102500,1355.1819915671886
102600,1355.7558377211108
102700,1356.7062583108057
102800,1357.4091828733453
102900,1358.424511709613
103000,1359.1937312799405
103100,1360.207574200421
103200,1361.3181641101605
103300,1362.3570042637302
103400,1363.0286815712402
103500,1363.7780980975538
103600,1364.085293781568
103700,1364.6093456049528
103800,1365.5525396184087
103900,1366.2586191339283
104000,1366.949051593509
104100,1367.4043789305802
104200,1368.227283204825
104300,1369.3423771185057
104400,1369.810744092732
104500,1370.41281847179
104600,1371.0143743617468
104700,1372.009620762932
104800,1372.7226605164058
104900,1373.729862317009
105000,1374.448515261079
105100,1375.1712308469316
105200,1375.6628083466608
105300,1376.6827732562583
105400,1377.403817185397
105500,1378.1862526142875
105600,1379.3490851862166
105700,1379.7601851972092
105800,1380.4396474138794
105900,1381.157633981325
106000,1381.7591058843907
106100,1382.5753845688612
106200,1383.2603784967775
106300,1384.0705688197538
106400,1384.9630641285657
106500,1385.5378278679605
106600,1386.030132016649
106700,1386.9207049735178
106800,1388.0282825958598
106900,1388.3880733305305
107000,1389.2176260568144
107100,1389.8967263112722
107200,1390.6034425993862
107300,1391.3991879580694
107400,1392.0226567980396
107500,1392.8474598475127
107600,1393.8186920921476
107700,1394.6974165199706
107800,1395.3924800091424
107900,1396.1942315027914
108000,1396.820660256187
108100,1397.1335051120816
108200,1397.7995933833447
108300,1398.613375114521
108400,1399.3444431516727
108500,1400.30694440952
108600,1401.166029616663
108700,1401.6433445383936
108800,1402.3614757305402
108900,1403.1326438565088
109000,1403.7488691646386
109100,1404.419977508879
109200,1405.1927496946487
109300,1406.0278112398278
109400,1406.9645475550326
109500,1407.3204706357321
109600,1408.245649921193
109700,1409.202190407852
109800,1410.116057185724
109900,1411.0426938595297
110000,1411.7257322338487
110100,1412.3197491027581
110200,1413.2347784018425
110300,1413.809421960305
110400,1414.9641395660349
110500,1415.4875169423517
110600,1416.0985608841822
110700,1416.844129187266
110800,1418.2085219019186
110900,1419.1868250102593
111000,1419.9973193281344
111100,1420.7622055155161
111200,1421.3751382846096
111300,1422.0960593448385
111400,1422.6554891784976
111500,1423.50828275474
111600,1424.114959043845
111700,1424.9642932098543
111800,1425.7556994940114
111900,1426.531317730998
112000,1427.3628626483717
112100,1428.2642856287207
112200,1429.2219711437267
112300,1430.055839676273
112400,1430.8807587145916
112500,1432.0122709534448
112600,1432.6460503489445
112700,1433.6436782680216
112800,1434.2398896888724
112900,1435.416001884869
113000,1435.9812137428157
113100,1436.9264644104583
113200,1437.914832404415
113300,1438.376515927169
113400,1439.6128457332322
113500,1440.2556835721118
113600,1441.198149058996
113700,1441.690880082402
113800,1442.3632847600074
113900,1443.0887383093518
114000,1443.9990556821408
114100,1444.5053808290038
114200,1445.4781229304326
114300,1446.0134048117038
114400,1446.653991332295
114500,1447.6236686409015
114600,1448.5215190448928
114700,1449.5352347113608
114800,1450.277135585688
114900,1451.320404018956
115000,1452.059677827743
115100,1452.9317629186605
115200,1453.9157819032669
115300,1454.5733963913858
115400,1455.5949334552256
115500,1456.2989208128197
115600,1456.8612839806074
115700,1457.6541344761122
115800,1458.3250749009346
115900,1459.3460283105333
116000,1460.3198125770462
116100,1461.1352605207558
116200,1461.746793825802
116300,1462.480796190977
116400,1463.7178647909118
116500,1464.3677018099413
116600,1464.8908598723258
116700,1466.1308493450392
116800,1466.387348804757
116900,1467.154980512102
117000,1468.2317359456556
117100,1468.9699949755534
117200,1469.9594548637217
117300,1470.7071503064867
117400,1471.3000212125403
117500,1471.990384102831
117600,1472.6908486603993
117700,1473.557787277096
117800,1474.615458159518
117900,1475.7472242362846
118000,1476.8142102447941
118100,1477.6426627860315
118200,1478.2825570889436
118300,1479.2079215194494
118400,1479.561141072886
118500,1480.773044307959
118600,1481.343949064253
118700,1481.9321203062993
118800,1482.6213523007114
118900,1483.4632873149267
119000,1484.7349035930724
119100,1485.5473729439689
119200,1486.542114840899
119300,1487.3194492543669
119400,1488.174822796599
119500,1489.2097499812166
119600,1489.9133260325593
119700,1490.49898136751
119800,1491.1346362062516
119900,1491.9608545499264
120000,1492.7117798879567
120100,1493.642612287876
120200,1494.2887465469748
120300,1495.2513572291218
120400,1495.884240374638
120500,1496.572508606211
120600,1497.519992542725
120700,1498.1417259635828
120800,1498.780444036725
120900,1499.5746430346167
121000,1500.440383910882
121100,1501.048220512608
121200,1501.765146723643
121300,1503.0510324999645
121400,1503.8986153085052
121500,1504.385832034795
121600,1505.2456339996868
121700,1506.1106097765712
121800,1506.769174412972
121900,1507.668770718713
122000,1508.3518934812714
122100,1508.9290152088272
122200,1509.4140043761304
122300,1510.2250830643425
122400,1511.5632987729118
122500,1512.417036773391
122600,1513.2573928243123
122700,1514.0715637875041
122800,1514.8416430159587
122900,1515.5289813903833
123000,1516.4862956214322
123100,1517.305309829153
123200,1518.0801286815863
123300,1518.6892769263477
