Time(Iteration),EpsilonGreedyLinearBandit,EpsilonGreedyMultiArmedBandit
0,0.36411314467058464,0.4298376881338816
100,17.34908671047287,15.672026950101927
200,26.34122098550161,24.020096073023048
300,33.043657937569556,32.32607286808968
400,38.434767480493484,37.84229180790511
500,44.26127999717309,42.966006252794145
600,49.84138816576008,49.576689897854955
700,54.12180442425515,54.52335476760794
800,59.00202235715197,59.86464694909959
900,63.12151148898854,63.85259710470375
1000,67.70646667522576,67.67606198766312
1100,72.21168230410963,72.3435842942241
1200,75.80939889074746,76.30656495030401
1300,79.20957199281688,80.56491854952363
1400,82.84649284842263,84.70281428931796
1500,86.57664439283292,89.23467335405626
1600,90.65469838201913,93.09846705701007
1700,94.05843811257712,97.23217715170811
1800,97.30719930466663,100.88845297446127
1900,100.96671304557194,104.19282821213872
2000,104.57787725635917,107.55902243479554
2100,107.90262965323359,110.71664490704867
2200,111.18311817767137,113.54308308796207
2300,113.80060531081452,116.78177264810503
2400,117.21649688456584,120.82857107744283
2500,120.0803503427287,123.79898036944458
2600,122.94766697693458,127.18698358498243
2700,125.86412543270474,129.7922457316931
2800,129.45809280714667,133.0190251377802
2900,132.20987192108586,135.86397944218496
3000,135.22721584349094,139.365093291704
3100,137.33708700584666,142.622510376303
3200,139.6839123024303,145.78412932555818
3300,142.19122563103136,148.8454808306468
3400,144.94998634282376,151.36097016630802
3500,147.35827123222037,154.3079826234445
3600,149.81689335149645,157.83420106913792
3700,152.72981906237908,161.00920196897917
3800,154.92284140394426,163.57817055017426
3900,158.148360231754,166.55220792281312
4000,161.1868402949672,169.15624193124637
4100,163.79154832851415,172.22167337577434
4200,166.38491179326743,174.5733945851133
4300,169.15371669174849,177.0504211348621
4400,171.89148545080494,179.7338147967833
4500,174.62545087029173,182.39380041717516
4600,177.08019338044343,185.438975157528
4700,179.0608156602763,187.87420036790235
4800,180.8717816671072,190.0623718670408
4900,183.09849652190027,192.57400978895097
5000,185.1526320289177,194.76931453121432
5100,187.88810638072331,197.57042312972686
5200,190.6033344437061,200.53632111909465
5300,193.3248727621203,202.93245238442182
5400,195.7934366583492,205.3221436823003
5500,198.5117535910545,208.0900013847857
5600,200.62299573593071,210.83831768106597
5700,202.9312382029035,213.58973918149132
5800,204.4667320490755,216.18904373891215
5900,207.27632126666958,218.23188464042624
6000,209.7072162206892,220.92522336669504
6100,212.36815529424288,223.72016182672866
6200,214.5078883548782,226.53253544849025
6300,216.62021454403575,229.09759185080307
6400,219.10262809738703,231.0833306236732
6500,221.4760595676126,233.57088338178488
6600,224.12985743359073,236.19512000523372
6700,226.37727590270123,238.57825127221068
6800,228.61667386106888,240.55382809539796
6900,230.78580447337316,242.83790870894677
7000,233.1677188199861,244.773544752999
7100,235.26979038710147,247.20533966809094
7200,237.76682174621956,249.37342553996655
7300,240.26656491307844,251.955019885836
7400,242.3832733041636,253.86180331781466
7500,243.9799207234565,256.23657664496943
7600,246.14537444739432,258.7196860408943
7700,247.81879836598364,260.3827243766114
7800,249.74645671783955,262.90426616972593
7900,251.65417490019954,265.40096996938416
8000,253.46411830628963,267.6545576861337
8100,255.0955266310495,269.34657877483056
8200,257.6375825561395,271.58389271658814
8300,259.3543207293659,273.5730146260844
8400,261.9684738591102,275.81284222448727
8500,264.0472548663093,278.33587026422333
8600,265.8192630943811,280.9895117003709
8700,267.8579438110793,283.92630615126217
8800,269.7669311630192,286.08902854663137
8900,271.30489523105086,288.086980740619
9000,273.3915863490314,290.1441581891463
9100,275.0701584049599,292.60443666693584
9200,276.831480518048,294.68447000958633
9300,278.6054409009156,296.3009952242186
9400,280.15144663728256,298.1283620255383
9500,282.43841615245674,299.76793045985795
9600,284.18301504113424,302.5360394398664
9700,286.25429622658714,304.3487765908383
9800,288.0454121124414,306.46315574430025
9900,290.4896846671365,308.80419541318577
10000,292.6025707981045,311.0937349951871
10100,294.62891772551745,313.1123475690603
10200,296.52174028262993,315.0635446871745
10300,298.5248357508523,317.32713446076707
10400,300.56630350944397,319.69372058890735
10500,302.81554600950705,322.26610756832383
10600,304.53462841176815,324.1467969492173
10700,306.4269458630009,326.50466144808115
10800,308.6152098463416,328.4663576314307
10900,310.48304676318037,330.5187285440275
11000,311.81428346476525,332.4922221619644
11100,313.7895432895907,334.795580795069
11200,315.6391966542027,336.77185146075425
11300,317.13789982819856,338.74438429424174
11400,319.787823333864,340.3333348279511
11500,320.99624040061934,341.5717862136986
11600,322.2486678135368,343.0474227848391
11700,324.1884438098126,345.3013869348198
11800,326.08737783886437,346.87930977551537
11900,328.01149977211384,348.625743487613
12000,329.66446135254023,350.30119585440167
12100,330.9810350145576,352.2973577288408
12200,333.4549228051891,354.4606405638784
12300,335.142188830253,356.4448064705433
12400,337.6307538672068,358.4629029959659
12500,339.8350020913142,360.63786596688703
12600,341.02787841886544,362.3594465061693
12700,342.74932856292367,364.0882330123871
12800,344.1704025003034,366.3572364024919
12900,346.0213488511794,368.55299753246504
13000,347.2427259724213,370.59793086554936
13100,348.95560908729937,372.66332190933355
13200,350.79495004250305,374.13200488526
13300,352.63888913972863,376.03823066243973
13400,353.79487125964454,378.2399110728326
13500,355.8785206143626,380.18374331489133
13600,357.68988628345176,382.15878347875184
13700,359.3450326075478,384.73033678820866
13800,361.60497599400026,386.5306174310053
13900,363.32815139087927,388.75639936897306
14000,365.65016935248195,390.5063750352354
14100,367.49632094958304,391.99999767917467
14200,368.96990933713624,394.1252787637424
14300,370.1720106261077,395.8214106545623
14400,371.9086923009274,397.94776414844074
14500,372.9773867697317,400.54391469106974
14600,375.29932340373944,402.23549077019953
14700,377.1567080113945,403.98572385629893
14800,378.8587291117341,405.937332520163
14900,380.5926854258702,407.65823121546345
15000,382.1235345097259,409.74729163444846
15100,383.7103969288313,411.9736634782853
15200,385.54469261970644,413.6856122630499
15300,387.42187748810204,415.28402916559236
15400,389.2593991566702,417.04240826083725
15500,390.74867160274897,419.07021117608326
15600,392.8843132792469,420.39902216998087
15700,394.1711306885376,422.1876342701606
15800,395.3826964113758,424.2842282614368
15900,397.21710166731594,426.04135157852505
16000,398.2693779471573,427.81934405863404
16100,400.04362907851225,429.29644254050044
16200,401.7671021364415,431.4036716502724
16300,403.53293955555444,433.8627387975118
16400,405.23942926949076,436.13591684886285
16500,406.87683806293063,437.46058771177303
16600,408.5051884923164,439.3230318131638
16700,409.89084905814536,440.887305456549
16800,411.3970156975048,442.4944050873868
16900,413.1225963888125,444.5758422631998
17000,414.1582047710246,446.4978814847399
17100,415.746423780167,448.5998443575134
17200,416.95774356573713,450.4162398391774
17300,418.793459719879,452.3034877097525
17400,420.30307021137423,453.8042166981513
17500,422.11780629445167,455.95028600493515
17600,423.0939392468889,457.69172839035093
17700,424.48263741561976,459.41457742708945
17800,425.62170636885384,461.15004807396144
17900,427.3156179139313,462.8758525478964
18000,428.8707660972085,464.5622472076999
18100,430.5589894502373,466.20170554560053
18200,431.90400707081227,467.9013282900134
18300,433.4549765272397,469.6593432385903
18400,435.001300091829,471.3076342472782
18500,436.24373526156586,472.8757308495077
18600,437.19265182615544,474.68226430771153
18700,438.9444377890683,475.84451912034444
18800,440.5321204194838,477.3385335159148
18900,441.75814655273155,478.570717252551
19000,443.20381076989077,480.19092865360597
19100,444.47949563765906,481.98372024674643
19200,446.55218357318745,483.4949047577764
19300,448.2469890733243,485.21184890323354
19400,449.52727491617736,486.5851668766653
19500,450.8947774974916,488.69083499873625
19600,452.63524481091065,490.3358218359207
19700,454.3698301395145,491.7578427818381
19800,455.6668969572696,493.2327259105642
19900,457.06781785633655,494.9511050451043
