Time(Iteration),EpsilonGreedyMultiArmedBandit
24300,486.9583376162839
24400,488.3019616178005
24500,489.78272427096937
24600,491.2735800158066
24700,492.9041086515575
24800,494.4891704131478
24900,495.59817159061913
25000,496.5500322478868
25100,497.6666946289277
25200,498.6762910846684
25300,499.5051445345299
25400,500.6785108701964
25500,502.261580031646
25600,503.2649786537055
25700,504.48177740530326
25800,505.63818480659785
25900,506.97703143303715
26000,508.1902085750133
26100,509.339044480742
26200,510.33106633704017
26300,511.4584292124944
26400,512.4107362256665
26500,513.3498298344487
26600,514.318562315215
26700,515.385928984684
26800,516.6253879990203
26900,518.0335729342328
27000,519.3396109233631
27100,520.3166138125099
27200,521.678750352412
27300,522.9709081436115
27400,524.1784331768526
27500,525.7260786582649
27600,527.2427171723155
27700,528.10250972269
27800,529.7763736547556
27900,530.7707336669047
28000,532.0069537510858
28100,533.1365439406391
28200,534.0692421940423
28300,535.6543118403446
28400,536.4580564338625
28500,537.5564302690868
28600,539.146838706414
28700,540.2259993407314
28800,541.0261039958181
28900,542.1221575041063
29000,543.1769638436924
29100,544.1996011718865
29200,545.6423858169817
29300,546.8563620134389
29400,547.8813454306943
29500,548.8509677719633
29600,550.3581122127259
29700,551.5720166336538
29800,552.4032159441133
29900,553.6767917726532
30000,555.0313946546923
30100,556.4356774064778
30200,557.7604505176912
30300,558.9503048599695
30400,560.3879463045325
30500,561.2162121621216
30600,562.3119668371262
30700,563.3165301282929
30800,564.4196141464523
30900,565.3904365522963
31000,566.5897194210469
31100,567.6949124255107
31200,568.9184575857411
31300,570.3067805993398
31400,571.8851893837027
31500,572.733385749213
31600,573.8403659446197
31700,574.891831952996
31800,575.8894721346189
31900,577.0672299106108
32000,578.2560822221751
32100,579.3823089384307
32200,580.4406025205419
32300,581.5603951205638
32400,582.5118606151694
32500,583.6637861718364
32600,584.4935623810856
32700,585.6130145473593
32800,587.081567375606
32900,588.3142798510878
33000,589.5207738120998
33100,590.2441798738962
33200,591.59930682828
33300,592.484585230531
33400,593.7959124384395
33500,594.5231718550217
33600,595.8369536729101
33700,597.3426271073336
33800,598.5902710247386
33900,599.6667045464967
34000,600.7542897363098
34100,601.8792710364207
34200,602.9684292874622
34300,604.0222980420547
34400,605.4634400850165
34500,606.9452872020025
34600,607.8015756642345
34700,608.9833390437128
34800,609.9935803966496
34900,611.1679166345518
35000,612.2282719665218
35100,613.526902020848
35200,614.7282359047206
35300,616.2674887375105
35400,617.2485535337235
35500,618.111780654838
35600,619.5342142520528
35700,620.4798375537539
35800,622.0103342927897
35900,623.6218002704315
36000,624.7261380617076
36100,625.7887950871808
36200,627.2082214878621
36300,628.6967578694686
36400,630.1265433945366
36500,630.9645895533789
36600,631.763690532088
36700,633.1966865956148
36800,634.3091188452883
36900,635.4058987826835
37000,636.781584907721
37100,637.5924927009936
37200,638.492733582685
37300,639.778560402501
37400,640.6566356227519
37500,641.6525211493928
37600,642.7864123261207
37700,644.0384909356633
37800,644.7976118224059
37900,645.7999686114014
38000,647.1289145803518
38100,648.467540364844
38200,650.0427429374838
38300,651.2320441832036
38400,652.339640281195
38500,653.2143612466485
38600,654.6747741324082
38700,656.154041031002
38800,656.9818246982412
38900,658.5092904277533
39000,659.5911909956202
39100,660.6675670421881
39200,661.4845692169283
39300,662.872194483505
39400,663.8728290271041
39500,664.819334480311
39600,665.7308282360815
39700,666.8885216900396
39800,668.1971188165654
39900,668.8262089595755
40000,670.631561887048
40100,671.8951818328139
40200,672.9650367452213
40300,674.1321501255622
40400,675.4776268637273
40500,676.4892346272621
40600,677.6974030375183
40700,678.6888953318979
40800,679.7149336868387
40900,681.2895540441197
41000,682.2770340994226
41100,682.9756540580264
41200,683.7636404840275
41300,684.6777553170962
41400,685.9451751361196
41500,686.8423725397215
41600,688.0540671019074
41700,689.2038138327451
41800,690.0435161469561
41900,691.4301850529248
42000,692.1740880635665
42100,693.1232064536149
42200,694.183532732215
42300,695.3115737914561
42400,696.2103686827046
42500,697.5069769163879
42600,698.2781202451663
42700,699.3206173462983
42800,700.0786212482129
42900,701.2356334793947
43000,702.3239855590798
43100,703.5604379079693
43200,704.5882703248768
43300,705.8397836582019
43400,707.3463409944924
43500,708.3363227092825
43600,709.4443920211269
43700,710.3746420809691
43800,711.7089464675466
43900,712.5917597335266
44000,713.8080407430349
44100,714.9600831481629
44200,715.9313852905892
44300,717.019798791444
44400,718.7644372540774
44500,720.2405364350186
44600,721.4878879641767
44700,722.3547021938945
44800,722.9746659237292
44900,724.1992798036233
45000,724.8956376873343
45100,726.3505219004871
45200,727.5082572473432
45300,728.8085766151096
45400,729.546969214173
45500,730.4863024928965
45600,731.9307725491967
45700,733.046299688003
45800,734.4220777929879
45900,735.3707814658392
46000,736.365778213099
46100,737.6396112340311
46200,738.6328943641437
46300,739.7288040075714
46400,740.4742089871031
46500,741.8998678852552
46600,742.8456158133674
46700,744.0458680924957
46800,745.2837658950344
46900,746.4122944745034
47000,747.7069957756834
47100,748.3262913211887
47200,749.2720837504515
47300,750.1914742416308
47400,751.0190510550087
47500,751.8331304026021
47600,752.7749236031534
47700,753.6692804388792
47800,754.6178869431957
47900,755.4137825883475
48000,756.728732127927
48100,757.5821284086005
48200,758.7451515087963
48300,759.8533278373457
48400,761.267814664982
48500,761.9861709050585
48600,763.1669207599414
48700,763.9867016832252
48800,764.9926960919307
48900,766.1189516575012
49000,767.3336459361763
49100,768.0938633123412
49200,769.2222774436735
49300,770.3477045561564
49400,771.1380941116423
49500,772.1674925824381
49600,773.237052866864
49700,774.6097157150732
49800,775.9659196722887
49900,777.091086940975
50000,777.9572671187175
50100,779.3059087941298
50200,780.317616395024
50300,781.4071224632905
50400,782.2713532071127
50500,783.300538560937
50600,784.1177314489514
50700,784.97881072824
50800,785.8676477508162
50900,786.8795854015127
51000,787.6750163416149
51100,789.2786089847573
51200,789.7422148326586
51300,791.0080017168801
51400,791.7947536924871
51500,792.7674372345105
51600,793.9196433687157
51700,795.1783538406183
51800,796.1003336068234
51900,796.9043728727596
52000,797.9643318860741
52100,799.4381604910823
52200,800.1731663188785
52300,801.4926911564747
52400,802.4975168516293
52500,803.3130157954512
52600,804.3318989792618
52700,805.4948110198037
52800,806.3003328619131
52900,807.5823644284204
53000,808.7137061966655
53100,809.8712645359351
53200,810.5159455711434
53300,811.3560579588654
53400,812.440890151058
53500,813.7098913118887
53600,814.7111502690061
53700,815.8246552997678
53800,816.3480887869042
53900,817.5873497893728
54000,818.411732745931
54100,819.6544574808404
54200,820.3188342781439
54300,821.2075966788192
54400,822.4796368845949
54500,823.4923012866315
54600,824.8025928486916
54700,825.8397651624904
54800,826.5593738176818
54900,828.0767282967179
55000,828.8018739706504
55100,829.5725159606257
55200,830.811292168698
55300,831.6165104159763
55400,832.3839823842633
55500,833.7957250960948
55600,834.6547842385646
55700,835.7958135419409
55800,836.621586662631
55900,837.7484259434835
56000,838.7691759098759
56100,840.2836502870692
56200,841.2690445618689
56300,842.0556496504502
56400,842.9891649834241
56500,844.1223909127332
56600,845.3352792854284
56700,846.9847457255297
56800,848.1991645352407
56900,849.3488594310763
57000,850.23031267992
57100,851.1411770945327
57200,852.1329511926776
57300,853.0495828839657
57400,853.6672007058463
57500,854.7834019792299
57600,855.7715849139319
57700,857.0238188197482
57800,858.0851826583532
57900,858.8658646785564
58000,859.5618167571299
58100,860.539489144798
58200,861.5498170857148
58300,862.6026884900177
58400,863.1006456488773
58500,863.866511906763
58600,865.3888169052077
58700,866.8476216472216
58800,867.4192454562656
58900,868.2425257574557
59000,869.0006648623099
59100,870.01595478697
59200,871.1013140802728
59300,872.27314400945
59400,873.1850487521735
59500,874.1297220111267
59600,875.1375590343029
59700,875.9515797977823
59800,877.2658472159768
59900,878.2633037921707
60000,879.1023388741035
60100,880.1503722529687
60200,881.2174858048378
60300,882.160189622415
60400,883.1257002581375
60500,883.964108977967
60600,885.1184309738516
60700,885.9710778115107
60800,887.2614383805181
60900,888.3480964339848
61000,889.3412139535615
61100,890.127015540872
61200,891.1456850572889
61300,892.534285486627
61400,893.7243946515225
61500,894.843242891698
61600,895.8497172584773
61700,896.6434878415545
61800,897.3704468378492
61900,898.2593868132626
62000,899.4901254352957
62100,900.3962376382012
62200,901.0800128818579
62300,901.9363864665216
62400,902.9048106555822
62500,903.7762464498289
62600,904.6047689329353
62700,905.2569603077269
62800,906.1291262555317
62900,907.2122926711952
63000,908.1099020872068
63100,908.7652777775908
63200,909.7211223794777
63300,910.6596410131966
63400,911.6702804322151
63500,912.4664234469034
63600,913.4451188813358
63700,914.7062581243979
63800,915.3301217464538
63900,916.3550700709136
64000,917.0756183086017
64100,917.8194924235708
64200,918.4647663210823
64300,919.6386359254044
64400,920.4622590070219
64500,921.5663900425136
64600,922.667270010748
64700,923.5800716745874
64800,924.4023563009312
64900,925.2169892083257
65000,926.4010738656273
65100,927.2226635224249
65200,928.5375916698497
65300,929.6141120179393
65400,930.4220254518004
65500,930.9477415861159
65600,931.7755598438969
65700,932.3583596679551
65800,933.2113860687266
65900,934.1116438752246
66000,934.5772388741822
66100,935.593965038442
66200,936.9784356760362
66300,937.5751835613653
66400,938.6646015478598
66500,939.6746789230947
66600,940.9058346072967
66700,941.7818182259822
66800,942.53284450565
66900,943.5763247976565
67000,943.8547578653317
67100,944.7070615450763
67200,945.6059052508936
67300,946.5998862771669
67400,947.68913466712
67500,948.3537317018006
67600,948.9773077075058
67700,949.4237220244884
67800,950.098717674027
67900,951.2571353662455
68000,952.4222192457122
68100,953.345984534858
68200,954.1664734547139
68300,955.0752764906472
68400,956.1569462562045
68500,957.1359344628551
68600,958.0723424700916
68700,958.6936428094083
68800,959.5977839546182
68900,960.9839955529931
69000,962.4286648530027
69100,963.2635512184952
69200,964.1150802373971
69300,964.9704754253196
69400,965.7145499404094
69500,966.7911284179676
69600,967.6416200531983
69700,968.7841455400642
69800,969.7203430240731
69900,970.5288870207129
70000,971.6544625317296
70100,972.6032147212284
70200,973.3078291535845
70300,974.47073166819
70400,975.6756346720802
70500,976.2846515302463
70600,977.0867818144591
70700,977.9940490367728
70800,978.9607107435644
70900,979.7675482078381
71000,980.3129665438744
71100,981.2143842556272
71200,982.2054040987389
71300,982.9927792264532
71400,984.3216487427405
71500,985.159129372642
71600,986.015897479783
71700,986.9150028327501
71800,988.0657747833751
71900,988.8979030133709
72000,989.5564565750019
72100,990.3848357310096
72200,991.6153194617704
72300,992.4924226093754
72400,993.2142710381673
72500,994.1602513706554
72600,995.0757571470958
72700,995.9719169844666
72800,996.9325254527952
72900,997.5148578152377
73000,998.5588417505769
73100,999.5335354117142
73200,1000.5837527553855
73300,1001.3235728806387
73400,1002.1800888268172
73500,1002.8068260500074
73600,1003.5625203626241
73700,1004.1659407846167
73800,1004.7938053180818
73900,1005.79946860361
74000,1006.6574850871463
74100,1007.629225232392
74200,1008.7324062005031
74300,1009.6107061844452
74400,1010.6777867916817
74500,1011.8866920581286
74600,1012.5000342488938
74700,1013.4717528545189
74800,1014.3086795635882
74900,1015.0348599861663
75000,1016.2693208054449
75100,1017.3479478367872
75200,1018.0791120891961
75300,1019.1940624959007
75400,1020.2766990760144
75500,1021.1925251317828
75600,1022.0228069548333
75700,1022.7806967671488
75800,1023.9331761166665
75900,1024.815465235437
76000,1026.2194863301327
76100,1027.0475679233632
76200,1028.161311946555
76300,1029.046064424881
76400,1029.9237519737162
76500,1030.8242273893604
76600,1031.6013633858367
76700,1032.3843076407713
76800,1033.3702405257052
76900,1034.3075576158242
77000,1035.382144736415
77100,1036.0861115003113
77200,1037.0376633777053
77300,1038.2561790809164
77400,1038.8771111198985
77500,1039.7142570832007
77600,1040.587716164931
77700,1041.537112719168
77800,1042.2621247613092
77900,1043.370651079135
78000,1044.2685854037777
78100,1045.421018919129
78200,1046.2790506018598
78300,1047.1596226152255
78400,1047.6863264070662
78500,1048.6665185827087
78600,1049.4735044384206
78700,1049.8871487299953
78800,1050.5901243342526
78900,1051.9641349809658
79000,1052.7677775876575
79100,1053.4679643266295
79200,1054.2557072075845
79300,1055.5153006853561
79400,1056.5756017292495
79500,1057.4695747973099
79600,1058.5609370424995
79700,1059.4858883414852
79800,1060.1467211978854
79900,1060.7668843438655
80000,1061.6242533357527
80100,1062.2025372877285
80200,1062.7839180692113
80300,1063.7014935157013
80400,1064.5781968273852
80500,1065.429029635929
80600,1066.712658140283
80700,1067.7305265831703
80800,1068.8118606642652
80900,1069.8577361623134
81000,1070.3435587949991
81100,1070.8346236029795
81200,1071.8608440260716
81300,1072.4310284958526
81400,1073.421270235524
81500,1073.9411921518263
81600,1074.8737008888063
81700,1075.9021783844735
81800,1076.4788256178567
81900,1077.018968408758
82000,1077.9400943133053
82100,1078.8524617874034
82200,1079.7844797419907
82300,1080.5760063799646
82400,1081.1938224209264
82500,1082.1057344365524
82600,1083.1244396356108
82700,1084.0743725434243
82800,1084.9166980361513
82900,1085.9635700549836
83000,1086.862031815883
83100,1088.4141112528364
83200,1089.3789160885212
83300,1089.912529635421
83400,1090.972847435921
83500,1091.8894626467682
83600,1092.7010263787965
83700,1093.3191881637094
83800,1094.2183656845136
83900,1095.2562701978284
84000,1096.1112540193635
84100,1096.8545739743356
84200,1097.6681470733602
84300,1098.5203107897776
84400,1098.945149019565
84500,1099.9372413505293
84600,1100.7288536189935
84700,1101.4430799458046
84800,1102.1874952171522
84900,1103.0506506205052
85000,1103.6796769323428
85100,1104.5067108584965
85200,1105.55506949246
85300,1106.576667881454
85400,1107.7177635144226
85500,1108.4692501289367
85600,1109.3960754674467
85700,1110.4477068315598
85800,1111.1170702015331
85900,1111.6634557524205
86000,1112.4253480468474
86100,1113.5303874397164
86200,1114.2276335968413
86300,1114.726163066384
86400,1115.7586010586992
86500,1116.7759738864102
86600,1117.6857661164145
86700,1118.2458842823958
86800,1119.1000659062981
86900,1119.7001915822202
87000,1120.8232111190748
87100,1121.6516753544493
87200,1122.1459667260679
87300,1123.094886189439
87400,1124.019255156289
87500,1125.001102326326
87600,1126.0361797143973
87700,1127.0951667037232
87800,1128.088982693308
87900,1128.8210675426012
88000,1129.3715709245018
88100,1129.8362222100884
88200,1130.6418590506014
88300,1131.5685720460895
88400,1132.2717178650657
88500,1132.8521089051287
88600,1133.3123555118264
88700,1134.1800764735665
88800,1134.7547054639122
88900,1135.6767562624043
89000,1136.7798607575546
89100,1137.9343744404482
89200,1138.3930230141973
89300,1138.9833970172997
89400,1139.621646578101
89500,1140.426358947527
89600,1141.3696763557052
89700,1141.8939033073589
89800,1142.2973802260487
89900,1142.9876767727487
90000,1143.528975458374
90100,1144.6152825388995
90200,1145.3729153392871
90300,1146.0228322638857
90400,1146.8655138235022
90500,1147.5889073457668
90600,1148.362282254918
90700,1148.9652121135127
90800,1149.6966229399147
90900,1150.435196731496
91000,1151.0686407762228
91100,1151.5078895137226
91200,1152.3788474771281
91300,1153.0295823317242
91400,1153.9820086929694
91500,1154.6209729599764
91600,1155.4218162076295
91700,1156.3827806094532
91800,1157.3396048487612
91900,1158.244648216527
92000,1159.0910674701097
92100,1159.829710688735
92200,1160.6580998992954
92300,1161.2714301972412
92400,1162.3680813476303
92500,1162.8120678294854
92600,1163.8578895536814
92700,1164.6753964325894
92800,1165.4809209048517
92900,1166.476499584773
93000,1167.2315087767363
93100,1168.1203343462587
93200,1168.5133453500664
93300,1169.2496001771665
93400,1170.5804494455165
93500,1171.0280945796335
93600,1171.7705929681597
93700,1172.4950281260476
93800,1173.5942115845137
93900,1174.2942243359466
94000,1174.819897068222
94100,1175.389271745461
94200,1176.5651328861175
94300,1177.3455312410404
94400,1178.582102021836
94500,1179.329672041917
94600,1180.1161699961656
94700,1181.1085110354852
94800,1181.7870729750534
94900,1182.7686707877297
95000,1183.9400580972474
95100,1184.9546415924356
95200,1185.6239547876417
95300,1186.461938792161
95400,1187.3500506132361
95500,1188.1655958883152
95600,1189.115948708225
95700,1189.9931226141491
95800,1190.4702982271751
95900,1191.5029833382216
96000,1192.0815964946728
96100,1193.0538379132072
96200,1193.6222745179762
96300,1194.284919156731
96400,1195.1847893828517
96500,1195.9504592639776
96600,1196.7095372779445
96700,1197.387646867031
96800,1198.2202949107575
96900,1199.0831402019262
97000,1199.9692884585747
97100,1201.051454442749
97200,1201.9921379248865
97300,1202.8304991194768
97400,1203.659092763
97500,1204.4964994862842
97600,1205.0871856129306
97700,1206.0665501641636
97800,1207.0900553295153
97900,1208.253230560359
98000,1209.0542129705268
98100,1209.8518535729938
98200,1210.4423916393052
98300,1211.2473256253038
98400,1211.9341700131033
98500,1212.8319208615014
98600,1213.7337622289692
98700,1214.433809564594
98800,1215.4337138564529
98900,1216.0955128706914
99000,1216.6670185213
99100,1217.1152331246506
99200,1217.8052143291802
99300,1218.6503332221046
99400,1219.4150695626017
99500,1220.305680765073
99600,1221.3376439520573
99700,1222.2489311008408
99800,1222.9667642589914
99900,1223.849270841477
100000,1224.6350709130534
100100,1225.2059849024818
100200,1225.8798134431572
100300,1226.6009994010785
100400,1227.3060994649336
100500,1228.3536243029098
100600,1228.8790516283743
100700,1229.463784745928
100800,1230.3950790885433
100900,1231.1256882031107
101000,1232.1604640409528
101100,1233.0971412498438
101200,1233.510957860995
101300,1234.2785312087285
101400,1235.3419876077448
101500,1236.1552616095319
101600,1236.9109727068778
101700,1237.7127622994917
101800,1238.421207440358
101900,1239.2100897761215
102000,1240.0118848651787
102100,1240.7999475836955
102200,1241.5257054306776
102300,1242.4350087929768
102400,1243.0982715267996
102500,1243.8129660763068
102600,1244.6587662869476
102700,1245.508346438994
102800,1246.5135385365254
102900,1247.41401961164
103000,1248.1674048615064
103100,1248.8102052005138
103200,1249.5565225178404
103300,1250.2305712805878
103400,1251.1442399267403
103500,1252.3319290646446
103600,1253.1013387305877
103700,1253.9132997475576
103800,1254.4174011121254
103900,1255.2830305002522
104000,1255.9762785841642
104100,1256.9613585477414
104200,1257.8270721300034
104300,1258.3599170108903
104400,1259.3120106510826
104500,1260.2717073699216
104600,1261.1483776003436
104700,1262.1408740668617
104800,1262.8339521088824
104900,1263.770893077292
105000,1264.562697060534
105100,1265.282084405758
105200,1265.9568317873434
105300,1266.7881894911206
105400,1267.8720710395112
105500,1268.534331198606
105600,1269.3555665669942
105700,1270.2221809727184
105800,1270.8458729289866
105900,1271.680627354494
106000,1272.7968902555413
106100,1273.505583288197
106200,1274.2532444282654
106300,1274.9386208636492
106400,1275.6367397468653
106500,1276.2196803624377
106600,1276.922012034657
106700,1277.3470032349462
106800,1277.9131699365682
106900,1279.0946432668823
107000,1279.8693277517168
107100,1280.7535373654848
107200,1281.6640295251505
107300,1282.6189585222146
107400,1283.1173904701725
107500,1283.9075717441415
107600,1284.6723215504862
107700,1285.1789658812345
107800,1285.9452066578683
107900,1286.69207868439
108000,1287.4191807618593
108100,1287.9626534279812
108200,1288.8776517463525
108300,1289.6070582518391
108400,1290.2113398027006
108500,1290.8757260086827
108600,1291.8664132154931
108700,1292.8264488297523
108800,1293.5217230854294
108900,1294.264904676112
109000,1294.8608940783768
109100,1296.0389850101287
109200,1296.5256766701193
109300,1297.3701253582285
109400,1298.35544391892
109500,1298.994045919054
109600,1299.7346192713953
109700,1300.674044868089
109800,1301.6522665763036
109900,1302.1712261421046
110000,1303.0855714774414
110100,1303.9552463934933
110200,1304.85932349306
110300,1305.3451960022685
110400,1305.7865750214455
110500,1306.5327291992148
110600,1307.091849415257
110700,1308.0098592810314
110800,1308.5543365391518
110900,1309.45961557243
111000,1310.4178773347699
111100,1311.297217943645
111200,1311.879898378803
111300,1312.9007855486202
111400,1313.5096999743814
111500,1313.8817235958595
111600,1314.517823936196
111700,1315.373063258985
111800,1316.2668495903129
111900,1316.9876881561888
112000,1317.8226094373456
112100,1318.7244917680946
112200,1319.3354727053677
112300,1320.1709432325538
112400,1320.8329972811289
112500,1321.6669686817693
112600,1322.3220488586644
112700,1322.9418035185295
112800,1323.7699566731114
112900,1324.64590766575
113000,1325.4378369162803
113100,1326.5932318283265
113200,1327.2187956283494
113300,1328.0103830120702
113400,1328.878796146672
113500,1329.9878096704274
113600,1330.5416516653768
113700,1331.2922435741616
113800,1331.6926025390644
113900,1332.4454986761957
114000,1333.156899473053
114100,1333.5681484287095
114200,1334.546206492663
114300,1335.2183864309686
114400,1336.0159282894479
114500,1336.8626162400992
114600,1337.859385355655
114700,1338.779167953884
114800,1339.5977608056278
114900,1340.0114359926451
115000,1341.0595874745372
115100,1341.79040885216
115200,1342.2511121480948
115300,1343.0629367934803
115400,1344.1011031691085
115500,1345.0457100271594
115600,1345.7642661442144
115700,1346.352497938938
115800,1347.3774448766496
115900,1348.0443821180152
116000,1348.7308988146306
116100,1349.8076509781
116200,1350.4143741979474
116300,1351.0217342113658
116400,1351.513552402367
116500,1352.4317058158358
116600,1352.9313235037928
116700,1353.4741123213148
116800,1354.1973037210005
116900,1354.934099149983
117000,1355.6556281848564
117100,1356.3308829900118
117200,1357.1417867143462
117300,1358.0843954120478
117400,1359.01059881577
117500,1359.625104779945
117600,1360.606552233207
117700,1361.1769334692597
117800,1361.5619170574787
117900,1362.1829967001854
118000,1362.9585280604483
118100,1363.7326100227747
118200,1364.6648394247964
118300,1365.5505262031593
118400,1366.2998824914225
118500,1367.1065680521228
118600,1367.707884558249
118700,1368.654475259738
118800,1369.7721699243443
118900,1370.7882000510526
119000,1371.456485423549
119100,1372.2493296104512
119200,1372.7698004106812
119300,1373.7033574635984
119400,1374.8958117679722
119500,1375.5838220283997
119600,1376.237503940416
119700,1377.0355533563188
119800,1377.8402114002483
119900,1378.6050863408777
120000,1379.2420494005821
120100,1380.0723993412726
120200,1381.325955500824
120300,1382.3270790438264
120400,1382.9137251644145
120500,1383.3811536706362
120600,1384.1148995114006
120700,1384.8094950716343
120800,1385.502866827054
120900,1386.4968924888267
121000,1387.6183431270717
121100,1388.6685384995264
121200,1389.571746841844
121300,1390.3645898621894
121400,1390.8564576384763
121500,1391.7899055282014
121600,1392.703642057208
121700,1393.4474747792615
121800,1394.3869371371918
121900,1394.9971066405944
122000,1396.018317294063
122100,1396.6261870308917
122200,1397.2221021520631
122300,1398.062242796943
122400,1399.1285725838245
122500,1400.0889995925095
122600,1400.8874945237635
122700,1401.3754816474489
122800,1401.9932402139798
122900,1402.6066787273776
123000,1403.0874031090232
123100,1403.7492097832599
123200,1404.5284749202767
123300,1405.0875223871253
123400,1405.6208464358162
123500,1406.4095085424422
123600,1407.152375767277
