Time(Iteration),EpsilonGreedyLinearBanditTheta
0,0.972102157300886
100,0.5873040746312139
200,0.43719517355070686
300,0.35746641204038415
400,0.3251701478167779
500,0.29138324723353065
600,0.24399605523958842
700,0.22815543125326054
800,0.2199005316256156
900,0.20757330583926578
1000,0.19596964408052606
1100,0.18294520004066764
1200,0.1800676400320273
1300,0.17627549759692257
1400,0.17445346018537713
1500,0.17148946206917254
1600,0.1702438059233528
1700,0.16586416835066822
1800,0.16779454155013077
1900,0.16707701940191327
2000,0.15846071465386016
2100,0.15566357539913703
2200,0.1516516039988562
2300,0.146886824849928
2400,0.14680675401964954
2500,0.14302537001647334
2600,0.14208554373432528
2700,0.14045756136229004
2800,0.13716776428883
2900,0.137489698700597
3000,0.13792648097525653
3100,0.1360890233577484
3200,0.13317299941301802
3300,0.13215920321902888
3400,0.12958143358584495
3500,0.12719875869921193
3600,0.12442140532307426
3700,0.1219730008136051
3800,0.12120805515383037
3900,0.11850085670707547
4000,0.11710628587060631
4100,0.11591071412660163
4200,0.11559120112292338
4300,0.11513197458337399
4400,0.11470958255432717
4500,0.11455867181492208
4600,0.1143709785820178
4700,0.11450004201767632
4800,0.11302376735497792
4900,0.11289596201423309
5000,0.11307612106393375
5100,0.1123305719585673
5200,0.1128742001044764
5300,0.11371619302044353
5400,0.11364941030137084
5500,0.11382160583933496
5600,0.11421342197210624
5700,0.11388005608171428
5800,0.11257020597261506
5900,0.11191479527015677
6000,0.1113554231297205
6100,0.1116755805926783
6200,0.11131084150346701
6300,0.11008130618236386
6400,0.10884226121582981
6500,0.10817015271069981
6600,0.10589456117323533
6700,0.10609122950478551
6800,0.10593724553102461
6900,0.1046946546060286
7000,0.10426548400554563
7100,0.10378739816066826
7200,0.1027456730461465
7300,0.10233795385713369
7400,0.10144944592487071
7500,0.10027755463925354
7600,0.10078300624319936
7700,0.09989389844465386
7800,0.09888200423250976
7900,0.0995096865269584
8000,0.09901840183709261
8100,0.10011562529580624
8200,0.10060128334271971
8300,0.1000731344998161
8400,0.09950337490514692
8500,0.098353112742113
8600,0.09781003323506769
8700,0.09819344290896789
8800,0.0962343731362958
8900,0.09588930245015831
9000,0.0959565462433629
9100,0.09595091279164764
9200,0.09496120909145325
9300,0.09532543253190097
9400,0.09476972674399355
9500,0.09481531648097316
9600,0.09480488250894974
9700,0.09468246899196239
9800,0.09423234371164342
9900,0.09395210940939513
10000,0.09292308053668215
10100,0.09289053574796127
10200,0.09228899541972686
10300,0.09142248950222112
10400,0.09064378426975223
10500,0.09033518825936115
10600,0.09017666084099732
10700,0.09009729278569159
10800,0.08951124219786638
10900,0.08893021672001934
11000,0.0884584129301534
11100,0.08807663551938236
11200,0.08803879652231802
11300,0.08763248109475875
11400,0.08735475819021517
11500,0.08753881898411829
11600,0.0881166382688704
11700,0.0876567625490424
11800,0.08739014661937941
11900,0.08755202205864239
12000,0.08740074775259932
12100,0.08726413697854352
12200,0.08692929743308361
12300,0.08707492129852568
12400,0.08696394774720868
12500,0.08753391550877343
12600,0.08754628092549106
12700,0.08769456217640445
12800,0.08707399453913169
12900,0.08647474979608163
13000,0.08650373192746609
13100,0.0866068879406296
13200,0.08616713969351068
13300,0.08586940352083668
13400,0.08525587562735959
13500,0.08534275239791428
13600,0.0851737687501883
13700,0.08507370263241178
13800,0.08511290285823149
13900,0.08489717507694336
14000,0.08420449183512166
14100,0.0843337360089446
14200,0.08409226725563516
14300,0.08298469565480839
14400,0.08299451388423754
14500,0.0827896139603477
14600,0.0826237700090248
14700,0.08244950400161924
14800,0.08168698058509197
14900,0.08143868767723686
15000,0.08161441092672025
15100,0.08068834978774439
15200,0.08067028246291888
15300,0.08045445672437106
15400,0.0808607116477796
15500,0.08066589977115243
15600,0.08049026453900195
15700,0.08035369694848149
15800,0.07994395087291548
15900,0.07986925079269738
16000,0.08012079800172073
16100,0.07993403572410461
16200,0.08005322059273881
16300,0.07936734885692702
16400,0.07919231225777482
16500,0.07852968884072431
16600,0.07832525957495862
16700,0.07849641079903188
16800,0.07769191502214401
16900,0.07744850474517542
17000,0.077002255466011
17100,0.07678215377829964
17200,0.07591372267384174
17300,0.07568329739648014
17400,0.07578184643218157
17500,0.07561211722124454
17600,0.07558609257655478
17700,0.07540710098486439
17800,0.07555321347101701
17900,0.07564094844005106
18000,0.0755555390308029
18100,0.07540685031806313
18200,0.07560156743545525
18300,0.07514623456747455
18400,0.07520750274355538
18500,0.07485541452527952
18600,0.07505211233660894
18700,0.0748293116768121
18800,0.07466503482620464
18900,0.0745318324514118
19000,0.07488168176601498
19100,0.07481438639938678
19200,0.07507155866319963
19300,0.07494969743255409
19400,0.075221136592345
19500,0.07556078810758457
19600,0.0754328187629204
19700,0.07509404316809494
19800,0.07496383475622896
19900,0.07451641545441257
20000,0.07470024022351117
20100,0.07469279314504658
20200,0.0743951000172983
20300,0.07424136502429618
20400,0.07415821767765038
20500,0.07436508781090576
20600,0.07477241417448985
20700,0.07458519933549053
20800,0.07449341726587125
20900,0.07429565323300572
21000,0.07411623179491773
21100,0.07368551987188718
21200,0.07342553573009566
21300,0.07329439101731029
21400,0.07336321763057019
21500,0.07342508351615007
21600,0.07324202374431872
21700,0.07323438239914916
21800,0.07308483254400108
21900,0.07275738020999725
22000,0.07247935632698915
22100,0.07263043058005145
22200,0.07247644239468469
22300,0.07215496561989658
22400,0.07227936924065934
22500,0.07220883642632307
22600,0.07164526455941042
22700,0.07188528314656965
22800,0.0711594151792531
22900,0.07105612218280369
23000,0.07110795816571228
23100,0.07123563530543257
23200,0.07118344299086014
23300,0.07101601070153377
23400,0.0713550004971841
23500,0.07117524596341866
23600,0.07121600539345148
23700,0.07090517052044301
23800,0.07111053265501463
23900,0.07130384154215916
24000,0.07058465586744861
24100,0.07080771452350067
24200,0.0706729137296622
24300,0.07076137259820274
24400,0.07059019198959328
24500,0.07059212082554724
24600,0.07052108422377401
24700,0.0701444982031604
24800,0.07014326056024453
24900,0.07000298335954064
25000,0.07025288950764345
25100,0.0702530226776353
25200,0.07040158530913826
25300,0.07048811591731793
25400,0.07029276400956927
25500,0.07011447560354177
25600,0.0701345512953516
25700,0.06971739064069062
25800,0.06971848007322638
25900,0.0697558300485653
26000,0.06962824641277049
26100,0.06954621551905801
26200,0.0694331424967634
26300,0.06945626936319563
26400,0.06904107469048568
26500,0.0687348738472787
26600,0.06870211830337347
26700,0.06878021516782958
26800,0.06860764066868238
26900,0.06836466693969487
27000,0.06754505755901866
27100,0.0672702856161145
27200,0.06723617773701421
27300,0.06731229564984641
27400,0.0667418422697947
27500,0.06658885775510757
27600,0.06644760678692431
27700,0.0665812933002643
27800,0.0666433780434661
27900,0.06683224825815284
28000,0.06734379138401614
28100,0.06717147843993042
28200,0.0673380320014498
28300,0.0673130270669074
28400,0.06737221647869865
28500,0.06773684597365495
28600,0.06781140564131197
28700,0.06766163142672889
28800,0.06755042702868672
28900,0.06751236965499308
29000,0.06770263863370274
29100,0.06754387998157133
29200,0.06732404023442856
29300,0.06698421533902804
29400,0.06707414851188463
29500,0.06687321865921875
29600,0.06699298783572531
29700,0.06692439033578094
29800,0.06667854032208871
29900,0.06608241994930134
30000,0.0658838350534747
30100,0.06569315395772671
30200,0.06559736765075992
30300,0.06529026939987684
30400,0.06498828451645865
30500,0.065124395806768
30600,0.06518844518467692
30700,0.0648587022012277
30800,0.06444538530434048
30900,0.06417772004098007
31000,0.06437670136757757
31100,0.06431197737501303
31200,0.0641020412974218
31300,0.06387678125879356
31400,0.06381586455142846
31500,0.06370118535165438
31600,0.06359761170027403
31700,0.06374422643648724
31800,0.06373807606939322
31900,0.06364004978492159
32000,0.06360522298933909
32100,0.06328860051152099
32200,0.06330856490195567
32300,0.06289967690050831
32400,0.06275728123097606
32500,0.0627729884933658
32600,0.06261632008169365
32700,0.06225733234705737
32800,0.06218783661018394
32900,0.06193542067266607
33000,0.06206696470972607
33100,0.06181124169923391
33200,0.061552149908002604
33300,0.0615760049121468
33400,0.061459313730495936
33500,0.06140813412595135
33600,0.06119638012819913
33700,0.061059210136057265
33800,0.06138487878277539
33900,0.0614477733879373
34000,0.06167381625675655
34100,0.061574887793493405
34200,0.06164426692779296
34300,0.061733657511934006
34400,0.06175995813925035
34500,0.06163463405487737
34600,0.061566426691846296
34700,0.06157054323481694
34800,0.06108774346661848
34900,0.06066554429362573
35000,0.06066123945954408
35100,0.06071082118965935
35200,0.060487286655311834
35300,0.060532475343306344
35400,0.06039524218784327
35500,0.060509556851457647
35600,0.060415461678708884
35700,0.060502517453946636
35800,0.060603930290763754
35900,0.06059969393284896
36000,0.06025205631501053
36100,0.060270229776816966
36200,0.0603387995599932
36300,0.06018301819599643
36400,0.06022389027262337
36500,0.059968488256915656
36600,0.059920680327153406
36700,0.0599980734644965
36800,0.059979480899346974
36900,0.0598678365488436
37000,0.05992799289077423
37100,0.059973720533758636
37200,0.05982695239639242
37300,0.05999494435149102
37400,0.059607927243641015
37500,0.05963809553142442
37600,0.0595984954337638
37700,0.05966142770290328
37800,0.05963575017183348
37900,0.059524118683562534
38000,0.059537958232872654
38100,0.05951008514605305
38200,0.059458501820881124
38300,0.059403798463205607
38400,0.05934993400411076
38500,0.05916450222212284
38600,0.058995379559909036
38700,0.0588519417172869
38800,0.05917844103452685
38900,0.05892573362013798
39000,0.05881928950379356
39100,0.058716162080889714
39200,0.058930049418809104
39300,0.05892613150215169
39400,0.0586462239708319
39500,0.058389186262382334
39600,0.05810551844182489
39700,0.05782765333686966
39800,0.057853564521990045
39900,0.05786249521541602
40000,0.057576311338911744
40100,0.05757844092596962
40200,0.057631590166766236
40300,0.05746540249453956
40400,0.05728467093820443
40500,0.05726805101415846
40600,0.05711953067369692
40700,0.05696317157886065
40800,0.056832454986200966
40900,0.0566743503530869
41000,0.056280931881539084
41100,0.05646066479708436
41200,0.05654764541045528
41300,0.05648778741041507
41400,0.05655593459029146
41500,0.05661008824407058
41600,0.056347683966520054
41700,0.05636153842310073
41800,0.0563765887691914
41900,0.05628008467352722
42000,0.05611028418696938
42100,0.05609487689351309
42200,0.05632850889618276
42300,0.05651414365998939
42400,0.05648547290912974
42500,0.056476418845464615
42600,0.056456912120119794
42700,0.05650454608553468
42800,0.056634700671944184
42900,0.05646169969847152
43000,0.056436066674839344
43100,0.05641623926978233
43200,0.05631583658840239
43300,0.056327406151455726
43400,0.05635110171280765
43500,0.056353752171252755
43600,0.056264562923435235
43700,0.05627398037617931
43800,0.05606313784299492
43900,0.055998372009619435
44000,0.056126503144125116
44100,0.05607505826833907
44200,0.05594694477514621
44300,0.055930139774720236
44400,0.05574204943559259
44500,0.05558300402182481
44600,0.055541518423443015
44700,0.05528132142234589
44800,0.05505252330976691
44900,0.05505706568282245
45000,0.05494997895239989
45100,0.05504912046535985
45200,0.05510525852543191
45300,0.05508957311386452
45400,0.05515463353980312
45500,0.05518942338456696
45600,0.05491915437783711
45700,0.05487895768225644
45800,0.054810330930044504
45900,0.05484631342514411
46000,0.05457736139616805
46100,0.05452107298884136
46200,0.054324890229532075
46300,0.05436433772535112
46400,0.0543889313915249
46500,0.05439834507297826
46600,0.054468137463511014
46700,0.05466292792911988
46800,0.05453258853994506
46900,0.054480826502866286
47000,0.054327418410639795
47100,0.05427071648320536
47200,0.05437601540843641
47300,0.054336679078236694
47400,0.05422656921255242
47500,0.05424699853254329
47600,0.05416287641582701
47700,0.05413336106300877
47800,0.054166024604529614
47900,0.05417320287305224
48000,0.053819343375428194
48100,0.053760042120024644
48200,0.05369850013900601
48300,0.053685738911491795
48400,0.05364415216164883
48500,0.05353525549612274
48600,0.05345525068220817
48700,0.05351101730679882
48800,0.0534491763293082
48900,0.05329121267378876
49000,0.053531931157202416
49100,0.053637423577447677
49200,0.05381199602097057
49300,0.053809041928969216
49400,0.05370045870540885
49500,0.053746764988869336
49600,0.05345077965857925
49700,0.05331813228860741
49800,0.05338227862001105
49900,0.05319463865824052
50000,0.0533442191294482
50100,0.05351170009801037
50200,0.0534819207238274
50300,0.053415777350540074
50400,0.0534521527026558
50500,0.053376592994082886
50600,0.05320979673881582
50700,0.053118145687747774
50800,0.05310580189919798
50900,0.052954897527241196
51000,0.0530005851437068
51100,0.052969043997081654
51200,0.05300922552851857
51300,0.0529680318737122
51400,0.05299932572955218
51500,0.05294957618390965
51600,0.053218247063037905
51700,0.053311500402154974
51800,0.0534736602660283
51900,0.053222966147250826
52000,0.053120130004705404
52100,0.05291945101515187
52200,0.052846361331343294
52300,0.05290382917399755
52400,0.05277828387836133
52500,0.052922920924290975
52600,0.05278681710197004
52700,0.05255202449961419
52800,0.052511773259413475
52900,0.05257765226266242
53000,0.05251826438779331
53100,0.05253597257176958
53200,0.0526960314915589
53300,0.05276567637713947
53400,0.05279327601661628
53500,0.052840266695350024
53600,0.052741181620819325
53700,0.052555809544271914
53800,0.05266147048609371
53900,0.05263788376484896
54000,0.05244118825796244
54100,0.05236395293383208
54200,0.05210144533365775
54300,0.05207025601866465
54400,0.05193126075261052
54500,0.05185488492725504
54600,0.051816939486114655
54700,0.0521055446313198
54800,0.05214538756494136
54900,0.05211681967276797
55000,0.05176413787608799
55100,0.05200916346535815
55200,0.05169507206031267
55300,0.05186636320264186
55400,0.05185272662165095
55500,0.051906409184289216
55600,0.0518365951360246
55700,0.05175924774361762
55800,0.0517507072002222
55900,0.051664748058876366
56000,0.05165368800579406
56100,0.051610531329045015
56200,0.05145971442788211
56300,0.051241228180006856
56400,0.051122230451499676
56500,0.051150941292539234
56600,0.05118531053880918
56700,0.05108607643974304
56800,0.05099934494244947
56900,0.051089451157471835
57000,0.05114716083620685
57100,0.05093517460497572
57200,0.05089652822727002
57300,0.05085009714781278
57400,0.050870115057262966
57500,0.050560284941231215
57600,0.05074757897637994
57700,0.05099522695130567
57800,0.05101139789684396
57900,0.05093026965637557
58000,0.05087199977206439
58100,0.050848373610386764
58200,0.050782499479863255
58300,0.05081405263752277
58400,0.05087764587270107
58500,0.05064128926653101
58600,0.05068834047703095
58700,0.05066200676458397
58800,0.0505489328751878
58900,0.050549860860056896
59000,0.05056268926530285
59100,0.05074815995661987
59200,0.05071758502084245
59300,0.05071327004813793
59400,0.05042598187896644
59500,0.05038755125704938
59600,0.05027295895724152
59700,0.05000603069894435
59800,0.05000486382627822
59900,0.05008879761016168
60000,0.05003317535717665
60100,0.05012929434974835
60200,0.05006640825468088
60300,0.05003594017908959
60400,0.050111096702531444
60500,0.049957852157973756
60600,0.04971713039890472
60700,0.04968195638103214
60800,0.04953396228085375
60900,0.04956545616516677
61000,0.049649931884172833
61100,0.04937548449805132
61200,0.04931453442895659
61300,0.04926343353649084
61400,0.049281937996852106
61500,0.0492425728981002
61600,0.04910884738413841
61700,0.04915502814441631
61800,0.04920135517251265
61900,0.049227642819487515
62000,0.04921947131644552
62100,0.04917414602307783
62200,0.049267955895337966
62300,0.04928566363590301
62400,0.049120966338597374
62500,0.04902450681791866
62600,0.04890720588292964
62700,0.048673368872022976
62800,0.048577397137367535
62900,0.04858449108390848
63000,0.04857365194550225
63100,0.04852334231336039
63200,0.04830294085554728
63300,0.04824411046192833
63400,0.04823283400256355
63500,0.048219672771946345
63600,0.048049147683030716
63700,0.04799454267080813
63800,0.047926326799330836
63900,0.04783534319513634
64000,0.04786370189222878
64100,0.04770547885260002
64200,0.04752202068134494
64300,0.04753207217645876
64400,0.047809698985829006
64500,0.047678544709774874
64600,0.04774220699744906
64700,0.047924537696325646
64800,0.04794395289469323
64900,0.04787692174950201
65000,0.04796912552932424
65100,0.04788790482924854
65200,0.0479862500157207
65300,0.047965409266753224
65400,0.0480185577141357
65500,0.04800082850192185
65600,0.0480052454648721
65700,0.04791565148277679
65800,0.047756167524710645
65900,0.04770257811684264
66000,0.04763703288717649
66100,0.047730123124526166
66200,0.04779898732584986
66300,0.04770665551758875
66400,0.047804123673323325
66500,0.047840823936809974
66600,0.04786144187577236
66700,0.047911493423925935
66800,0.04781669539108403
66900,0.0475999067773068
67000,0.04769618167525926
67100,0.04757742468888466
67200,0.047506829056160146
67300,0.04746669688255441
67400,0.04745994345490475
67500,0.047479832249066704
67600,0.04759018040212511
67700,0.047700286732052344
67800,0.04767763049671122
67900,0.047676639870801
68000,0.04766520112797691
68100,0.04764732443360738
68200,0.04762911887193583
68300,0.047563168748375
68400,0.04763045950958393
68500,0.047824224201094966
68600,0.04790682561202832
68700,0.04783847849003582
