Time(Iteration),ExplorethenCommit
0,0.42881172444159804
100,38.00075171815372
200,75.64446741808257
300,114.34138004194301
400,143.41556186402713
500,143.52828885219154
600,143.63056489724966
700,143.73700511433034
800,143.84059095402753
900,143.94417679372472
1000,144.0477626334219
1100,144.15096751204166
1200,144.25455335173885
1300,144.35813919143604
1400,144.46172503113323
1500,144.56531087083042
1600,144.6688967105276
1700,144.7724825502248
1800,144.87606838992198
1900,144.97965422961917
2000,145.08324006931636
2100,145.20086300782572
2200,145.3044488475229
2300,145.4080346872201
2400,145.51162052691728
2500,145.61520636661447
2600,145.71879220631166
2700,145.82237804600885
2800,145.92596388570604
2900,146.02954972540323
3000,146.13313556510042
3100,146.2367214047976
3200,146.3403072444948
3300,146.44389308419198
3400,146.54747892388917
3500,146.65106476358636
3600,146.75465060328355
3700,146.85823644298074
3800,146.96182228267793
3900,147.06540812237512
4000,147.1689939620723
4100,147.2725798017695
4200,147.37616564146668
4300,147.4764769945662
4400,147.5800628342634
4500,147.6836486739606
4600,147.78723451365778
4700,147.89082035335497
4800,147.99440619305216
4900,148.09799203274935
5000,148.20157787244653
5100,148.30516371214372
5200,148.4087495518409
5300,148.5123353915381
5400,148.6159212312353
5500,148.71950707093248
5600,148.82309291062967
5700,148.92667875032686
5800,149.03026459002405
5900,149.13385042972124
6000,149.23743626941842
6100,149.3410221091156
6200,149.4446079488128
6300,149.54819378851
6400,149.65177962820718
6500,149.75536546790437
6600,149.85895130760156
6700,149.96253714729875
6800,150.06612298699594
6900,150.16970882669312
7000,150.2732946663903
7100,150.3768805060875
7200,150.4804663457847
7300,150.58405218548188
7400,150.68763802517907
7500,150.79122386487626
7600,150.89480970457345
7700,150.99839554427064
7800,151.10198138396782
7900,151.205567223665
8000,151.3091530633622
8100,151.4127389030594
8200,151.51632474275658
8300,151.61991058245377
8400,151.72349642215096
8500,151.82708226184815
8600,151.93066810154534
8700,152.03425394124253
8800,152.13783978093971
8900,152.2414256206369
9000,152.3450114603341
9100,152.44859730003128
9200,152.55218313972847
9300,152.65576897942566
9400,152.75935481912285
