Time(Iteration),ExplorethenCommit
0,0.3793645515447749
100,44.14031724962727
200,86.7228328407879
300,109.2605398558685
400,110.01320399339897
500,110.78237586946238
600,111.5515477455258
700,112.3207196215892
800,113.08989149765262
900,113.85906337371603
1000,114.62823524977944
1100,115.39740712584285
1200,116.16657900190626
1300,116.93575087796967
1400,117.70492275403308
1500,118.47409463009649
1600,119.2432665061599
1700,120.01243838222331
1800,120.78161025828672
1900,121.55078213435013
2000,122.31995401041354
2100,123.08912588647695
2200,123.85829776254036
2300,124.62746963860377
2400,125.39664151466718
2500,126.16581339073059
2600,126.934985266794
2700,127.70415714285741
2800,128.47332901892082
2900,129.24250089498423
3000,130.01167277104764
3100,130.78084464711105
3200,131.55001652317446
3300,132.31918839923787
3400,133.08836027530128
3500,133.8575321513647
3600,134.6267040274281
3700,135.39587590349151
3800,136.16504777955493
3900,136.93421965561834
4000,137.70339153168175
4100,138.47256340774516
4200,139.24173528380857
4300,140.01090715987198
4400,140.7800790359354
4500,141.5492509119988
4600,142.3184227880622
4700,143.08759466412562
4800,143.85676654018903
4900,144.62593841625244
5000,145.39511029231585
5100,146.16428216837926
5200,146.93345404444267
5300,147.70262592050608
5400,148.4717977965695
5500,149.2409696726329
5600,150.0101415486963
5700,150.77931342475972
5800,151.54848530082313
5900,152.31765717688654
6000,153.08682905294995
6100,153.85600092901336
6200,154.62517280507677
6300,155.39434468114018
6400,156.1635165572036
6500,156.932688433267
6600,157.7018603093304
6700,158.47103218539382
6800,159.24020406145723
6900,160.00937593752064
7000,160.77854781358405
7100,161.54771968964747
7200,162.31689156571088
7300,163.0860634417743
7400,163.8552353178377
7500,164.6244071939011
7600,165.39357906996452
7700,166.16275094602793
7800,166.93192282209134
7900,167.70109469815475
8000,168.47026657421816
8100,169.23943845028157
8200,170.00861032634498
8300,170.7777822024084
8400,171.5469540784718
8500,172.3161259545352
8600,173.08529783059862
8700,173.85446970666203
8800,174.62364158272544
8900,175.39281345878885
9000,176.16198533485226
9100,176.93115721091567
9200,177.70032908697908
9300,178.4695009630425
9400,179.2386728391059
9500,180.0078447151693
9600,180.77701659123272
9700,181.54618846729613
9800,182.31536034335954
9900,183.08453221942295
10000,183.85370409548636
10100,184.62287597154977
10200,185.39204784761318
10300,186.1612197236766
10400,186.93039159974
10500,187.69956347580342
10600,188.46873535186683
10700,189.23790722793024
10800,190.00707910399365
10900,190.77625098005706
11000,191.54542285612047
11100,192.31459473218388
11200,193.0837666082473
11300,193.8529384843107
11400,194.6221103603741
11500,195.39128223643752
11600,196.16045411250093
11700,196.92962598856434
11800,197.69879786462775
11900,198.46796974069116
12000,199.23714161675457
12100,200.00631349281798
12200,200.7754853688814
12300,201.5446572449448
12400,202.3138291210082
12500,203.08300099707162
12600,203.85217287313503
12700,204.62134474919844
12800,205.39051662526185
12900,206.15968850132526
13000,206.92886037738867
13100,207.69803225345208
