Time(Iteration),GeneralizedLinearBanditTheta
0,0.9920677110698792
100,1.0134785286007992
200,0.9958562056147422
300,0.9991309876484875
400,0.9922329600331826
500,0.9892294016062071
600,0.9901185496982565
700,0.9871742713994388
800,0.9888431715718644
900,0.9880992852313579
1000,0.9882629594226296
1100,0.9874223252312684
1200,0.9887565243573541
1300,0.98798980413235
1400,0.986474223907388
1500,0.9873199306800913
1600,0.9884264248836321
1700,0.9872612027194361
1800,0.9865186855873704
1900,0.9870008054259936
2000,0.9867423754107664
2100,0.9870805359768561
2200,0.9861645103950467
2300,0.985946562126703
2400,0.9861085132332169
2500,0.985974593152217
2600,0.986375328261105
2700,0.9856837290642847
2800,0.9852077224101062
2900,0.9858893850865089
3000,0.984639445103268
3100,0.9841103072554971
3200,0.9848935964263597
3300,0.9848122664479018
3400,0.9849728922268909
3500,0.9845287400622983
3600,0.9853052130438634
3700,0.9851258740771925
3800,0.9845482253412424
3900,0.9844131353163812
4000,0.9845613652185744
4100,0.9846132577104489
4200,0.9845156609778469
4300,0.9843400503746098
4400,0.9839166409805141
4500,0.9843582435677959
4600,0.984536591575232
4700,0.9844193287481501
4800,0.9843634754913377
4900,0.9846421489313851
5000,0.9849700354949886
5100,0.985095676983778
5200,0.9847067726546094
5300,0.9850925655821596
5400,0.9848026078319746
5500,0.984653663129853
5600,0.9843357256930585
5700,0.9844779261061308
5800,0.9843663135160066
5900,0.9841180773139863
6000,0.9838536003791605
6100,0.983960398078378
6200,0.9839962517691175
6300,0.9836592649394869
6400,0.9836641278219235
6500,0.9840055788194728
6600,0.984026719895164
6700,0.9841276954880195
6800,0.9840420301670638
6900,0.9841665137643597
7000,0.9840060191511932
7100,0.9839658719326205
7200,0.9841552580008152
7300,0.9840778158698218
7400,0.9841600189741946
7500,0.983979733809686
7600,0.9837542352195626
7700,0.9837947339080613
7800,0.9838248701321446
7900,0.9836621352449015
8000,0.9837247835114162
8100,0.9834597877368326
8200,0.9834625053849357
8300,0.9833659063172032
8400,0.9834454458865384
8500,0.9834098026946411
8600,0.9833216047394465
8700,0.9833578351010871
8800,0.983355075850141
8900,0.9832258190723486
9000,0.9830428226084503
9100,0.9830214150089309
9200,0.9830394817427273
9300,0.983109117901329
9400,0.9830871200922088
9500,0.9829073532972814
9600,0.9829753793149016
9700,0.9827821170321591
9800,0.9830195513601867
9900,0.9830397634787058
10000,0.9830868216633718
10100,0.9829938556051057
10200,0.9832405199479272
10300,0.9833472846937303
10400,0.9833839690841675
10500,0.983334610084413
10600,0.9832597333685562
10700,0.9831879984669758
10800,0.9832184328160853
10900,0.9833451710451138
11000,0.9833513175638899
11100,0.9834504972904075
11200,0.983415166867227
11300,0.9834533301934993
11400,0.9834327678921371
11500,0.9835239020729653
11600,0.9834619578320847
11700,0.9833735876277302
11800,0.9833044139644185
11900,0.9834568242569842
12000,0.9834052992375917
12100,0.9834375240578772
12200,0.983438995978333
12300,0.9833947540381678
12400,0.9834249956730059
12500,0.9834579743656393
12600,0.9834918286000939
12700,0.9835790219210591
12800,0.9836015399749904
12900,0.9836099004624848
13000,0.983487534392993
13100,0.9834953453522098
13200,0.9834827854278583
13300,0.9834274450672433
13400,0.9834476101757229
13500,0.9835713896967656
13600,0.9837021942495939
13700,0.9837008442771685
13800,0.9836621401512053
13900,0.9836354764011009
14000,0.9837061644365761
14100,0.9837473427411855
14200,0.9837498971375022
14300,0.9837195735535126
14400,0.9838210031600454
14500,0.9839271284786772
14600,0.9839763426677954
14700,0.9840235273166373
14800,0.9840315956508325
14900,0.9840982753754769
15000,0.9840922649371361
15100,0.9841142777545638
15200,0.9840845181905158
15300,0.9840985475703936
15400,0.9841421741100163
15500,0.9841857225523769
15600,0.9842174031624505
15700,0.9842536610208359
15800,0.984162399171915
15900,0.9840677990579328
16000,0.9840975973666586
16100,0.9840907793040827
16200,0.9841278026334157
16300,0.9841732598222503
16400,0.9841730805957061
16500,0.9842738900357141
16600,0.9842736807862622
16700,0.9842408197606389
16800,0.9842933926713504
16900,0.984339859328033
17000,0.9843804542722413
17100,0.9843894718544698
17200,0.9843343588980755
17300,0.9843801000056613
17400,0.9843437512700433
17500,0.984271947323489
17600,0.9843040616499618
17700,0.9843117034949925
17800,0.9843089534958347
17900,0.9843047196238459
18000,0.9842622982720421
18100,0.9842572305139846
18200,0.9842448568856932
18300,0.9842868590060192
18400,0.9842443637222583
18500,0.9842837991868778
18600,0.984283218067772
18700,0.9841554139932119
18800,0.9842013794875232
18900,0.9843500918223393
19000,0.9842850815529045
19100,0.9842883220479168
19200,0.9841905008005354
19300,0.9841816499812996
19400,0.9840599753892227
19500,0.9841054808288071
19600,0.9842504077378719
19700,0.9841854031798191
19800,0.9841694183838007
19900,0.9841379188389954
20000,0.9840221305120342
20100,0.9840350047860198
20200,0.9840717430363375
20300,0.9840382566830195
20400,0.9839863968772103
20500,0.9839877653158275
20600,0.984037938532898
20700,0.9839962224630903
20800,0.9839113913086679
20900,0.9838847322904304
21000,0.9839047106434118
21100,0.9839185813073138
21200,0.9839015155509235
21300,0.9839075443040025
21400,0.9839706000982344
21500,0.9838926549255778
21600,0.9838822768557917
21700,0.9838911676692671
21800,0.9839306062938175
21900,0.9839384416785183
22000,0.9840094990487327
22100,0.9840610876435971
22200,0.9840476967535284
22300,0.984033345915995
22400,0.9840663402480118
22500,0.9841454342594517
22600,0.9841616414487311
22700,0.984330193949762
22800,0.9843421192493705
22900,0.9843673948596148
23000,0.9843494458446955
23100,0.9843849321646678
23200,0.9843137614840408
23300,0.9843438972254728
23400,0.9842905646926663
23500,0.9842672751796823
23600,0.9842318408597356
23700,0.9842356427878194
23800,0.9842664372323032
23900,0.9842486526624311
24000,0.984296821570695
24100,0.9843579521273004
24200,0.984268082183745
24300,0.9842406168603721
24400,0.9842739736487021
24500,0.9841694180015861
24600,0.984187361687227
24700,0.9843209224502585
24800,0.984332568490639
24900,0.9843487358717441
25000,0.9843870448304276
25100,0.9843719848981513
25200,0.9843536071035646
25300,0.9843525946503224
25400,0.9843253138193013
25500,0.9843726503249819
25600,0.9843655313353559
25700,0.9844034042486982
25800,0.9844012727222307
25900,0.9844415781510258
26000,0.9844573492423659
26100,0.9845535576040227
26200,0.9844834725898954
26300,0.9844998573265652
26400,0.9845044611840335
26500,0.9845295042661328
26600,0.9845265409326757
26700,0.9845204240292309
26800,0.9845044630576666
26900,0.9845052452858333
27000,0.9844828227238172
27100,0.9844522440026608
27200,0.9843600001468072
27300,0.9843339337437651
27400,0.9843840882746715
27500,0.9844044479019589
27600,0.9843991746116391
27700,0.9843923332060808
27800,0.9844169675854151
27900,0.9844969620775421
28000,0.9844962661902403
28100,0.9844584613498837
28200,0.9844528269149574
28300,0.984413458115403
28400,0.9844019381669209
28500,0.984435592279319
28600,0.9843960582410031
28700,0.984369315320872
28800,0.9843632797616946
28900,0.984371419519214
29000,0.9843652536992611
29100,0.9843779348017122
29200,0.9844219759658805
29300,0.9843679968830685
29400,0.9842528823335572
29500,0.9842518173790644
29600,0.9842505652601199
29700,0.9842627091063771
29800,0.984249723889325
29900,0.9841960980914435
30000,0.9842120206877281
30100,0.9842439479147826
30200,0.9842489160986171
30300,0.9841775153035949
30400,0.9841831221529624
30500,0.9841909114272187
30600,0.9842275130319127
30700,0.9842179629746154
30800,0.9842285853392445
30900,0.9842576893324526
31000,0.9842793767657476
31100,0.9842908029103239
31200,0.9842740546315891
31300,0.9842759792630502
31400,0.9843193958432869
31500,0.9843223946285736
31600,0.9842690083234678
31700,0.9842967937797514
31800,0.9843018718593328
31900,0.9842850386757753
32000,0.9843208104255986
32100,0.9843194902214165
32200,0.984300774828492
32300,0.9842670876307565
32400,0.984293661826705
32500,0.9843215433073768
32600,0.9843077064121539
32700,0.9843194872458824
32800,0.9843157546591336
32900,0.9842607301606152
33000,0.9842474548357393
33100,0.9842104675971595
33200,0.9842439646347112
33300,0.9842397032834087
33400,0.9842263202929727
33500,0.9842409461802442
33600,0.9842504175356167
33700,0.9842577749313255
33800,0.9842727625606045
33900,0.9842287281479241
34000,0.9842221027823708
34100,0.9842088634110308
34200,0.9841818498120218
34300,0.9841410207939107
34400,0.9841397141863617
34500,0.9841561442138694
34600,0.9841536816838946
34700,0.9841477060772231
34800,0.9841599164109045
34900,0.98415698664048
35000,0.9841672966814483
35100,0.9841107744743173
35200,0.9840896240524917
35300,0.9840635194289806
35400,0.9840494357255345
35500,0.9839979532142115
35600,0.9839995635926495
35700,0.9838718311302944
35800,0.9838794257485658
35900,0.9838720214809966
36000,0.983836465895752
36100,0.9838603673058364
36200,0.9838628426011173
36300,0.9838161886020454
36400,0.9837993311911717
36500,0.9837495886117787
36600,0.9837549371971125
36700,0.9837355769065663
36800,0.9837352512342019
36900,0.9837336752811782
37000,0.9837375289389325
37100,0.9837393313401854
37200,0.9837466764731445
37300,0.9837711272604135
37400,0.9838086830844199
37500,0.9838270229786172
37600,0.9838374177703549
37700,0.983796335850051
37800,0.983816630452439
37900,0.9837683709168932
38000,0.9837494118684399
38100,0.983730548680399
38200,0.9837287863967752
38300,0.9837482253487169
38400,0.9837478836430631
38500,0.9837454976405615
