Time(Iteration),ExplorethenCommit
0,0.4871096913125076
100,40.034738783629834
200,79.66335701355598
300,100.42450039501321
400,100.87647012090093
500,101.32785951658099
600,101.77924891226104
700,102.23063830794109
800,102.68202770361972
900,103.1334170992975
1000,103.58480649497528
1100,104.03619589065306
1200,104.48758528633084
1300,104.93897468200862
1400,105.3903640776864
1500,105.84175347336418
1600,106.29314286904196
1700,106.74453226471974
1800,107.19592166039752
1900,107.6473110560753
2000,108.09870045175307
2100,108.55008984743085
2200,109.00147924310863
2300,109.45286863878641
2400,109.90425803446419
2500,110.35564743014197
2600,110.80703682581975
2700,111.25842622149753
2800,111.70981561717531
2900,112.16120501285309
3000,112.61259440853087
3100,113.06398380420865
3200,113.51537319988643
3300,113.9667625955642
3400,114.41815199124198
3500,114.86954138691976
3600,115.32093078259754
3700,115.77232017827532
3800,116.2237095739531
3900,116.67509896963088
4000,117.12648836530866
4100,117.57787776098644
4200,118.02926715666422
4300,118.480656552342
4400,118.93204594801978
4500,119.38343534369756
4600,119.83482473937534
4700,120.28621413505311
4800,120.7376035307309
4900,121.18899292640867
5000,121.64038232208645
5100,122.09177171776423
5200,122.54316111344201
5300,122.99455050911979
5400,123.44593990479757
5500,123.89732930047535
5600,124.34871869615313
5700,124.80010809183091
5800,125.25149748750869
5900,125.70288688318647
6000,126.15427627886424
6100,126.60566567454202
6200,127.0570550702198
6300,127.50844446589758
6400,127.95983386157536
6500,128.41122325725314
6600,128.86261265293092
6700,129.3140020486087
6800,129.76539144428648
6900,130.21678083996426
7000,130.66817023564204
7100,131.11955963131982
7200,131.5709490269976
7300,132.02233842267538
7400,132.47372781835315
7500,132.92511721403093
7600,133.3765066097087
7700,133.8278960053865
7800,134.27928540106427
7900,134.73067479674205
8000,135.18206419241983
8100,135.6334535880976
8200,136.0848429837754
8300,136.53623237945317
8400,136.98762177513095
8500,137.43901117080873
8600,137.8904005664865
8700,138.34178996216428
8800,138.79317935784206
8900,139.24456875351984
9000,139.69595814919762
9100,140.1473475448754
9200,140.59873694055318
9300,141.05012633623096
9400,141.50151573190874
9500,141.95290512758652
9600,142.4042945232643
9700,142.85568391894208
9800,143.30707331461986
9900,143.75846271029764
10000,144.20985210597541
10100,144.6612415016532
10200,145.11263089733097
10300,145.56402029300875
10400,146.01540968868653
10500,146.4667990843643
10600,146.9181884800421
10700,147.36957787571987
10800,147.82096727139765
10900,148.27235666707543
11000,148.7237460627532
11100,149.175135458431
11200,149.62652485410877
11300,150.07791424978655
11400,150.52930364546432
11500,150.9806930411421
11600,151.43208243681988
11700,151.88347183249766
11800,152.33486122817544
11900,152.78625062385322
12000,153.237640019531
12100,153.68902941520878
12200,154.14041881088656
12300,154.59180820656434
12400,155.04319760224212
12500,155.4945869979199
12600,155.94597639359768
12700,156.39736578927545
12800,156.84875518495323
12900,157.300144580631
13000,157.7515339763088
13100,158.20292337198657
13200,158.65431276766435
13300,159.10570216334213
13400,159.5570915590199
13500,160.0084809546977
13600,160.45987035037547
13700,160.91125974605325
13800,161.36264914173103
13900,161.8140385374088
14000,162.26542793308658
14100,162.71681732876436
14200,163.16820672444214
14300,163.61959612011992
14400,164.0709855157977
14500,164.52237491147548
14600,164.97376430715326
14700,165.42515370283104
14800,165.87654309850882
14900,166.3279324941866
15000,166.77932188986438
15100,167.23071128554216
15200,167.68210068121994
15300,168.13349007689771
15400,168.5848794725755
15500,169.03626886825327
15600,169.48765826393105
15700,169.93904765960883
15800,170.3904370552866
15900,170.8418264509644
16000,171.29321584664217
16100,171.74460524231995
16200,172.19599463799773
16300,172.6473840336755
16400,173.0987734293533
16500,173.55016282503107
16600,174.00155222070885
16700,174.45294161638662
16800,174.9043310120644
16900,175.35572040774218
17000,175.80710980341996
17100,176.25849919909774
17200,176.70988859477552
17300,177.1612779904533
17400,177.61266738613108
17500,178.06405678180886
17600,178.51544617748664
17700,178.96683557316442
17800,179.4182249688422
17900,179.86961436451998
18000,180.32100376019775
18100,180.77239315587553
18200,181.2237825515533
18300,181.6751719472311
18400,182.12656134290887
18500,182.57795073858665
18600,183.02934013426443
18700,183.4807295299422
18800,183.93211892562
18900,184.38350832129777
19000,184.83489771697555
19100,185.28628711265333
19200,185.7376765083311
19300,186.18906590400888
19400,186.64045529968666
19500,187.09184469536444
19600,187.54323409104222
19700,187.99462348672
19800,188.44601288239778
19900,188.89740227807556
20000,189.34879167375334
20100,189.80018106943112
20200,190.2515704651089
20300,190.70295986078668
20400,191.15434925646446
20500,191.60573865214224
20600,192.05712804782002
20700,192.5085174434978
20800,192.95990683917557
20900,193.41129623485335
21000,193.86268563053113
21100,194.3140750262089
21200,194.7654644218867
21300,195.21685381756447
21400,195.66824321324225
21500,196.11963260892003
21600,196.5710220045978
21700,197.0224114002756
21800,197.47380079595337
21900,197.92519019163115
22000,198.37657958730892
22100,198.8279689829867
22200,199.27935837866448
22300,199.73074777434226
22400,200.18213717002004
22500,200.63352656569782
22600,201.0849159613756
22700,201.53630535705338
22800,201.98769475273116
22900,202.43908414840894
23000,202.89047354408672
23100,203.3418629397645
23200,203.79325233544228
23300,204.24464173112005
23400,204.69603112679783
23500,205.14742052247388
23600,205.59880991814939
23700,206.0501993138249
23800,206.5015887095004
23900,206.9529781051759
24000,207.4043675008514
24100,207.8557568965269
24200,208.30714629220242
24300,208.75853568787792
24400,209.20992508355343
24500,209.66131447922893
24600,210.11270387490444
24700,210.56409327057995
24800,211.01548266625545
24900,211.46687206193096
25000,211.91826145760646
25100,212.36965085328197
25200,212.82104024895747
25300,213.27242964463298
25400,213.72381904030848
25500,214.175208435984
25600,214.6265978316595
25700,215.077987227335
25800,215.5293766230105
25900,215.980766018686
26000,216.43215541436152
26100,216.88354481003702
26200,217.33493420571253
26300,217.78632360138803
26400,218.23771299706354
26500,218.68910239273904
26600,219.14049178841455
26700,219.59188118409006
26800,220.04327057976556
26900,220.49465997544107
27000,220.94604937111657
27100,221.39743876679208
27200,221.84882816246758
27300,222.3002175581431
27400,222.7516069538186
27500,223.2029963494941
27600,223.6543857451696
27700,224.1057751408451
27800,224.55716453652062
27900,225.00855393219612
28000,225.45994332787163
28100,225.91133272354713
28200,226.36272211922264
28300,226.81411151489814
28400,227.26550091057365
28500,227.71689030624916
28600,228.16827970192466
28700,228.61966909760017
28800,229.07105849327567
28900,229.52244788895118
29000,229.97383728462668
29100,230.4252266803022
29200,230.8766160759777
29300,231.3280054716532
29400,231.7793948673287
29500,232.2307842630042
29600,232.68217365867972
29700,233.13356305435522
29800,233.58495245003073
29900,234.03634184570623
30000,234.48773124138174
30100,234.93912063705724
30200,235.39051003273275
30300,235.84189942840825
30400,236.29328882408376
30500,236.74467821975927
30600,237.19606761543477
30700,237.64745701111028
30800,238.09884640678578
30900,238.5502358024613
31000,239.0016251981368
31100,239.4530145938123
31200,239.9044039894878
31300,240.3557933851633
31400,240.80718278083882
31500,241.25857217651432
31600,241.70996157218983
