Time(Iteration),GeneralizedLinearBanditTheta
0,1.0027735864783154
100,0.9670459943806182
200,0.962621221965196
300,0.950113688642117
400,0.9442141769358997
500,0.9442687688243803
600,0.9402915877850295
700,0.9413729138185708
800,0.9424287449323231
900,0.9446485612633883
1000,0.9425826694216003
1100,0.9407038800697048
1200,0.941027367288185
1300,0.9414263874976164
1400,0.9419254604967113
1500,0.9415227012844113
1600,0.943290639779175
1700,0.9435584315168141
1800,0.9455359429312697
1900,0.945186469094646
2000,0.9453745864836437
2100,0.9439521439423627
2200,0.9454237437130961
2300,0.9452484302271579
2400,0.9447308693812932
2500,0.9452616720712926
2600,0.9442788443518658
2700,0.9446747366860505
2800,0.9448511579097634
2900,0.946305997563611
3000,0.9462028890795438
3100,0.9461116265256134
3200,0.9455056027361854
3300,0.9448885247664126
3400,0.9454088866194557
3500,0.9450767484733161
3600,0.9451089329968967
3700,0.9446041897341846
3800,0.9445545490620748
3900,0.9446144807476031
4000,0.9444817494018733
4100,0.9448197580654452
4200,0.9444773240792316
4300,0.9444833804652726
4400,0.9447979133657686
4500,0.944727462221608
4600,0.9451474939046627
4700,0.9450059818454584
4800,0.9445450152415391
4900,0.9444745425015217
5000,0.944685092008646
5100,0.9446860624186282
5200,0.9444691864176941
5300,0.9442806745618958
5400,0.9443855965462262
5500,0.9439736701132789
5600,0.9440385703659354
5700,0.9440786410573578
5800,0.9443894573507132
5900,0.9445098820495123
6000,0.9447033166916345
6100,0.9445987332726118
6200,0.9447701321877728
6300,0.9445089421215064
6400,0.9442579017388996
6500,0.9440348809398221
6600,0.9441121838064757
6700,0.9441845719527404
6800,0.9438798246596605
6900,0.9438546308206485
7000,0.943938635113539
7100,0.9438436890337473
7200,0.9438941712004226
7300,0.9436996467244205
7400,0.9437474876245151
7500,0.9437232436933678
7600,0.9438282237049502
7700,0.9439761560013009
7800,0.9440958125180637
7900,0.9442541076622882
8000,0.9444359881760672
8100,0.9442562853245992
8200,0.9441367143923548
8300,0.9439894634516672
8400,0.9440507858310921
8500,0.944245410240631
8600,0.9442750479067902
8700,0.9441741561798903
8800,0.9443762370939037
8900,0.9443186638477605
9000,0.9443358957639185
9100,0.9444247090935909
9200,0.9444152771101489
9300,0.9442777411721373
9400,0.9441948461540951
9500,0.9444222438086737
9600,0.9443947564487338
9700,0.9444878466737892
9800,0.9447145749589231
9900,0.9446660271855272
10000,0.9446961289127858
10100,0.9448778936248088
10200,0.9449361041274156
10300,0.9446692191997726
10400,0.9447036641151593
10500,0.9446177864362996
10600,0.9444018479111074
10700,0.9442464362309091
10800,0.9440193286029203
10900,0.9438708074719523
11000,0.9439994572337455
11100,0.9439203349622064
11200,0.9437732247069185
