Time(Iteration),EpsilonGreedyLinearBandit,EpsilonGreedyMultiArmedBandit
0,0.37983971356147256,0.39232967045058337
100,16.90617274606893,20.882034595639244
200,25.008890683804836,32.06039333160963
300,32.86694487397462,39.281283902362446
400,39.192524987232645,45.620710876530104
500,44.38741223794281,51.66187377248279
600,49.89241857410319,58.06576977754518
700,53.97266048080394,63.820690649828784
800,58.995410901701845,68.33144780097662
900,63.60342010788246,73.0740505530986
1000,68.05247292198081,77.84993812140405
1100,71.98802733239167,81.60501983687033
1200,75.54074033271098,86.61583105973794
1300,79.42868517290472,90.7978023529943
1400,82.83736009131046,95.49890508362724
1500,87.37134485522569,99.36403709707498
1600,90.80392549547375,103.19058935014729
1700,94.69158629873932,107.4270217485735
1800,97.69723999773836,111.13338995709015
1900,101.1572179851209,115.13976316196275
2000,105.02251304972954,118.61326759691812
2100,108.25642635901534,122.09572264042556
2200,111.35428296115144,125.27322972951546
2300,115.4620126982491,128.9777489828416
2400,119.05599011694628,132.70506484466105
2500,123.16778270172013,136.3019604475334
2600,126.88581177410053,139.41152493175866
2700,129.9160678794023,141.98428646760783
2800,133.29830827207851,145.83441979727246
2900,136.2656597115445,148.6777753310181
3000,139.3864249551108,151.71306792929033
3100,142.45495741803043,154.69130322247355
3200,145.65268179315797,157.9847236152674
3300,148.5932138416834,160.80708338436625
3400,150.91598751896706,163.82413641494946
3500,153.33747946176095,166.7129446484928
3600,156.50053914896324,169.7212009954992
3700,159.858228896567,172.70171185305784
3800,163.06491380534513,175.75263784946358
3900,165.74571650440936,178.79208231804415
4000,167.92273638754867,181.74381526640897
4100,171.23465394379605,184.0819914021336
4200,173.89429137555442,187.24455491228713
4300,176.81929793934253,190.4001700530215
4400,179.45476797389276,193.32337450100303
4500,182.61542302844254,195.9396787104866
4600,185.25543844366206,198.77901691800236
4700,187.53614348976154,201.49750697095374
4800,189.9349158585108,204.50653739714232
4900,192.36396182581535,207.28443130299314
5000,195.02938000757723,210.31338290934073
5100,197.86646996556556,213.04996114913462
5200,200.5603819226494,215.7951657134792
5300,202.79737927838653,218.70218934126643
5400,205.2222566524503,221.5044160528943
5500,207.47231865344708,224.16548872731377
5600,210.35408955664562,226.53130153081287
5700,212.53440280676637,229.24836617506116
5800,215.01692695026017,232.2154882035506
5900,217.24896381952618,234.73158630694107
6000,220.51866462763687,237.34282053292176
6100,222.8412831206195,240.20998499511362
6200,225.07407809361115,241.7048870340422
6300,227.79402833115745,244.2028998852923
6400,230.30009410781304,246.3903353799939
6500,232.54748037462733,248.69712108181483
6600,234.51950246045317,250.72142040345298
6700,236.6542871286352,253.75077551335357
6800,239.16202298117537,255.893988455015
6900,241.3331976472735,258.62260252478853
7000,243.56633394080922,261.52377506926507
7100,245.36653347960632,264.0208792650567
7200,247.85878330422443,266.4692422774861
7300,250.24724129656465,269.0407532412663
7400,252.64481164660748,271.10072941064516
7500,254.67241509723272,273.8037424854783
7600,257.30374516300293,275.97353072800183
7700,259.37434736978753,278.6639791859648
7800,261.9141156192363,280.702584244146
7900,264.2436608954999,282.78604762199745
8000,267.07551210872475,285.17068869337675
8100,269.23207113639234,287.57923636174615
8200,271.583748774925,290.20065818579513
8300,274.2530001977409,292.271004372108
8400,276.6174457793408,294.18302614254907
8500,278.40027701994285,296.8223360450014
8600,280.18660137128956,299.54472120708976
8700,281.8801012916516,302.3559500359827
8800,284.2092903436827,304.56297050947103
8900,286.1725884411454,306.813296852098
9000,288.8538306660463,308.6776234215389
9100,290.99705698340836,311.0310098787917
9200,292.7999173214891,313.64759441214494
9300,295.26732240057356,316.4213043981168
9400,297.83643067879393,318.68919856654463
9500,300.15648995327786,321.2984334069291
9600,302.18652081252606,322.9148758765521
9700,304.14201073975715,324.94171291779594
9800,305.62772664313303,327.18512344858993
9900,307.84762697180645,329.14941150374756
10000,309.5192141129148,330.9130702257246
10100,311.5519495362612,333.3581735549198
10200,314.0759145484855,335.3705995794837
10300,315.83416202353635,337.8398695506522
10400,318.37115397214336,339.0517742313324
10500,320.4398792863618,340.80747086458774
10600,322.1042780522275,343.3348779638897
10700,324.3003673001939,345.7604420605858
10800,326.23876854731395,347.9917179089435
10900,328.1227785650875,350.16006158777736
11000,330.1391957205106,352.12414861251574
11100,332.3199893239577,354.1550128354942
11200,334.85775036553196,355.6595421786631
11300,337.36394981510796,358.488641797587
11400,339.44926978238993,360.44143844174926
11500,341.4645173135287,362.698374043958
11600,343.6188345268397,364.36027095942836
11700,345.66348186242584,366.23871715500314
11800,347.6543798815928,368.0336600549135
11900,349.7184925557247,369.33249312676276
12000,351.4757346275421,370.8400328542933
12100,353.5175777852484,372.6135826623632
12200,355.77853184515135,375.14269415401947
12300,357.86612687287914,377.4406124643304
12400,359.70990175418484,379.49212730045804
12500,361.90922633643913,381.54764957255554
12600,363.83637089105025,383.40358397802027
12700,365.93046434731934,385.54409577413475
12800,367.8771860736142,387.4310611515163
12900,369.6161791815847,389.65154875134544
13000,371.8055362402591,392.1195328436297
13100,374.1086923866365,394.23928046272283
13200,375.80545323599324,396.1327111004165
13300,378.0817596233765,398.2156897203428
13400,379.937991397028,400.4352532300187
13500,382.02485034839225,403.12476142735363
13600,384.1816559068035,404.60081046261774
13700,386.6069143886815,406.3044024590048
13800,387.93742364588286,408.48882142172937
13900,389.8934781408419,410.4377170495065
14000,391.68118197031225,413.4710688382367
14100,393.2566165614334,415.86058517158506
14200,395.37736358343034,417.82351217291614
14300,397.48070943729755,419.49482012196114
14400,399.3831214931571,421.10872150841317
14500,400.93923707915803,423.17392316779524
14600,402.38338353714795,425.1180893618977
14700,404.5006687078024,427.43544614293876
14800,406.27441861629075,429.4244524137824
14900,408.0895144469831,431.56170051723785
15000,409.59413574486337,433.32459542253457
15100,411.2119647642676,435.1026507062155
15200,413.09902569014946,437.23234951450314
15300,414.94633998664165,438.833016121336
15400,416.94806002629866,440.3751435777679
15500,419.1504788277242,441.68680802610834
15600,421.0088780964653,444.21546583241224
15700,422.39807921384863,446.16173902589236
15800,424.3311896046788,448.4946221253299
15900,425.80785221837976,450.1931941805251
16000,427.79807568021636,452.26810361847095
16100,429.6839172473228,454.3639413378211
16200,431.56295087401077,456.2579523003833
16300,432.9593014860014,458.38763830743835
16400,435.0330457120219,459.93284467804415
16500,436.87283884065437,461.6108262802034
16600,438.38498107760523,463.66054010585094
16700,440.4483781828834,465.6143109259225
16800,442.5367409427539,467.4201402519387
16900,444.2027635383526,469.23856047448146
17000,445.97249857951874,471.0063582391751
17100,447.76560192099544,472.7168290059756
17200,449.6938657888448,474.4021726354181
17300,451.28166441596716,476.4281942517373
17400,453.32504976241296,478.46824300602657
17500,454.442249462561,480.27831329548627
17600,455.9537428479055,482.1129559472403
17700,457.89834299987945,484.4433571818048
17800,459.66628323398646,486.2419502593626
17900,461.4799777871261,488.218936747769
18000,463.04512422771313,490.03884059399223
18100,465.1887406623753,492.3568935355136
18200,466.745172871416,494.7574743518483
18300,468.4474215559434,496.8579455391979
18400,469.9923922453162,499.04026415451136
18500,471.25604736264256,500.6215618393675
18600,473.0097710176515,502.3064387181972
18700,474.5195698176195,504.3636580731078
18800,476.2403256859573,506.177432937235
18900,477.93389805232545,507.98546094538153
19000,479.2784995738201,509.70295526349037
19100,480.3830102545356,511.91498399644024
19200,481.8558736937328,513.8911606929278
19300,482.95949891019643,516.0148013120195
19400,484.67379096883934,517.8861610213422
19500,486.3673810763823,520.1739489845196
19600,487.6405697190522,522.0100060012608
19700,488.4482186998719,524.0069471092783
19800,490.7693354920137,525.9428291038769
19900,492.44473717533583,527.6402392294419
20000,494.46330816370727,528.9903239159547
20100,495.60065547754493,530.9572036120697
20200,496.8978832152958,532.5990561465751
20300,498.7059058086476,534.5473517026543
20400,500.30177539017757,536.338574313711
20500,501.4986853040312,538.6778547375209
20600,502.9923434585962,540.2424669861631
20700,504.6922267612232,541.7795527218709
20800,506.1756477219411,543.3832563264951
20900,507.5257830257401,545.0162631042082
21000,509.3750960994148,547.0740294117609
21100,510.46065637063685,549.6540648835015
21200,511.6225526885719,551.0621145606449
21300,513.3145132171456,552.761617698877
21400,514.6669533519852,554.5702110588271
21500,516.5063247754185,556.6661727832771
21600,518.4754250826443,558.1009738236636
21700,520.3157909754085,560.230182058533
21800,521.4643122131075,561.8756275926806
21900,522.797072800565,563.4863445638002
22000,524.3219658606482,564.6530690893038
22100,525.6537933300771,565.9201422935931
22200,527.520174126649,567.6596954682749
22300,528.7451309509548,569.5232743675955
22400,530.2319674824919,570.9757257904578
22500,531.8982957504794,572.7336580096746
22600,533.1598655897544,573.8419848307891
22700,535.257179423405,575.0804058854676
22800,536.4082707852048,576.8733970914857
22900,537.6772034177129,578.6859693829753
23000,539.2081491224192,580.365505135625
23100,540.6374235919172,582.0767881641071
23200,541.7891065038424,583.6882522137487
23300,543.5045384983481,585.2719017583358
23400,545.3208553868816,587.1685736663592
23500,546.8759773542376,588.5536502673201
23600,548.2342678925227,590.3731814860689
23700,550.0477559694434,591.9018331683044
23800,551.3877729981753,593.2272279037692
23900,553.0116523495683,595.1641218500008
24000,554.558893713936,596.6180129607327
24100,555.7486416377146,598.3282473705028
24200,556.9192457558609,600.2874654744687
24300,558.173044359052,601.4234729875564
24400,559.9128726367296,602.3511837472394
24500,560.9011293389245,603.8838266907776
24600,562.5499876454113,605.3769526685019
24700,563.7565632844392,606.6921337732709
24800,564.9311804935153,608.3868798521185
24900,566.625472304642,609.815552557744
25000,568.0423302450321,611.6406559447894
25100,569.7595609367075,613.6698492823508
25200,571.2474581095526,614.7902422993168
25300,572.2070790259754,616.7176256724849
25400,573.3793695825309,618.2060553461766
25500,574.815958295735,619.6500566466968
25600,576.1465567210138,621.9612750326678
25700,577.1876981104699,623.5114991804807
25800,578.3003358152572,624.5193830712011
25900,579.5739483930786,625.9815919308305
26000,581.0155524991898,627.2307902638062
26100,582.3669727686422,628.8801762065884
26200,583.455753767114,630.5159819515964
26300,584.5118247234175,631.7665614451923
26400,586.1153882962622,633.6532922687791
26500,587.5673509187138,635.070567895477
26600,588.857941111351,636.7098234622604
26700,590.2128205324468,638.4712846031116
26800,590.7315828549083,640.3447100644818
26900,592.4914305734534,641.7895957699694
27000,594.0049247041574,643.0696934023379
27100,595.7222726234781,644.6655777442064
27200,597.4035408980877,646.2255791996915
27300,598.9573510023297,647.8480290494128
27400,601.0353774807237,649.3584908588282
27500,602.1644520030318,651.0175336568311
27600,604.0294667056711,652.4825182599637
27700,605.3984174811312,654.1770058272008
27800,606.6258841245397,655.7485733735266
27900,607.9878646336505,656.9819526111107
28000,609.0831656939247,658.095285212588
28100,610.5255577650089,659.312832331601
28200,611.8293215403579,661.1546694659405
28300,613.1369837857899,663.0353094100279
28400,614.5959945843343,664.9199943100406
28500,615.7406053505595,666.1852244291852
28600,616.993340929945,667.6149203604755
28700,618.2806152471287,669.0543391242438
28800,619.9127785482526,670.4980468080332
28900,621.3577494552245,671.7548820740494
29000,622.5499089919983,673.4888249053678
29100,624.1251470214027,674.7557655942926
29200,625.4320799889784,676.1735880692626
29300,626.5985250485171,677.7204147583733
29400,628.4404075689439,679.7287180556502
29500,630.3390526672653,681.3537975765612
29600,631.26467125083,683.2186329241458
29700,632.6860818807199,684.6795071413644
29800,633.9170800540243,686.5542457680244
29900,635.4848694659654,688.24566900082
30000,636.8074086894966,689.5893705310968
30100,638.1263284840495,690.6783844536809
30200,639.7426043797973,692.0913869653087
30300,640.9468366775419,693.5059510354349
30400,642.169470608061,695.0441596949811
30500,643.3956241697363,696.636746873952
30600,644.4876255505751,698.1674264116702
30700,645.8565770153738,699.5203764883516
30800,647.3710098557507,701.265291573734
30900,648.5777329085453,702.2620640943741
31000,650.264357165628,703.6229027055698
31100,652.0884044936813,705.061137489653
31200,653.76665947969,706.488600718253
31300,654.813028402848,708.4953112517994
31400,655.8472827716512,709.4870162853026
31500,657.1719530109149,710.9140261079452
31600,658.9648430260503,712.428271850542
31700,660.6382280742515,713.9031242376755
31800,662.527021951412,715.1694822335384
31900,664.0895498594934,716.5231601140539
32000,665.0514761538072,717.8893127522932
32100,666.3907945586369,719.7654108740788
32200,668.1044211429426,720.9070634194536
32300,669.5852341742947,722.2067388126267
32400,670.9436821612252,723.7910358599178
32500,672.4773548370559,725.2283900133123
32600,673.8294343576182,726.9747278626744
32700,674.9585682142599,728.4251565662162
32800,676.0060534218004,730.2368252185753
32900,677.1678273419277,731.7377655366134
33000,678.1052813100874,733.5596062931725
33100,679.2366828976043,734.9434852462366
33200,680.7918174256906,736.5723559985734
33300,682.1261831502378,737.9137544645687
33400,683.3765000923842,739.2669368249121
33500,684.5225250334531,740.8143115189285
33600,685.770872645791,742.4892932977322
33700,687.2077823950306,743.6956105436082
33800,688.3476160128912,744.641109973491
33900,689.8813245852847,745.698811634578
34000,691.4700548721131,746.5561283466978
34100,692.7640615786501,747.5224167960689
34200,694.4904947114744,748.8718008337758
34300,695.673597706337,750.2751479655154
34400,697.5349464467223,751.5585818817895
34500,699.0914979941806,752.8731300474394
34600,700.683847603006,754.0635283662899
34700,701.6464806773172,755.6212877916024
34800,702.8008668504032,757.2280181961218
34900,703.8380010809963,758.5881970719544
35000,705.1546052539809,759.4039789922201
35100,706.2703365604755,760.1633682439988
35200,707.9678175426928,761.35979534461
35300,709.2317050291318,762.5396036070135
35400,710.7672425198823,763.6590171656478
35500,711.8116453429554,764.7952080887075
35600,712.9542689126307,766.6846189208252
35700,714.1230857516299,767.6736653926267
35800,715.3496262032337,768.9971244805033
35900,716.3481423064652,769.975013249996
36000,717.4995062811496,771.5811547832957
36100,718.7895822444679,772.6551574970816
36200,719.9090785722474,773.7184230832355
36300,721.711298005335,774.4979445692447
36400,722.7131575266595,775.3454570840015
36500,723.867359270502,776.5717320248771
36600,725.4271788949062,777.7484532466195
36700,726.2122814798194,779.0372904259959
36800,727.299909536925,780.2844063769624
36900,728.5312071729427,781.0796766313446
37000,729.5438955297742,782.136508773279
37100,730.7922326208455,783.2451421722501
37200,732.0140185628852,784.2960844766743
37300,733.3184672781904,785.7180850502361
37400,734.5459821255716,786.9271277583474
37500,735.9779989807021,787.7098062795942
37600,737.0048386450821,789.3867964667147
37700,738.4847566677705,790.403476263581
37800,739.4312553877606,791.3177534659392
37900,740.3734826333535,792.3471998713326
38000,741.8410627928848,793.9235328441316
38100,743.2833289531925,794.9515862907593
38200,744.3405688561279,796.5106363796316
38300,745.4228030911928,797.8759935656565
38400,747.4801027547668,799.3791963983615
38500,748.3947529815789,800.6912325432122
38600,749.5014588405468,801.9488761562116
38700,750.7022507170791,803.131859391545
38800,751.9295869627763,804.4359758431981
38900,753.4997439850329,805.1952563172831
39000,754.2359878593257,806.5053117596257
39100,756.0121948120877,808.0710136534551
39200,757.5318479244186,808.9862061805097
39300,758.7555990152182,810.6805042846198
39400,760.0779557946502,812.054963862891
39500,761.453870903233,813.2422313696628
39600,762.7090198822552,814.3045110764053
39700,764.605820343729,815.4307120433211
39800,765.7692704112441,816.3248948521955
39900,767.1734118635197,817.5347822862777
40000,768.4079556355011,818.6649542879857
40100,769.5092588598498,819.9211273518331
40200,770.6890255943187,821.2559041818073
40300,772.2951918855252,822.2281736166988
40400,773.1766572923339,824.005126887663
40500,774.5084483358318,825.2058012518253
40600,775.5257262233278,826.4475971159409
40700,776.7735136400084,827.9753783163438
40800,777.5853538964586,828.8656941694857
40900,778.6001861711266,830.0270742602981
41000,779.821273190568,831.121188125488
41100,781.3054181603885,832.2874536592178
41200,782.4594245684331,833.8077738494021
41300,783.3592393857439,834.9729304221124
41400,784.534729595286,836.3114472700263
41500,786.0840882510353,837.6516055383614
41600,787.1250702068369,838.4783281831735
41700,788.1039790732041,839.9322711633934
41800,789.3475530317681,841.1041707838455
41900,790.4634725311857,842.1579338429822
42000,791.6460204340459,843.3510935575359
42100,792.9488872244355,844.5661056513549
42200,793.8343602607678,845.704206475824
42300,794.9881620942725,846.7094702085711
42400,796.3420656208741,847.8368184105536
42500,797.4309800005756,848.8794422453539
42600,798.6853869610054,849.69789093907
42700,799.8907831758944,851.0531560999534
42800,801.1844327070415,851.7307741767203
42900,802.261554095921,852.9370834763607
43000,803.2961362093245,853.6612762367888
43100,804.2320474630277,854.8489478804853
43200,805.4780058436115,855.8842646026272
43300,806.6176954154521,857.209450967132
43400,807.5918307966551,858.1564193062426
43500,808.9810871556094,858.8749067748365
43600,810.6467156862535,859.8734730369719
43700,812.3302177537712,861.385484336035
43800,813.2345243363942,862.3214148399071
43900,814.233782150196,863.4804393815036
44000,815.2347499896622,864.4570576832637
44100,816.3936181698517,865.8003183993009
44200,817.9247880733874,866.7583901698672
44300,819.097516725202,867.8140854241414
44400,819.9995165615917,868.935339897674
44500,820.7824539369507,869.7965697516687
44600,822.2364314896153,871.1506364992016
44700,823.7882170975066,872.6677802129252
44800,824.7061502781983,874.1577215412756
44900,825.374355651916,875.3332517738593
45000,826.5643611667525,876.796421478061
45100,827.862639784314,877.7777085716867
45200,829.1723749939805,878.6345708149244
45300,830.4798518007968,879.9123277711753
45400,831.6471384349634,880.7834905239308
45500,832.7910284068255,881.6920020609293
45600,833.9210049636501,883.0064739498945
45700,835.9672460013571,884.0590266602682
45800,836.7208666138683,885.0683093875992
45900,838.1330649023673,886.1366720496883
46000,839.283833559389,887.3481866173873
46100,840.5134070011803,888.5973983807144
46200,841.8226205242457,890.0756866822339
46300,842.8444368941862,891.3032818274994
46400,843.5516180796856,891.7375344559929
46500,844.9403746311773,892.8687072699931
46600,845.8994234551255,894.2942563069097
46700,846.9602337202871,895.1553098651572
46800,848.1825718306394,896.1846072210607
46900,849.3543228560059,897.4324306434403
47000,850.3896187527705,898.5494834463494
47100,850.9547702677592,899.8732297691911
47200,852.1481730709581,901.0058905812539
47300,853.3874339528505,901.6106685082957
47400,854.5327180984456,902.5925981807707
47500,855.8378138341798,903.8281289391646
47600,856.6275073717809,904.7082275080342
47700,857.5546570293818,906.4147160377128
47800,858.393058536986,907.623025603202
47900,859.1131769376659,908.5610564191687
48000,860.3697312163013,909.7467359764576
48100,861.2532412516717,911.4500348291552
48200,862.7123750063071,912.6593006177985
48300,863.7846938045802,913.8003233328585
48400,865.1654057242915,914.9070848924133
48500,866.241069681267,915.9576886999614
48600,867.1375835080851,917.091684705427
48700,868.8091776244695,918.2018336664727
48800,870.0225736485093,919.3610884384734
48900,871.3066717395939,920.5119640907824
49000,872.9459705246563,921.48435220865
49100,874.1927907596676,922.7054146336326
49200,875.1847715186066,923.9610006826413
49300,876.1507029619422,925.0790085501985
49400,877.3459978571871,926.4722913233381
49500,878.3853650691348,927.6459019442642
49600,879.4788191029486,928.6813376825821
49700,880.4552231280837,929.6518783737034
49800,881.517612620541,930.7711066326007
49900,882.4766637223554,931.516840018435
50000,883.5262947953997,932.9020303702157
50100,885.0311786186564,934.2055747151031
50200,886.0531725327195,935.2345938826317
50300,887.1748132286066,936.7336192789802
50400,888.4063382941864,937.7045228239718
50500,889.3660852618796,938.8587614827964
50600,890.7084972381399,940.0044873289747
50700,892.0243858304581,941.4932198646857
50800,892.9645737287617,943.1538533227782
50900,894.1418163841297,944.5315000715073
51000,895.5074484842937,945.3433932650933
51100,896.5859225830625,946.8351603197422
51200,897.2299874499334,947.9765757067869
51300,898.4634717996993,949.5201760409167
51400,899.6661972911861,950.4920018782313
51500,900.6140248342405,951.9359113564718
51600,901.8918632107782,952.7591512147317
51700,902.8901005535266,953.8599334656719
51800,903.940842747888,955.0519657580141
51900,905.3403869251284,956.4195476617591
52000,906.6215865691975,957.3264439453976
52100,907.7904224798027,958.2299964639426
52200,909.1742975549917,959.6132842022095
52300,910.277698876481,960.9075249809827
52400,911.3231143350331,962.1451526964318
52500,912.0533632397762,963.2709273996886
52600,912.877844913616,964.2826403319016
52700,913.9357285300068,965.2096207035347
52800,914.6706052030919,966.209053465207
52900,915.715986838866,966.8885934448848
53000,916.8800720185394,967.8279519139708
53100,917.9708208936332,968.379069188781
53200,918.7293449129381,969.534068883182
53300,919.615026587581,970.8623554808115
53400,920.6535372444796,971.415409567041
53500,922.0191272850294,972.6565776513319
53600,922.994595515326,973.932613346025
53700,923.9484588169055,974.6878907431349
