Time(Iteration),LinearThompsonSamplingMABTheta
0,0.9843825362994341
100,0.45491436281803815
200,0.45485238641685
300,0.45483068196562026
400,0.454797912106229
500,0.4547905388013226
600,0.45479043463645824
700,0.45476286028519625
800,0.4548031948855809
900,0.454796666096683
1000,0.45479264432997024
1100,0.45478777699046713
1200,0.45478452928684554
1300,0.454783521193521
1400,0.45478511672048827
1500,0.45478589467189606
1600,0.4547863965310836
1700,0.45478457016303436
1800,0.4547838265094789
1900,0.45478219607364273
2000,0.4547810107978396
2100,0.4547808256013105
2200,0.4547793742534346
2300,0.45477855767266256
2400,0.45477887280774265
2500,0.4547779709625798
2600,0.4547781194994737
2700,0.45477875702693726
2800,0.4547787559844953
2900,0.4547788474444765
3000,0.4547791042943462
3100,0.4547796094175432
3200,0.4547797206417072
3300,0.45477959445764204
3400,0.45477981970326226
3500,0.45477977217686244
3600,0.45477943582458724
3700,0.45477937990908474
3800,0.4547792754936756
3900,0.454779424408426
4000,0.4547795350681857
4100,0.4547793045733791
4200,0.4547792260511005
4300,0.45477897131652123
4400,0.4547787415453013
4500,0.45477878147595874
4600,0.454778612866546
4700,0.4547783503376143
4800,0.4547785609190852
4900,0.45477861096794214
5000,0.45477861710242856
5100,0.4547787857929538
5200,0.4547789410759571
5300,0.4547788274556924
5400,0.45477891171578877
5500,0.45477875241302695
5600,0.4547787793124754
5700,0.4547791876269981
5800,0.45477928545686125
5900,0.45477927324140116
6000,0.4547794548702842
6100,0.4547793985771257
6200,0.45477896683144514
6300,0.45477876117486665
6400,0.4547785792171376
6500,0.4547786037956234
6600,0.4547784516580274
6700,0.4547783991532726
6800,0.45477834621504476
6900,0.45477817160656653
7000,0.4547781884308413
7100,0.454778070996665
7200,0.4547780679204111
7300,0.4547781545069297
7400,0.4547271281422908
7500,0.45472705505296973
7600,0.4547270030426308
7700,0.45472701679675787
7800,0.45472696696305726
7900,0.45472681959882255
8000,0.45472685010734504
8100,0.45472685209454705
8200,0.4547268544837107
8300,0.4547268301499255
8400,0.4547268797807832
8500,0.454726890503648
8600,0.45472698774936304
8700,0.4547270012333948
8800,0.45472688361639035
8900,0.45472696771615173
9000,0.4547269440468743
9100,0.45472698127470057
9200,0.45472690085748324
9300,0.4547269579496291
9400,0.45472689896832624
9500,0.4547268209439226
9600,0.45472690033164714
9700,0.45472695530540663
9800,0.45472681971240575
9900,0.45472689161575897
10000,0.4547268985883573
10100,0.45472680654988495
10200,0.4547268634888727
10300,0.45472682957269195
10400,0.4547268339350425
10500,0.4547268015382179
10600,0.45472673004378733
10700,0.4547266760876486
10800,0.4547265359429404
10900,0.4547265262535216
11000,0.4547265497589237
11100,0.4547266013021162
11200,0.45472656451598337
11300,0.45472650659699365
11400,0.4547265179277602
11500,0.4547264864362089
11600,0.454726536468885
11700,0.4547277976018459
11800,0.45472776331204434
11900,0.4547278182665607
12000,0.4547278155941103
12100,0.4547277506744993
12200,0.45472771029121606
12300,0.45472773842671915
12400,0.4547277559203544
12500,0.4547277193375826
12600,0.45472778160227134
12700,0.45472779632134025
12800,0.45472775019385364
12900,0.45472780202481095
13000,0.45472785297914164
13100,0.4547277988777039
13200,0.45472780036463795
13300,0.4547277781988539
13400,0.4547277922254341
13500,0.4547277147096474
13600,0.45472771408490403
13700,0.45472768552986215
13800,0.4547276632447093
13900,0.4547276484959236
14000,0.45472764724087106
14100,0.45472759646243965
14200,0.4547275582461441
14300,0.4547275690703689
14400,0.45472758475477015
14500,0.45472759515551264
14600,0.4547275447204947
14700,0.4547275656139053
14800,0.45472757818012166
14900,0.45472750261600386
15000,0.4547274832560532
15100,0.45472750588601796
15200,0.45472752359738955
15300,0.4547274876565373
15400,0.45472751152446744
15500,0.4547274989487149
15600,0.4547274859763629
15700,0.45472747262545327
15800,0.4547275032316291
15900,0.45472751246840193
16000,0.45472747703467264
16100,0.4547274686224269
16200,0.454727469382498
16300,0.45472750517423544
16400,0.4547275061856553
16500,0.45472746666768227
16600,0.4547274396627971
16700,0.45472741416726314
16800,0.4547274032960768
16900,0.4547273724302433
17000,0.45472739528320893
17100,0.45472736798970254
17200,0.45472740158807207
17300,0.4547274143713763
17400,0.45472740260561045
17500,0.454727399565608
17600,0.45472741771993563
17700,0.45472741524127824
17800,0.45472744201221194
17900,0.4547274613501536
18000,0.45472745574044976
18100,0.4547274653372372
18200,0.45472750554338737
18300,0.45472751481079576
18400,0.454727500232635
18500,0.45472751633842246
18600,0.4547275431471053
18700,0.454727536130239
18800,0.45472756089938987
18900,0.45472759319944833
19000,0.45472758011601533
19100,0.4547275921205324
19200,0.4547275976151891
19300,0.45472763797293414
19400,0.45472761954621693
19500,0.45472762751149476
19600,0.45472761388882316
19700,0.45472759234812693
19800,0.45472758920804235
19900,0.45472753524458254
20000,0.4547275367237048
20100,0.45472751811223955
20200,0.45472749855157557
20300,0.4547275186129952
20400,0.4547275353867236
20500,0.4547275203326153
20600,0.4547275402445048
20700,0.4547275239453404
20800,0.45472751636735864
20900,0.454727504589289
21000,0.4547274784872344
21100,0.45472747655622997
21200,0.45472750281271734
21300,0.4547274811703308
21400,0.45472744547317945
21500,0.4547274419868466
21600,0.45472744110280194
21700,0.45472742696616597
21800,0.4547274264375504
21900,0.4547274188196173
22000,0.45472741176760634
22100,0.4547273855788342
22200,0.45472739518168426
22300,0.4547273858820796
22400,0.45472737458179135
22500,0.45472736812046105
22600,0.45472736085796556
22700,0.45472736792367885
22800,0.4547273531444482
22900,0.4547273404232671
23000,0.45472732205192334
23100,0.4547273444618504
23200,0.45472737934650487
23300,0.454727379685707
23400,0.4547273649168802
23500,0.45472739265984
23600,0.4547273783761381
23700,0.45472737180269895
23800,0.4547273646318142
23900,0.45472736548456305
24000,0.4547273666020832
24100,0.45472735734989717
24200,0.45472736860088825
24300,0.45472735842386447
24400,0.45472735981027446
24500,0.4547273618104241
24600,0.45472737187298284
24700,0.4547274182766117
24800,0.4547274249346488
24900,0.45472744717664515
25000,0.4547274320826169
25100,0.4547274351350431
25200,0.4547274386237041
25300,0.45472742932880317
25400,0.45472744232376777
25500,0.45472745280812743
25600,0.45472743828243145
25700,0.4547274297921583
25800,0.45472742681847295
25900,0.4547274483961262
26000,0.4547274416545407
26100,0.4547274468217094
26200,0.45472746583415924
26300,0.45472745214624394
26400,0.4547274556259663
26500,0.4547274420950826
26600,0.4547274221485112
26700,0.4547274278574262
26800,0.454727422130221
26900,0.4547274591172588
27000,0.4547274601694249
27100,0.454727433571812
27200,0.4547274077579999
27300,0.45472742472327
27400,0.45472740831472364
27500,0.45472739735322476
27600,0.4547274050785785
27700,0.4547273802947885
27800,0.45472738144072194
27900,0.45472738930454426
28000,0.4547273876042916
28100,0.45472738349233
28200,0.45472738708015525
28300,0.4547273592615291
28400,0.45472736059248753
28500,0.4547273561672383
28600,0.4547273540027132
28700,0.45472734324207503
28800,0.45472730965487373
28900,0.45472730315102183
29000,0.45472729267451906
29100,0.45472728715848126
29200,0.4547272760643758
29300,0.454727263151305
29400,0.4547272630624407
29500,0.45472725419884374
29600,0.4547272421024243
29700,0.45472724348146415
29800,0.4547272499392263
29900,0.45472723232132406
30000,0.45472723092599576
30100,0.45472722723422043
30200,0.45472723627243655
30300,0.45472723114400304
30400,0.45472722611790406
30500,0.4547272286491343
30600,0.45472723988806685
30700,0.4547272343260388
30800,0.45472723335673687
30900,0.4547272388192263
31000,0.4547272356493436
31100,0.45472721973740604
31200,0.4547272179985634
31300,0.4547272129076564
31400,0.45472721164512625
31500,0.45472721769294966
31600,0.4547272242946866
31700,0.45472722338387095
31800,0.45472722516537745
31900,0.4547272290064776
32000,0.45472722277299854
32100,0.4547272228137921
32200,0.4547272183209
32300,0.45472721443244835
32400,0.4547272203316298
32500,0.4547272224065747
32600,0.4547272223487237
32700,0.45472721326632415
32800,0.4547271963784163
32900,0.4547272005356698
33000,0.45472720219482526
33100,0.4547272042944493
33200,0.4547272052457501
33300,0.45472720112372816
33400,0.4547272097268341
33500,0.4547272058715734
33600,0.45472720380573534
33700,0.45472720725806576
33800,0.4547271982919594
33900,0.4547271916046779
34000,0.4547271906394812
34100,0.45472718905396
34200,0.454727191473303
34300,0.45472719178667764
34400,0.4547271928304982
34500,0.45472719670283457
34600,0.4547271952946029
34700,0.454727200422936
34800,0.45472719626454944
34900,0.4547271973434704
35000,0.4547271982947625
35100,0.45472720591687565
35200,0.45472720716284015
35300,0.4547272129692213
35400,0.4547272071953497
35500,0.4547272061871436
35600,0.454727198721829
35700,0.4547271973361154
35800,0.45472720883042655
35900,0.4547272104249669
36000,0.4547272039728769
36100,0.4547272076545795
36200,0.45472721091921525
36300,0.4547272168211073
36400,0.454727214073542
36500,0.45472721587947407
36600,0.4547272074129494
36700,0.45472722211813343
36800,0.4547272170188602
36900,0.45472722314944336
37000,0.45472722708788743
37100,0.45472721272360195
37200,0.45472722374028385
37300,0.4547272317914276
37400,0.45472723034401497
37500,0.45472723240362606
37600,0.454727230055056
37700,0.45472723599505266
37800,0.4547272287154521
37900,0.4547272192527716
38000,0.4547272168931243
38100,0.45472720842373626
38200,0.4547272141955121
38300,0.45472721285505086
38400,0.4547272185980634
38500,0.45472722370213975
38600,0.45472721868349997
38700,0.4547272187816933
38800,0.4547272258332683
38900,0.45472723924777725
39000,0.4547272236998555
39100,0.45472722402491283
39200,0.4547272298804444
39300,0.45472723005999593
39400,0.45472723629819034
39500,0.4547272366989511
39600,0.4547272383614594
39700,0.45472723762947875
39800,0.45472723968327644
39900,0.45472724670580433
40000,0.4547272479830344
40100,0.45472723681532184
40200,0.454727238042781
40300,0.4547272315037372
40400,0.4547272211476363
40500,0.4547272183832082
40600,0.4547272174424374
40700,0.4547272222359715
40800,0.454727223498746
40900,0.4547272226665539
41000,0.45472721743474703
41100,0.4547272240052117
41200,0.454727224187791
41300,0.4547272233594635
41400,0.4547272309401248
41500,0.454727232927449
41600,0.45472722638384083
41700,0.4547272177084084
41800,0.4547272145147058
41900,0.4547272110893532
42000,0.4547272059885432
42100,0.4547272087827743
42200,0.45472720115016313
42300,0.4547271932972022
42400,0.45472719306847564
42500,0.4547271930889273
42600,0.45472719712498194
42700,0.45472719748224044
42800,0.45472719812632273
42900,0.454727194854467
43000,0.45472719549349183
43100,0.4547272031630987
43200,0.4547271967229989
43300,0.45472719889899116
43400,0.454727193304212
43500,0.45472719286712443
43600,0.4547271903939465
43700,0.45472719326634936
43800,0.4547271884411906
43900,0.45472718940173273
44000,0.45472719895411684
44100,0.45472719969474484
44200,0.4547272079217424
44300,0.45472720846528364
44400,0.454727203945434
44500,0.45472720381097637
44600,0.4547272094739109
44700,0.4547272101930718
44800,0.45472720381439713
44900,0.45472720659009874
45000,0.4547271987079899
45100,0.4547271937868812
45200,0.45472719588133453
45300,0.45472719164787706
45400,0.454727186709575
45500,0.4547271868272734
45600,0.45472718506825904
45700,0.45472718092598763
45800,0.45472717391762324
45900,0.4547271752567146
46000,0.4547271832121923
46100,0.45472718115431443
46200,0.45472717711737304
46300,0.4547271779593358
46400,0.45472718064781176
46500,0.45472718035699333
46600,0.4547271786778704
46700,0.4547271778667191
46800,0.4547271795263127
46900,0.4547271736868197
47000,0.45472717585345723
47100,0.4547271781271144
47200,0.4547271872146287
47300,0.45472718412612495
47400,0.45472718378017973
47500,0.45472717832767007
47600,0.45472718245576793
47700,0.45472718068111523
47800,0.4547271760492727
47900,0.45472717381717465
48000,0.45472717514073285
48100,0.4547271705633723
48200,0.4547271683555246
48300,0.4547271670534109
48400,0.45472716694304005
48500,0.4547271661498128
48600,0.4547271707025572
48700,0.45472717680529956
48800,0.45472718235902027
48900,0.45472718244367477
49000,0.4547271864714687
49100,0.45472719093618935
49200,0.45472719471753287
49300,0.4547271942118522
49400,0.4547271961003979
49500,0.45472719554207064
49600,0.4547271985716426
49700,0.4547272047849886
49800,0.4547272022258899
49900,0.45472720647781617
50000,0.45472720694268604
50100,0.45472720139906075
50200,0.45472720565902
