Time(Iteration),UCBBandit
0,0.4777564867660395
100,34.70551679165691
200,66.96556847170498
300,98.4108475109589
400,129.20360354953945
500,159.6521768201364
600,189.27317908763928
700,218.68579483903122
800,247.54481109248655
900,275.91675371708186
1000,304.08251171456857
1100,331.7319381785718
1200,359.03950392724676
1300,386.0627298937522
1400,412.90611119512334
1500,439.2772734445906
1600,465.30379975465803
1700,491.2602328566609
1800,516.7214688232434
1900,542.1217551964805
2000,567.4850849486188
2100,592.2920270243948
2200,616.8408540429639
2300,640.9241276594609
2400,665.187491489473
2500,689.0858773979116
2600,713.1678198409056
2700,736.6615604123963
2800,759.6852008969062
2900,782.8639110293826
3000,805.9407889904317
3100,828.6057038012101
3200,851.4605427223271
3300,873.7359536958581
3400,896.1635308970792
3500,918.2977546704387
3600,940.1630636061279
3700,961.5670579259922
3800,982.9208887130142
3900,1003.9345064262665
4000,1025.8239738903944
4100,1046.1936979377328
4200,1066.7609266105355
4300,1087.510429633541
4400,1107.8366970795466
4500,1127.7374408419983
4600,1147.8502562687831
4700,1167.7124417617906
4800,1187.5339262168554
4900,1207.4266469726633
5000,1226.6133374678902
5100,1245.8991208545435
5200,1265.393731062576
5300,1284.3311403151242
5400,1303.2673076708563
5500,1321.742480376515
5600,1340.6187305327755
5700,1359.0545024600988
5800,1377.3632238329808
5900,1395.4710539502864
6000,1414.110228068477
6100,1432.1873203194725
6200,1449.8508562623647
6300,1467.9208336349523
6400,1485.8133748178054
6500,1503.4729098460352
6600,1521.260725103899
6700,1538.5764346903782
6800,1555.5965426736332
6900,1572.2799953768317
7000,1589.4864175584173
7100,1606.0851168812537
7200,1622.9239513007274
7300,1639.8227854426746
7400,1655.5204364719034
7500,1672.2012944315052
7600,1688.947754207112
7700,1704.8512628541453
7800,1721.6021634353679
7900,1737.3591680959075
8000,1753.2218073293054
8100,1768.7596493971391
8200,1784.4802072119314
8300,1800.0757274444375
8400,1815.4568484417468
8500,1830.8887682422333
8600,1846.1470795152818
8700,1861.4826995946216
8800,1876.9575353318269
