Time(Iteration),LinearUCBBandit
0,0.46691799250558025
100,8.265397466668755
200,11.07683592123246
300,12.75603569706641
400,14.435235472900498
500,16.121096729562844
600,17.800296505396936
700,19.47949628123103
800,21.15869605706512
900,22.837895832899214
1000,24.517095608733307
1100,26.1962953845675
1200,27.875495160401876
1300,29.554694936236253
1400,31.23389471207063
1500,32.913094487905006
1600,34.59229426373938
1700,36.27149403957376
1800,37.95069381540814
1900,39.629893591242514
2000,41.30909336707689
2100,42.98829314291127
2200,44.667492918745644
2300,46.34669269458002
2400,48.0258924704144
2500,49.705092246248775
2600,51.384292022083024
2700,53.063491797916264
2800,54.742691573749504
2900,56.421891349582744
3000,58.101091125415984
3100,59.780290901249224
3200,61.459490677082464
3300,63.138690452915704
3400,64.81789022874895
3500,66.49709000458219
3600,68.17628978041543
3700,69.85548955624867
3800,71.53468933208191
3900,73.21388910791515
4000,74.89308888374839
4100,76.57228865958163
4200,78.25148843541487
4300,79.93068821124811
4400,81.60988798708135
4500,83.28908776291459
4600,84.96828753874783
4700,86.64748731458107
4800,88.32668709041431
4900,90.00588686624755
5000,91.68508664208079
5100,93.36428641791403
5200,95.04348619374727
5300,96.72268596958051
5400,98.40188574541375
5500,100.08108552124699
5600,101.76028529708023
5700,103.43948507291486
5800,105.11868484875038
5900,106.79788462458589
6000,108.4770844004214
6100,110.15628417625692
6200,111.83548395209243
6300,113.51468372792795
6400,115.19388350376346
6500,116.87308327959897
6600,118.55228305543449
6700,120.23148283127
6800,121.91068260710551
6900,123.58988238294103
7000,125.26908215877654
7100,126.94828193461206
7200,128.62748171044757
7300,130.30668148628308
7400,131.9858812621186
7500,133.6650810379541
7600,135.34428081378962
7700,137.02348058962514
7800,138.70268036546065
7900,140.38188014129616
8000,142.06107991713168
8100,143.7402796929672
8200,145.4194794688027
8300,147.09867924463822
8400,148.77787902047373
8500,150.45707879630925
8600,152.13627857214476
8700,153.81547834798027
8800,155.4946781238158
8900,157.1738778996513
9000,158.85307767548682
9100,160.53227745132233
9200,162.21147722715784
9300,163.89067700299336
9400,165.56987677882887
9500,167.24907655466438
9600,168.9282763304999
9700,170.6074761063354
9800,172.28667588217093
9900,173.96587565800644
10000,175.64507543384195
10100,177.32427520967747
10200,179.00347498551298
10300,180.6826747613485
10400,182.361874537184
10500,184.04107431301952
10600,185.72027408885504
10700,187.39947386469055
10800,189.07867364052606
10900,190.75787341636158
11000,192.4370731921971
11100,194.1162729680326
11200,195.79547274386812
11300,197.47467251970363
11400,199.15387229553914
11500,200.83307207137466
11600,202.51227184721017
11700,204.1914716230457
11800,205.8706713988783
11900,207.54987117470927
12000,209.22907095054023
12100,210.9082707263712
12200,212.58747050220217
12300,214.26667027803313
12400,215.9458700538641
12500,217.62506982969506
12600,219.30426960552603
12700,220.983469381357
12800,222.66266915718796
12900,224.34186893301893
13000,226.0210687088499
13100,227.70026848468086
13200,229.37946826051183
13300,231.0586680363428
13400,232.73786781217376
13500,234.41706758800473
13600,236.0962673638357
13700,237.77546713966666
13800,239.45466691549763
13900,241.1338666913286
14000,242.81306646715956
14100,244.49226624299052
14200,246.1714660188215
14300,247.85066579465246
14400,249.52986557048342
14500,251.2090653463144
14600,252.88826512214536
14700,254.56746489797632
14800,256.2466646738073
14900,257.92586444963825
15000,259.6050642254692
15100,261.2842640013002
15200,262.96346377713115
15300,264.6426635529621
15400,266.3218633287931
15500,268.00106310462405
15600,269.680262880455
15700,271.359462656286
15800,273.03866243211695
15900,274.7178622079479
16000,276.3970619837789
16100,278.07626175960985
16200,279.7554615354408
16300,281.4346613112718
16400,283.11386108710275
16500,284.7930608629337
16600,286.4722606387647
16700,288.15146041459565
16800,289.8306601904266
16900,291.5098599662576
17000,293.18905974208855
17100,294.8682595179195
17200,296.5474592937505
17300,298.22665906958144
17400,299.9058588454124
17500,301.5850586212434
17600,303.26425839707434
17700,304.9434581729053
17800,306.6226579487363
17900,308.30185772456724
18000,309.9810575003982
18100,311.6602572762292
18200,313.33945705206014
18300,315.0186568278911
18400,316.6978566037221
18500,318.37705637955304
18600,320.056256155384
18700,321.735455931215
18800,323.41465570704594
18900,325.0938554828769
19000,326.77305525870787
19100,328.45225503453884
19200,330.1314548103698
19300,331.81065458620077
