Time(Iteration),LinearUCBBandit
0,0.3480724024671792
100,18.219374513704494
200,35.850934159656234
300,53.482493805607604
400,71.11405345156045
500,88.7456130975133
600,106.37717274346589
700,124.0087323894176
800,141.64029203536933
900,159.27185168132104
1000,176.90341132727275
1100,194.53497097322446
1200,212.16653061917617
1300,229.79809026512788
1400,247.4296499110796
1500,265.0612095570313
1600,282.692769202983
1700,300.3243288489347
1800,317.95588849488644
1900,335.58744814083815
2000,353.21900778678986
2100,370.85056743274157
2200,388.4821270786933
2300,406.113686724645
2400,423.74524637060404
2500,441.37680601656484
2600,459.00836566252565
2700,476.63992530848645
2800,494.27148495444726
2900,511.90304460040807
3000,529.5346042463689
3100,547.1661638923297
3200,564.7977235382905
3300,582.4292831842513
3400,600.0608428302121
3500,617.6924024761729
3600,635.3239621221337
3700,652.9555217680945
3800,670.5870814140553
3900,688.2186410600161
4000,705.8502007059769
4100,723.4817603519377
4200,741.1133199978985
4300,758.7448796438593
4400,776.3764392898202
4500,794.007998935781
4600,811.6395585817418
4700,829.2711182277026
4800,846.9026778736634
4900,864.5342375196242
5000,882.165797165585
5100,899.7973568115458
5200,917.4289164575066
5300,935.0604761034674
5400,952.6920357494282
5500,970.323595395389
5600,987.9551550413498
5700,1005.5867146873106
5800,1023.2182743332714
5900,1040.8498339792322
6000,1058.481393625193
6100,1076.1129532711539
6200,1093.7445129171147
6300,1111.3760725630755
6400,1129.0076322090363
6500,1146.639191854997
6600,1164.2707515009579
6700,1181.9023111469187
6800,1199.5338707928795
6900,1217.1654304388403
7000,1234.796990084801
7100,1252.428549730762
7200,1270.0601093767227
7300,1287.6916690226835
7400,1305.3232286686443
7500,1322.9547883146051
7600,1340.586347960566
7700,1358.2179076065268
7800,1375.8494672524876
7900,1393.4810268984484
8000,1411.1125865444092
8100,1428.74414619037
8200,1446.3757058363308
8300,1464.0072654822916
8400,1481.6388251282524
8500,1499.2703847742132
8600,1516.901944420174
8700,1534.5335040661348
8800,1552.1650637120956
8900,1569.7966233580564
9000,1587.4281830040172
9100,1605.059742649978
9200,1622.6913022959388
9300,1640.3228619418994
9400,1657.9544215878602
9500,1675.585981233821
9600,1693.2175408797818
9700,1710.8491005257426
9800,1728.4806601717034
9900,1746.1122198176643
10000,1763.743779463625
10100,1781.3753391095859
10200,1799.0068987555467
10300,1816.6384584015075
10400,1834.2700180474683
10500,1851.901577693429
10600,1869.53313733939
10700,1887.1646969853507
10800,1904.7962566313115
10900,1922.4278162772723
11000,1940.0593759232331
11100,1957.690935569194
11200,1975.3224952151547
11300,1992.9540548611155
11400,2010.5856145070763
11500,2028.2171741530371
11600,2045.848733798998
11700,2063.480293444959
11800,2081.11185309092
11900,2098.7434127368806
12000,2116.3749723828414
12100,2134.006532028802
12200,2151.638091674763
12300,2169.269651320724
12400,2186.9012109666846
12500,2204.5327706126454
12600,2222.1643302586062
12700,2239.795889904567
12800,2257.427449550528
12900,2275.0590091964887
13000,2292.6905688424495
13100,2310.3221284884103
13200,2327.953688134371
13300,2345.585247780332
13400,2363.2168074262927
13500,2380.8483670722535
13600,2398.4799267182143
13700,2416.111486364175
13800,2433.743046010136
13900,2451.3746056560967
14000,2469.0061653020575
14100,2486.6377249480183
14200,2504.269284593979
14300,2521.90084423994
14400,2539.5324038859007
14500,2557.1639635318616
14600,2574.7955231778224
14700,2592.427082823783
14800,2610.058642469744
14900,2627.690202115705
15000,2645.3217617616656
15100,2662.9533214076264
15200,2680.584881053587
15300,2698.216440699548
15400,2715.848000345509
15500,2733.4795599914696
15600,2751.1111196374304
15700,2768.742679283391
15800,2786.374238929352
15900,2804.005798575313
16000,2821.6373582212736
16100,2839.2689178672344
16200,2856.9004775131953
16300,2874.532037159156
16400,2892.163596805117
16500,2909.7951564510777
16600,2927.4267160970385
16700,2945.0582757429993
16800,2962.68983538896
16900,2980.321395034921
17000,2997.9529546808817
17100,3015.5845143268425
17200,3033.2160739728033
17300,3050.847633618764
17400,3068.479193264725
17500,3086.1107529106857
17600,3103.7423125566465
17700,3121.3738722026073
17800,3139.005431848568
17900,3156.636991494529
18000,3174.2685511404898
18100,3191.9001107864506
18200,3209.5316704324114
18300,3227.163230078372
18400,3244.794789724333
18500,3262.426349370294
18600,3280.0579090162682
18700,3297.689468662302
18800,3315.3210283083354
18900,3332.952587954369
19000,3350.5841476004025
19100,3368.215707246436
19200,3385.8472668924696
19300,3403.478826538503
19400,3421.1103861845368
19500,3438.7419458305703
19600,3456.373505476604
19700,3474.0050651226375
19800,3491.636624768671
19900,3509.2681844147046
20000,3526.899744060738
20100,3544.5313037067717
20200,3562.1628633528053
20300,3579.794422998839
20400,3597.4259826448724
20500,3615.057542290906
20600,3632.6891019369396
20700,3650.320661582973
20800,3667.9522212290067
20900,3685.5837808750402
21000,3703.215340521074
21100,3720.8469001671074
21200,3738.478459813141
21300,3756.1100194591745
21400,3773.741579105208
21500,3791.3731387512416
21600,3809.004698397275
21700,3826.6362580433088
21800,3844.2678176893423
21900,3861.899377335376
22000,3879.5309369814095
22100,3897.162496627443
22200,3914.7940562734766
22300,3932.42561591951
22400,3950.0571755655437
22500,3967.6887352115773
22600,3985.320294857611
22700,4002.9518545036444
22800,4020.583414149678
22900,4038.2149737957116
23000,4055.846533441745
23100,4073.4780930877787
23200,4091.1096527338123
23300,4108.741212379846
23400,4126.372772025879
23500,4144.004331671913
23600,4161.6358913179465
23700,4179.26745096398
23800,4196.899010610014
23900,4214.530570256047
24000,4232.162129902081
24100,4249.793689548114
24200,4267.425249194148
24300,4285.0568088401815
24400,4302.688368486215
24500,4320.319928132249
24600,4337.951487778282
24700,4355.583047424316
24800,4373.214607070349
24900,4390.846166716383
25000,4408.477726362416
25100,4426.10928600845
25200,4443.740845654484
25300,4461.372405300517
25400,4479.003964946551
25500,4496.635524592584
25600,4514.267084238618
25700,4531.898643884651
25800,4549.530203530685
25900,4567.1617631767185
26000,4584.793322822752
26100,4602.424882468786
26200,4620.056442114819
26300,4637.688001760853
26400,4655.319561406886
26500,4672.95112105292
26600,4690.5826806989535
26700,4708.214240344987
