Time(Iteration),LinearUCBBandit
0,0.3793426880947711
100,18.56849454735204
200,36.16686421227344
300,53.76523387719509
400,71.36360354211625
500,88.96197320703742
600,106.5603428719583
700,124.15871253687833
800,141.75708220179837
900,159.3554518667184
1000,176.95382153163843
1100,194.55219119655845
1200,212.15056086148223
1300,229.74893052641136
1400,247.34730019134048
1500,264.9456698562696
1600,282.5440395211987
1700,300.14240918612785
1800,317.740778851057
1900,335.3391485159861
2000,352.9375181809152
2100,370.53588784584434
2200,388.13425751077347
2300,405.7326271757026
2400,423.33099684061756
2500,440.9293665055285
2600,458.5277361704394
2700,476.12610583535036
2800,493.7244755002613
2900,511.3228451651722
3000,528.9212148300832
3100,546.5195844949941
3200,564.117954159905
3300,581.716323824816
3400,599.3146934897269
3500,616.9130631546378
3600,634.5114328195488
3700,652.1098024844597
3800,669.7081721493706
3900,687.3065418142816
4000,704.9049114791925
4100,722.5032811441034
4200,740.1016508090144
4300,757.7000204739253
4400,775.2983901388362
4500,792.8967598037472
4600,810.4951294686581
4700,828.0934991335737
4800,845.6918687984937
4900,863.2902384634137
5000,880.8886081283338
5100,898.4869777932538
5200,916.0853474581738
5300,933.6837171230939
5400,951.2820867880139
5500,968.8804564529339
5600,986.4788261178539
5700,1004.077195782774
5800,1021.675565447694
5900,1039.273935112614
6000,1056.872304777534
6100,1074.470674442454
6200,1092.069044107374
6300,1109.6674137722941
6400,1127.2657834372142
6500,1144.8641531021342
6600,1162.4625227670542
6700,1180.0608924319743
6800,1197.6592620968943
6900,1215.2576317618143
7000,1232.8560014267343
7100,1250.4543710916544
7200,1268.0527407565744
7300,1285.6511104214944
7400,1303.2494800864145
7500,1320.8478497513345
7600,1338.4462194162545
7700,1356.0445890811745
7800,1373.6429587460946
7900,1391.2413284110146
8000,1408.8396980759346
8100,1426.4380677408546
8200,1444.0364374057747
8300,1461.6348070706947
8400,1479.2331767356147
8500,1496.8315464005348
8600,1514.4299160654548
8700,1532.0282857303748
8800,1549.6266553952948
8900,1567.2250250602149
9000,1584.823394725135
9100,1602.421764390055
9200,1620.020134054975
9300,1637.618503719895
9400,1655.216873384815
9500,1672.815243049735
9600,1690.413612714655
9700,1708.011982379575
9800,1725.6103520444951
9900,1743.2087217094152
10000,1760.8070913743352
10100,1778.4054610392552
10200,1796.0038307041752
10300,1813.6022003690953
10400,1831.2005700340153
10500,1848.7989396989353
10600,1866.3973093638554
10700,1883.9956790287754
10800,1901.5940486936954
10900,1919.1924183586154
11000,1936.7907880235355
11100,1954.3891576884555
11200,1971.9875273533755
11300,1989.5858970182956
11400,2007.1842666832156
11500,2024.7826363481356
11600,2042.3810060130556
11700,2059.9793756779754
11800,2077.5777453428955
11900,2095.1761150078155
12000,2112.7744846727355
12100,2130.3728543376556
12200,2147.9712240025756
12300,2165.5695936674956
12400,2183.1679633324156
12500,2200.7663329973357
12600,2218.3647026622557
12700,2235.9630723271757
12800,2253.5614419920958
12900,2271.159811657016
13000,2288.758181321936
13100,2306.356550986856
13200,2323.954920651776
13300,2341.553290316696
13400,2359.151659981616
13500,2376.750029646536
13600,2394.348399311456
13700,2411.946768976376
13800,2429.545138641296
13900,2447.143508306216
14000,2464.741877971136
14100,2482.340247636056
14200,2499.938617300976
14300,2517.536986965896
14400,2535.135356630816
14500,2552.7337262957362
14600,2570.3320959606563
14700,2587.9304656255763
14800,2605.5288352904963
14900,2623.1272049554163
15000,2640.7255746203364
15100,2658.3239442852564
15200,2675.9223139501764
15300,2693.5206836150965
15400,2711.1190532800165
15500,2728.7174229449365
15600,2746.3157926098565
15700,2763.9141622747766
15800,2781.5125319396966
15900,2799.1109016046166
16000,2816.7092712695367
16100,2834.3076409344567
16200,2851.9060105993767
16300,2869.5043802642967
16400,2887.1027499292168
16500,2904.701119594137
16600,2922.299489259057
16700,2939.897858923977
16800,2957.496228588897
16900,2975.094598253817
17000,2992.692967918737
17100,3010.291337583657
17200,3027.889707248577
17300,3045.488076913497
17400,3063.086446578417
17500,3080.684816243337
17600,3098.283185908257
17700,3115.881555573177
17800,3133.479925238097
17900,3151.078294903017
18000,3168.676664567937
18100,3186.2750342328573
18200,3203.8734038977773
18300,3221.4717735626973
18400,3239.0701432276173
18500,3256.6685128925374
18600,3274.2668825574574
18700,3291.8652522223774
18800,3309.4636218872974
18900,3327.0619915522175
19000,3344.6603612171375
19100,3362.2587308820575
19200,3379.8571005469776
19300,3397.4554702118976
19400,3415.0538398768176
19500,3432.6522095417376
19600,3450.2505792066577
19700,3467.8489488715777
19800,3485.4473185364977
19900,3503.0456882014178
20000,3520.644057866338
20100,3538.242427531258
20200,3555.840797196178
20300,3573.439166861098
20400,3591.037536526018
20500,3608.635906190938
20600,3626.234275855858
20700,3643.832645520778
20800,3661.431015185698
20900,3679.029384850618
21000,3696.627754515538
21100,3714.226124180458
21200,3731.824493845378
21300,3749.422863510298
21400,3767.021233175218
21500,3784.619602840138
21600,3802.2179725050582
21700,3819.8163421699783
21800,3837.4147118348983
21900,3855.0130814998183
22000,3872.6114511647384
22100,3890.2098208296584
22200,3907.8081904945784
22300,3925.4065601594984
22400,3943.0049298244185
22500,3960.6032994893385
22600,3978.2016691542585
22700,3995.8000388191786
22800,4013.3984084840986
22900,4030.9967781490186
23000,4048.5951478139386
23100,4066.1935174788587
23200,4083.7918871437787
23300,4101.390256808699
23400,4118.988626473619
23500,4136.586996138539
23600,4154.185365803459
23700,4171.783735468379
23800,4189.382105133299
23900,4206.980474798219
24000,4224.578844463139
24100,4242.177214128059
24200,4259.775583792979
24300,4277.373953457899
24400,4294.972323122819
24500,4312.570692787739
24600,4330.169062452659
24700,4347.767432117579
24800,4365.365801782499
24900,4382.964171447419
25000,4400.562541112339
25100,4418.160910777259
25200,4435.759280442179
25300,4453.357650107099
25400,4470.956019772019
25500,4488.554389436939
25600,4506.152759101859
25700,4523.751128766779
25800,4541.349498431699
25900,4558.9478680966195
26000,4576.5462377615395
26100,4594.1446074264595
26200,4611.7429770913795
26300,4629.3413467563
26400,4646.93971642122
26500,4664.53808608614
26600,4682.13645575106
26700,4699.73482541598
26800,4717.3331950809
26900,4734.93156474582
27000,4752.52993441074
27100,4770.12830407566
27200,4787.72667374058
27300,4805.3250434055
27400,4822.92341307042
27500,4840.52178273534
27600,4858.12015240026
27700,4875.71852206518
27800,4893.3168917301
27900,4910.91526139502
28000,4928.51363105994
28100,4946.11200072486
28200,4963.71037038978
28300,4981.3087400547
28400,4998.90710971962
28500,5016.50547938454
28600,5034.10384904946
28700,5051.70221871438
28800,5069.3005883793
28900,5086.89895804422
29000,5104.49732770914
29100,5122.09569737406
29200,5139.69406703898
29300,5157.2924367039
29400,5174.89080636882
29500,5192.4891760337405
29600,5210.0875456986605
29700,5227.6859153635805
29800,5245.284285028501
29900,5262.882654693421
30000,5280.481024358341
30100,5298.079394023261
30200,5315.677763688181
30300,5333.276133353101
30400,5350.874503018021
30500,5368.472872682941
30600,5386.071242347861
30700,5403.669612012781
30800,5421.267981677701
30900,5438.866351342621
31000,5456.464721007541
31100,5474.063090672461
31200,5491.661460337381
31300,5509.259830002301
31400,5526.858199667221
31500,5544.456569332141
31600,5562.054938997061
31700,5579.653308661981
31800,5597.251678326901
31900,5614.850047991821
32000,5632.448417656741
32100,5650.046787321661
32200,5667.645156986581
32300,5685.243526651501
32400,5702.841896316421
32500,5720.440265981341
32600,5738.038635646261
32700,5755.637005311181
32800,5773.235374976101
32900,5790.833744641021
33000,5808.4321143059415
33100,5826.0304839708615
33200,5843.6288536357815
33300,5861.227223300702
33400,5878.825592965622
33500,5896.423962630542
33600,5914.022332295462
33700,5931.620701960382
33800,5949.219071625302
33900,5966.817441290222
34000,5984.415810955142
34100,6002.014180620062
34200,6019.612550284982
34300,6037.210919949902
34400,6054.809289614822
34500,6072.407659279742
34600,6090.006028944662
34700,6107.604398609582
34800,6125.202768274502
34900,6142.801137939422
35000,6160.399507604342
35100,6177.997877269262
35200,6195.596246934182
35300,6213.194616599102
35400,6230.792986264022
35500,6248.391355928942
35600,6265.989725593862
35700,6283.588095258782
35800,6301.186464923702
35900,6318.784834588622
36000,6336.383204253542
36100,6353.981573918462
36200,6371.579943583382
36300,6389.178313248302
36400,6406.776682913222
36500,6424.3750525781425
36600,6441.9734222430625
36700,6459.5717919079825
36800,6477.1701615729025
36900,6494.768531237823
37000,6512.366900902743
37100,6529.965270567663
37200,6547.563640232583
37300,6565.162009897598
37400,6582.760379562664
37500,6600.358749227729
37600,6617.957118892795
37700,6635.55548855786
37800,6653.153858222926
37900,6670.7522278879915
38000,6688.350597553057
38100,6705.948967218123
38200,6723.547336883188
38300,6741.145706548254
38400,6758.744076213319
38500,6776.342445878385
38600,6793.94081554345
38700,6811.539185208516
38800,6829.137554873581
38900,6846.735924538647
39000,6864.3342942037125
39100,6881.932663868778
39200,6899.531033533844
39300,6917.129403198909
39400,6934.727772863975
39500,6952.32614252904
39600,6969.924512194106
39700,6987.522881859171
39800,7005.121251524237
39900,7022.719621189302
40000,7040.317990854368
40100,7057.9163605194335
40200,7075.514730184499
40300,7093.113099849565
40400,7110.71146951463
40500,7128.309839179696
40600,7145.908208844761
40700,7163.506578509827
40800,7181.104948174892
40900,7198.703317839958
41000,7216.301687505023
41100,7233.900057170089
41200,7251.4984268351545
41300,7269.09679650022
41400,7286.695166165286
41500,7304.293535830351
41600,7321.891905495417
41700,7339.490275160482
41800,7357.088644825548
41900,7374.687014490613
42000,7392.285384155679
42100,7409.8837538207445
42200,7427.48212348581
42300,7445.080493150876
42400,7462.678862815941
42500,7480.277232481007
42600,7497.875602146072
42700,7515.473971811138
42800,7533.072341476203
42900,7550.670711141269
43000,7568.269080806334
43100,7585.8674504714
43200,7603.4658201364655
43300,7621.064189801531
43400,7638.662559466597
43500,7656.260929131662
43600,7673.859298796728
43700,7691.457668461793
43800,7709.056038126859
43900,7726.654407791924
44000,7744.25277745699
44100,7761.851147122055
44200,7779.449516787121
44300,7797.0478864521865
44400,7814.646256117252
44500,7832.244625782318
44600,7849.842995447383
44700,7867.441365112449
44800,7885.039734777514
44900,7902.63810444258
45000,7920.236474107645
45100,7937.834843772711
45200,7955.433213437776
45300,7973.031583102842
45400,7990.6299527679075
45500,8008.228322432973
45600,8025.826692098039
45700,8043.425061763104
45800,8061.02343142817
45900,8078.621801093235
46000,8096.220170758301
46100,8113.818540423366
46200,8131.416910088432
46300,8149.015279753497
46400,8166.613649418563
46500,8184.212019083629
46600,8201.810388748694
46700,8219.40875841376
46800,8237.007128078825
46900,8254.60549774389
47000,8272.203867408956
47100,8289.802237074022
47200,8307.400606739087
47300,8324.998976404153
47400,8342.597346069218
47500,8360.195715734284
47600,8377.79408539935
47700,8395.392455064415
47800,8412.99082472948
47900,8430.589194394546
48000,8448.187564059612
48100,8465.785933724677
48200,8483.384303389743
48300,8500.982673054808
48400,8518.581042719874
48500,8536.17941238494
48600,8553.777782050005
48700,8571.37615171507
48800,8588.974521380136
48900,8606.572891045202
49000,8624.171260710267
49100,8641.769630375333
49200,8659.368000040398
49300,8676.966369705464
49400,8694.56473937053
49500,8712.163109035595
49600,8729.76147870066
49700,8747.359848365726
49800,8764.958218030792
49900,8782.556587695857
