Time(Iteration),GeneralizedLinearBandit
0,0.1672984455750735
100,16.18603699782319
200,31.554422320902507
300,46.319628390165164
400,60.878104858790266
500,75.09205533964388
600,88.55402883165405
700,101.69810155928607
800,115.08586521153265
900,127.55365975211205
1000,139.69542766934023
1100,152.28002633356454
1200,164.18923806380047
1300,175.41780220031734
1400,186.00058782681427
1500,196.55184216936422
1600,206.7225012027276
1700,215.72552796638055
1800,224.6907266587065
1900,233.5728851976687
2000,242.98190643996008
2100,251.706598414074
2200,259.3802352975557
2300,266.9110169807267
2400,275.033677591132
2500,280.9409521278135
2600,287.3249430904544
2700,293.93786358650493
2800,299.68135990149796
2900,307.2232876776761
3000,314.02428849405914
3100,320.90199331854456
3200,325.0096777752698
3300,331.0525393748279
3400,337.2308094408067
3500,342.38112817540656
3600,346.984332407678
3700,352.2690654725472
3800,357.42931195195183
3900,361.8304471005862
4000,366.58395343143314
4100,370.6557287332589
4200,374.97441764755865
4300,379.1071044707205
4400,383.8486849844038
4500,387.17073126918234
4600,390.57690843839794
4700,394.10584751046844
4800,397.8111586679173
4900,400.8863233121431
5000,404.3766418838397
5100,408.47199348458355
5200,411.6054200442101
5300,415.0075867356839
5400,417.97135949415787
5500,421.9778108958806
5600,424.85907239668325
5700,427.4949302888419
5800,430.386457988644
5900,433.4312245052962
6000,435.8479547093443
6100,438.96197459384257
6200,441.0256789174361
6300,444.491143267204
6400,447.3798252963047
6500,450.4340126446503
6600,452.52600768928596
6700,454.652126531237
6800,457.38771274003466
6900,459.4831889887085
7000,461.5557450819888
7100,463.79403953060245
7200,465.2935244837971
7300,466.16418333425884
7400,467.177716807487
7500,469.4618690777812
7600,472.05526430292275
7700,473.8134369583787
7800,475.39283985739746
7900,476.567308590788
8000,478.2690822217295
8100,479.69303159634967
8200,480.43412492331373
8300,481.22194944819773
8400,482.42698417069903
8500,483.47073793167044
8600,485.2933302545225
8700,486.973063845882
8800,488.6850593211152
8900,490.715380455065
9000,492.79676167649325
9100,494.3722444475341
9200,495.66380648210543
9300,496.74423175522116
9400,497.97727731444166
9500,498.9997104957001
9600,500.4744123849035
9700,502.36187747087996
9800,504.22601757817046
9900,505.1864962344331
10000,506.4261171254864
10100,507.49999252226087
10200,508.7752697942754
10300,509.5917414544186
10400,510.67887901658486
10500,511.4130618049065
