Time(Iteration),LinearThompsonSamplingMABTheta
0,0.983546421813237
100,0.24595584318371225
200,0.18525115190717062
300,0.1605458019082297
400,0.13732017001462438
500,0.12679911382149958
600,0.11625238960515408
700,0.10941446568261748
800,0.1070751741502868
900,0.1000130623379812
1000,0.09732624881500844
1100,0.09377642836616927
1200,0.0897808736083117
1300,0.0900024735681606
1400,0.08736182526781269
1500,0.08608941050237665
1600,0.08536590270337248
1700,0.08405926337273742
1800,0.08170501297984184
1900,0.08094571337835162
2000,0.08007851950124387
2100,0.08037610160037947
2200,0.07947263865186385
2300,0.079897374498036
2400,0.07917617610007552
2500,0.07824071589157601
2600,0.07700192751832417
2700,0.07630683336916506
2800,0.07511368437088732
2900,0.07417554204623589
3000,0.07440293085104403
3100,0.07446505743393528
3200,0.07322179551522526
3300,0.0725838676024885
3400,0.07252951657562454
3500,0.07166151431653325
3600,0.07235681562339646
3700,0.07239853479786039
3800,0.07249493964847985
3900,0.0714462291645129
4000,0.07098868644731318
4100,0.07081118396947612
4200,0.07068476013312777
4300,0.07012650727412414
4400,0.06998002286309661
4500,0.07013864854849619
4600,0.07029819751570594
4700,0.06989053199881227
4800,0.06950294237137952
4900,0.06864908470098942
5000,0.06874117804808748
5100,0.06838062317425615
5200,0.06840336287029744
5300,0.06862400015445279
5400,0.06834899944901775
5500,0.0680588929614935
5600,0.06814158169348049
5700,0.06822681411576403
5800,0.06926047961502788
5900,0.06897343835635583
6000,0.0685143519673408
6100,0.06839353559407071
6200,0.06779574790764017
6300,0.06797246463323245
6400,0.06810475550822064
6500,0.06783756143733465
6600,0.06777917577533127
6700,0.0678202872567139
6800,0.06718912139811435
6900,0.06672177538127547
7000,0.06636540506504034
7100,0.0653544589389559
7200,0.06550250285053184
7300,0.06569914308873656
7400,0.06534505685708096
7500,0.06497652433517745
7600,0.06494155605686892
7700,0.06479669252727407
7800,0.06491134754731578
7900,0.06466517607793162
8000,0.06431198934511158
8100,0.06365178083068448
8200,0.06321101158767736
8300,0.06343683508392435
8400,0.06284137628081762
8500,0.06290653835701619
8600,0.06274969603825895
8700,0.06256100720362323
8800,0.06263252340932196
8900,0.06273782478647469
9000,0.06279001412027642
9100,0.06295320923719466
9200,0.06332869301624582
9300,0.06313358497149052
9400,0.0630391339622212
9500,0.06296261108369244
9600,0.06330607465049116
9700,0.06344659944626206
9800,0.06343405612847212
9900,0.06341217928624428
10000,0.06326697041597887
10100,0.06322580801353644
10200,0.06289155013139133
10300,0.0629547071486641
10400,0.06255955145264526
10500,0.06274877860658293
10600,0.06278732069174994
10700,0.06275758976524776
10800,0.06270586051041384
10900,0.06278118101267846
11000,0.06277310477230427
11100,0.0624155848246042
11200,0.0624301937190566
11300,0.06249275848122874
11400,0.062387560246350435
11500,0.06215617641528115
11600,0.06131013536438403
11700,0.06115831466818109
11800,0.06095893095149375
11900,0.06104759556125422
12000,0.06093961379598796
12100,0.0607546630257866
12200,0.060238568925725974
12300,0.06029829614578417
12400,0.06033448736778857
12500,0.06018147314138196
12600,0.06024348004650021
12700,0.06055251983680204
12800,0.06023526894897542
12900,0.06048254100476452
13000,0.060562842572360706
13100,0.06056606407772512
13200,0.06057246400750469
13300,0.06035956475677488
13400,0.06002445939689675
13500,0.06018610240831705
13600,0.06018892781579218
13700,0.06012174151478776
13800,0.06011176040681865
13900,0.06054572246510266
14000,0.06033441696550486
14100,0.06034212956047176
14200,0.06066048755474625
14300,0.060658824207456406
14400,0.0605739677831907
14500,0.060690438801722355
14600,0.06061058999422728
14700,0.06065784562725653
14800,0.06066707530896702
14900,0.06064389371167274
15000,0.060472852995349324
15100,0.06072735944854677
15200,0.06078975408415316
15300,0.06079505778230933
15400,0.06078796947709084
15500,0.06077913418967331
15600,0.06073410558718591
15700,0.06072530682205868
15800,0.0607796875256625
15900,0.06076125120600491
16000,0.060785479378354566
16100,0.06079129205517199
16200,0.060610472723640854
16300,0.060443897289919356
16400,0.060278328767658304
16500,0.0597681774023868
16600,0.059663690313775296
16700,0.05954646606343905
16800,0.05971552818839041
16900,0.05976777176609127
17000,0.05984729549455643
17100,0.059426902704408965
17200,0.05902133243657805
17300,0.05901110986237597
17400,0.05893871633183432
17500,0.05876131266797989
17600,0.05889004624817033
17700,0.0589760963555042
17800,0.05891335983901989
17900,0.05896921899405109
18000,0.05907809051880779
18100,0.05902470982113152
18200,0.05868241263239925
18300,0.05828075605150636
18400,0.05867640584913707
18500,0.05871663773064156
18600,0.058719967876561266
18700,0.05873711944587099
18800,0.05915420427648218
18900,0.059213515672423035
19000,0.0591093710695816
19100,0.059148532416681575
19200,0.05912348693675319
19300,0.059230559333025304
19400,0.059250355802776475
19500,0.059201568092916254
19600,0.05910371087496395
19700,0.05928951965450878
19800,0.05923512885510486
19900,0.05904120239452961
20000,0.05948200713567092
20100,0.05946235193136799
20200,0.059314605030586984
20300,0.059364685954357024
20400,0.059448060369029485
20500,0.05958286074976281
20600,0.05953135928298618
20700,0.05943203081855224
20800,0.05938548353708133
20900,0.05935168928695056
21000,0.05917697504153049
21100,0.059164353952029944
21200,0.059032505786545134
21300,0.05924301398882775
21400,0.0590951842998642
21500,0.05916576256959581
21600,0.05920686878295604
21700,0.05916692742582972
21800,0.05910332372590116
21900,0.05922698545191477
22000,0.05883381152031012
22100,0.05861450059046445
22200,0.05852633975334252
22300,0.05854845616874553
22400,0.05840988037765153
22500,0.05767646123199175
22600,0.0577707697888115
22700,0.05795254950406634
22800,0.0580189419369353
22900,0.057806295191081936
23000,0.05764043872345916
23100,0.05766457338647796
23200,0.057776698869453115
23300,0.057637804739959254
23400,0.05759374338606995
23500,0.05755010010305249
23600,0.057513203462439676
23700,0.05735629094881293
23800,0.057419448877410226
23900,0.057420599183126086
24000,0.057390593791890196
24100,0.05738429233442628
24200,0.05697192762223319
24300,0.05692914290081931
24400,0.05682357017265445
24500,0.056614205073396096
24600,0.056621750674376393
24700,0.056847975423082744
24800,0.05683736305808964
24900,0.05683996053407484
25000,0.05699467319831436
25100,0.05701627529064872
25200,0.05699663183496616
25300,0.057026390560254735
25400,0.05661607108332917
25500,0.056592343731791894
25600,0.056526243092267184
25700,0.05672037498620882
25800,0.0566163016099754
25900,0.05655481742220999
26000,0.05653776935024957
26100,0.0564964664974667
26200,0.05644121860211856
26300,0.05640859124705794
26400,0.056359051333243274
26500,0.05630096967632244
26600,0.056320375767476685
26700,0.05629155470019733
26800,0.056210880574779284
26900,0.0561952474713075
27000,0.05617944014375118
27100,0.05618163068190225
27200,0.05615003366532419
27300,0.0563690527377961
27400,0.05651358164751595
27500,0.056352414194353086
27600,0.05631242043249633
27700,0.05628843522461382
27800,0.05617238206107328
27900,0.05616340329635463
28000,0.05615881523579321
28100,0.056034484465702285
28200,0.055805034981805404
28300,0.055850567819168216
28400,0.05581952902889613
28500,0.05563349679329192
28600,0.05560961825233368
28700,0.055597594587506426
28800,0.05563545946156606
28900,0.05545924004052719
29000,0.05550731178902059
29100,0.055500831277636276
29200,0.05547099336435305
29300,0.05556002973047214
29400,0.055505475053238586
29500,0.055282805325995145
29600,0.05535573636369654
29700,0.05541206152833109
29800,0.0553482584866436
29900,0.055352527032333496
30000,0.055170618050190176
30100,0.05516215960371451
30200,0.05535633371236417
30300,0.055201975471572816
30400,0.055313255729358614
30500,0.05544225807039993
30600,0.05538705931680804
30700,0.05565707288850965
30800,0.055704691521219485
30900,0.05567809472775922
31000,0.05569772300916005
31100,0.05584141904266922
31200,0.0557277085844692
31300,0.05573070715029284
31400,0.05587682316449512
31500,0.05602886387817213
31600,0.05628208817429484
31700,0.05644600238061698
31800,0.05644708181697672
31900,0.05635159026669945
32000,0.05633634003475947
32100,0.05626341435428681
