Time(Iteration),ThompsonSamplingGaussianMAB
12900,84.63395187102637
13000,84.69211933548203
13100,84.75020331566338
13200,84.75820563802007
13300,84.7702350679655
13400,84.85314884520773
13500,84.8632821163073
13600,84.88425265148162
13700,84.92181200401652
13800,84.9851659483734
13900,85.09156264162081
14000,85.09156264162081
14100,85.16062170511107
14200,85.19469342004689
14300,85.26304917164218
14400,85.34186598615689
14500,85.34186598615689
14600,85.34617835524324
14700,85.47237356238436
14800,85.50528053093288
14900,85.53389554110792
15000,85.54790218184172
15100,85.56081964809549
15200,85.56081964809549
15300,85.57209193448281
15400,85.66959033325728
15500,85.694212146221
15600,85.78608081832277
15700,85.89759537829741
15800,85.9029009758426
15900,86.02496963941755
16000,86.02496963941755
16100,86.0775648117994
16200,86.12078309972316
16300,86.19560828761603
16400,86.20527897668842
16500,86.30859485445495
16600,86.35929915382391
16700,86.43885738372887
16800,86.51816707295278
16900,86.53561444118438
17000,86.61923350504955
17100,86.65603054756772
17200,86.69187601732168
17300,86.70154670639407
17400,86.74683844150414
17500,86.83826557141455
17600,86.87330452064086
17700,86.9162609112985
17800,86.95133482834967
17900,86.95133482834967
18000,86.96075730157763
18100,86.96075730157763
18200,87.0684303028509
18300,87.0742908203344
18400,87.07977617816016
18500,87.07977617816016
18600,87.07977617816016
18700,87.08147066318803
18800,87.09874858033537
18900,87.15247523010606
19000,87.21959206439932
19100,87.31795161537306
19200,87.39330968680119
19300,87.40992305579952
19400,87.43425390271891
19500,87.46699476189977
19600,87.46822631873734
19700,87.46822631873734
19800,87.46822631873734
19900,87.48156814387677
20000,87.48279970071434
20100,87.57275643546424
20200,87.61701943293686
20300,87.61701943293686
20400,87.62897580164102
20500,87.70986570676702
20600,87.70986570676702
20700,87.71535106459278
20800,87.76063383116022
20900,87.77196493004826
21000,87.78046589272168
21100,87.79306262365951
21200,87.79306262365951
21300,87.81157356540118
21400,87.91210933399694
21500,87.93819455845468
21600,87.93819455845468
21700,87.95753593659946
21800,87.97587343600715
21900,88.01240774993784
22000,88.04080229918387
22100,88.07637137733009
22200,88.13677902265404
22300,88.1665916239847
22400,88.1665916239847
22500,88.19180387147689
22600,88.22004658419019
22700,88.22535218173537
22800,88.22535218173537
22900,88.26260652033179
23000,88.26260652033179
23100,88.31123611016949
23200,88.31123611016949
23300,88.34541373203527
23400,88.35508442110765
23500,88.38707721272019
23600,88.3975477755331
23700,88.3975477755331
23800,88.46519783347755
23900,88.53274857163932
24000,88.59978327961417
24100,88.62551422733
24200,88.63321852787875
24300,88.64142484470118
24400,88.64691020252694
24500,88.65286887432705
24600,88.72295682688738
24700,88.75063574138596
24800,88.75063574138596
24900,88.75063574138596
25000,88.75063574138596
25100,88.85100342554304
25200,88.85100342554304
25300,88.85531579462938
25400,88.85531579462938
25500,88.85531579462938
25600,88.85962816371573
25700,88.87992876111795
25800,88.8897484531278
25900,88.89941914220017
26000,88.9000802334971
26100,88.90640183749674
26200,88.90640183749674
26300,88.97145473184469
26400,88.97145473184469
26500,89.04000548921326
26600,89.04000548921326
26700,89.09316390289521
26800,89.09747627198156
26900,89.18682566220949
27000,89.20134698857564
27100,89.24846077607009
27200,89.3175263460537
27300,89.32602730872712
27400,89.37855924205442
27500,89.3944288875186
27600,89.43021157612502
27700,89.44216794482918
27800,89.45897729569388
27900,89.50533903773837
28000,89.55781444220385
28100,89.55781444220385
28200,89.55950892723172
28300,89.60451689220221
28400,89.61743435845598
28500,89.68059811137945
28600,89.69564461802709
28700,89.73931914542626
28800,89.7399802367232
28900,89.81605764116111
29000,89.84274066188875
29100,89.84274066188875
29200,89.84274066188875
29300,89.89008490150245
29400,89.91902969775975
29500,89.91902969775975
29600,90.04156476074276
29700,90.04587712982911
29800,90.0956482530822
29900,90.15814701828997
30000,90.15814701828997
30100,90.15814701828997
30200,90.15814701828997
30300,90.15814701828997
30400,90.18813220438658
30500,90.22741370427606
30600,90.27521182855192
30700,90.28341814537434
30800,90.36796888704943
30900,90.36796888704943
31000,90.4050477335685
31100,90.4440964379128
31200,90.45165144042417
31300,90.45165144042417
31400,90.49575742623217
31500,90.51556338961623
31600,90.51556338961623
31700,90.57659431908134
31800,90.62113451858686
31900,90.62113451858686
32000,90.63700416405104
32100,90.68173083813244
32200,90.75457033513867
32300,90.76227463568742
32400,90.8058917883749
32500,90.86008403465692
32600,90.8617785196848
32700,90.93412120618959
32800,90.93478229748652
32900,90.93478229748652
33000,90.93478229748652
33100,90.93478229748652
33200,90.93478229748652
33300,91.00550156351096
33400,91.01098692133672
33500,91.0389254836854
33600,91.0389254836854
33700,91.0500187542899
33800,91.05340772434565
33900,91.11790238268432
34000,91.1195968677122
34100,91.14071571498035
34200,91.14602131252553
34300,91.20708736525106
34400,91.21843324056032
34500,91.25162914713003
34600,91.26902999134492
34700,91.26902999134492
34800,91.33969904780997
34900,91.33969904780997
35000,91.34500464535516
35100,91.36422887088949
35200,91.40685994081633
35300,91.40685994081633
35400,91.40685994081633
35500,91.40685994081633
35600,91.41272045829983
35700,91.41272045829983
35800,91.41272045829983
35900,91.41272045829983
36000,91.50125446988949
36100,91.59918046330007
36200,91.59918046330007
36300,91.6370377731686
36400,91.69294451975556
36500,91.70062259293141
36600,91.75787430569108
36700,91.75787430569108
36800,91.75787430569108
36900,91.76218667477742
37000,91.81742743806197
37100,91.85016829724282
37200,91.86508718121328
37300,91.86508718121328
37400,91.86508718121328
37500,91.86508718121328
37600,91.86508718121328
37700,91.86508718121328
37800,91.92732526743922
37900,92.03830731188623
38000,92.03896840318316
38100,92.1047229751352
38200,92.1047229751352
38300,92.1047229751352
38400,92.1047229751352
38500,92.10752568526611
38600,92.10922017029398
38700,92.10922017029398
38800,92.11677517280535
38900,92.11677517280535
39000,92.11677517280535
39100,92.11677517280535
39200,92.11743626410228
39300,92.11913074913016
39400,92.11913074913016
39500,92.11913074913016
39600,92.11913074913016
39700,92.12966706603737
39800,92.17555998826899
39900,92.18326428881772
40000,92.18326428881772
40100,92.18856988636291
40200,92.18923097765985
40300,92.24341330761325
40400,92.24341330761325
40500,92.31467683519996
40600,92.3542263486902
40700,92.3542263486902
40800,92.3600868661737
40900,92.3600868661737
41000,92.39472281582955
41100,92.48991023470248
41200,92.48991023470248
41300,92.48991023470248
41400,92.48991023470248
41500,92.48991023470248
41600,92.49160471973035
41700,92.49957373999516
41800,92.50778005681758
41900,92.50844114811451
42000,92.50844114811451
42100,92.52039751681868
42200,92.52039751681868
42300,92.52039751681868
42400,92.58285786908041
42500,92.62477358184276
42600,92.62477358184276
42700,92.62908595092911
42800,92.62908595092911
42900,92.62908595092911
43000,92.64987731455112
43100,92.69157088840652
43200,92.6928024452441
43300,92.6928024452441
43400,92.6928024452441
43500,92.6928024452441
43600,92.70247313431648
43700,92.70678550340283
43800,92.70678550340283
43900,92.74100241525457
44000,92.74100241525457
44100,92.7538545568365
44200,92.7538545568365
44300,92.7538545568365
44400,92.7538545568365
44500,92.7538545568365
44600,92.7538545568365
44700,92.8394447756161
44800,92.84010586691304
44900,92.86187872228443
45000,92.88709096977662
45100,92.89295148726012
45200,92.89996846913905
45300,92.89996846913905
45400,92.89996846913905
45500,92.89996846913905
45600,92.89996846913905
45700,92.9198784706203
45800,92.9198784706203
45900,92.97974897476104
46000,92.97974897476104
46100,92.97974897476104
46200,92.98676595663997
46300,93.01792607477756
46400,93.04687087103487
46500,93.09671643207109
46600,93.09671643207109
46700,93.09671643207109
46800,93.09671643207109
46900,93.18075456453755
47000,93.19129088144476
47100,93.19129088144476
47200,93.22940431529341
47300,93.22940431529341
47400,93.23220702542433
47500,93.23220702542433
47600,93.23220702542433
47700,93.23220702542433
47800,93.26336714356192
47900,93.27097437163687
48000,93.27097437163687
48100,93.28490002513601
48200,93.28490002513601
48300,93.28770273526693
48400,93.28770273526693
48500,93.28770273526693
48600,93.28770273526693
48700,93.28770273526693
48800,93.28770273526693
48900,93.30162838876608
49000,93.30162838876608
49100,93.30162838876608
49200,93.30162838876608
49300,93.30162838876608
49400,93.35774930465143
49500,93.36908040353947
49600,93.36908040353947
49700,93.36908040353947
49800,93.36908040353947
49900,93.41508634648122
50000,93.41508634648122
50100,93.42305536674603
50200,93.42305536674603
50300,93.4576434226658
50400,93.4635039401493
50500,93.4635039401493
50600,93.47171025697172
50700,93.47757077445522
50800,93.48804133726813
50900,93.48804133726813
51000,93.48804133726813
51100,93.48804133726813
51200,93.48804133726813
51300,93.48804133726813
51400,93.5251201837872
51500,93.54899875352075
51600,93.54899875352075
51700,93.54899875352075
51800,93.54899875352075
51900,93.54899875352075
52000,93.56680885665835
52100,93.56850334168624
52200,93.56850334168624
52300,93.58929470530825
52400,93.60140497361012
52500,93.60140497361012
52600,93.6538051601469
52700,93.659763831947
52800,93.659763831947
52900,93.659763831947
53000,93.659763831947
53100,93.71355164407889
53200,93.71355164407889
53300,93.71355164407889
53400,93.71355164407889
53500,93.71355164407889
53600,93.72807297044504
53700,93.72807297044504
53800,93.72807297044504
53900,93.72873406174197
54000,93.72873406174197
54100,93.7315367718729
54200,93.7315367718729
54300,93.80357725574862
54400,93.80357725574862
54500,93.80788962483497
54600,93.80788962483497
54700,93.80788962483497
54800,93.8085507161319
54900,93.81286308521825
55000,93.81286308521825
55100,93.8546809047991
55200,93.8546809047991
55300,93.85899327388545
55400,93.88514612717371
55500,93.88514612717371
55600,93.88514612717371
55700,93.88514612717371
55800,93.88514612717371
55900,93.94370524873003
56000,93.94370524873003
56100,93.94370524873003
56200,93.94370524873003
56300,93.94650795886093
56400,94.00213796953713
56500,94.00984227008587
56600,94.00984227008587
56700,94.00984227008587
56800,94.00984227008587
56900,94.00984227008587
57000,94.00984227008587
57100,94.00984227008587
57200,94.00984227008587
57300,94.00984227008587
57400,94.00984227008587
57500,94.00984227008587
57600,94.03063363370788
57700,94.03526075267965
57800,94.03526075267965
57900,94.03526075267965
58000,94.09842450560312
58100,94.09842450560312
58200,94.1659752437649
58300,94.1659752437649
58400,94.1659752437649
58500,94.1659752437649
58600,94.1659752437649
58700,94.1659752437649
58800,94.18154388996162
58900,94.18154388996162
59000,94.18154388996162
59100,94.20233525358364
59200,94.20233525358364
59300,94.24258760960122
59400,94.24258760960122
59500,94.24258760960122
59600,94.24258760960122
59700,94.27686010392807
59800,94.27686010392807
59900,94.29078575742722
60000,94.29078575742722
60100,94.29078575742722
60200,94.29078575742722
60300,94.29078575742722
60400,94.33980285681196
60500,94.33980285681196
60600,94.34149734183983
60700,94.34149734183983
60800,94.34149734183983
60900,94.34999830451326
61000,94.3819511218954
61100,94.40016843634788
61200,94.40016843634788
61300,94.40016843634788
61400,94.40448080543423
61500,94.40448080543423
61600,94.40448080543423
61700,94.40448080543423
61800,94.40448080543423
61900,94.40448080543423
62000,94.41900213180038
62100,94.41900213180038
62200,94.4410913625311
62300,94.4410913625311
62400,94.4410913625311
62500,94.44175245382803
62600,94.44455516395894
62700,94.49712815457158
62800,94.49712815457158
62900,94.49712815457158
63000,94.50483245512032
63100,94.50652694014819
63200,94.50932965027911
63300,94.50932965027911
63400,94.50932965027911
63500,94.50932965027911
63600,94.50932965027911
63700,94.50932965027911
63800,94.50932965027911
63900,94.50932965027911
64000,94.55352351999346
64100,94.61055895814928
64200,94.61122004944622
64300,94.61122004944622
64400,94.61122004944622
64500,94.61122004944622
64600,94.61122004944622
64700,94.61122004944622
64800,94.61122004944622
64900,94.61122004944622
65000,94.61122004944622
65100,94.61122004944622
65200,94.61122004944622
65300,94.62706463526288
65400,94.6834168240997
65500,94.70918734306444
65600,94.70918734306444
65700,94.70918734306444
65800,94.70918734306444
65900,94.70918734306444
66000,94.77455268508953
66100,94.78225698563827
66200,94.78656935472462
66300,94.78656935472462
66400,94.78656935472462
66500,94.78656935472462
66600,94.78656935472462
66700,94.79242987220812
66800,94.79242987220812
66900,94.79242987220812
67000,94.79242987220812
67100,94.79242987220812
67200,94.81250374283289
67300,94.8332602287954
67400,94.8332602287954
67500,94.8332602287954
67600,94.8332602287954
67700,94.92874001341448
67800,94.92874001341448
67900,94.95305686006023
68000,94.95305686006023
68100,94.95305686006023
68200,94.95305686006023
68300,94.95305686006023
68400,94.95305686006023
68500,94.95305686006023
68600,94.95305686006023
68700,95.00207105127919
68800,95.00207105127919
68900,95.00207105127919
69000,95.00207105127919
69100,95.02400953145558
69200,95.02400953145558
69300,95.02400953145558
69400,95.02400953145558
69500,95.03251049412901
69600,95.03251049412901
69700,95.14856346317143
69800,95.14856346317143
69900,95.14856346317143
70000,95.14856346317143
70100,95.18553523979705
70200,95.18553523979705
70300,95.19084083734224
70400,95.19084083734224
70500,95.19084083734224
70600,95.21890896729118
70700,95.21890896729118
70800,95.21890896729118
70900,95.22711528411361
71000,95.22711528411361
71100,95.22711528411361
71200,95.22711528411361
71300,95.25975832039438
71400,95.30498797158467
71500,95.30498797158467
71600,95.36103047778496
71700,95.36103047778496
71800,95.3616915690819
71900,95.3616915690819
72000,95.36600393816823
72100,95.36600393816823
72200,95.36600393816823
72300,95.36600393816823
72400,95.36600393816823
72500,95.36600393816823
72600,95.36600393816823
72700,95.36600393816823
72800,95.36600393816823
72900,95.36600393816823
73000,95.36600393816823
73100,95.36600393816823
73200,95.36600393816823
73300,95.36600393816823
73400,95.36600393816823
73500,95.36600393816823
73600,95.36600393816823
73700,95.37302092004717
73800,95.38269160911956
73900,95.38269160911956
74000,95.39066062938437
74100,95.39066062938437
74200,95.39066062938437
74300,95.39066062938437
74400,95.39066062938437
74500,95.39066062938437
74600,95.39066062938437
74700,95.39836492993311
74800,95.39836492993311
74900,95.39836492993311
75000,95.39836492993311
75100,95.39836492993311
75200,95.39836492993311
75300,95.448098394717
75400,95.448098394717
75500,95.448098394717
75600,95.448098394717
75700,95.45570562279195
75800,95.45570562279195
75900,95.45570562279195
76000,95.45570562279195
76100,95.45570562279195
76200,95.45570562279195
76300,95.45570562279195
76400,95.45570562279195
76500,95.45570562279195
76600,95.45570562279195
76700,95.4678158910938
76800,95.4678158910938
76900,95.4678158910938
77000,95.4678158910938
77100,95.4678158910938
77200,95.4678158910938
77300,95.4678158910938
77400,95.4678158910938
77500,95.47212826018016
77600,95.47212826018016
77700,95.53222367315742
77800,95.53222367315742
77900,95.53222367315742
78000,95.53222367315742
78100,95.53288476445435
78200,95.53354585575129
78300,95.53354585575129
78400,95.53354585575129
78500,95.53354585575129
78600,95.53354585575129
78700,95.53354585575129
78800,95.53354585575129
78900,95.53354585575129
79000,95.53354585575129
79100,95.53354585575129
79200,95.53354585575129
79300,95.53354585575129
79400,95.53354585575129
79500,95.53354585575129
79600,95.53354585575129
79700,95.53354585575129
79800,95.53354585575129
79900,95.54204681842472
80000,95.54204681842472
80100,95.54204681842472
80200,95.54204681842472
80300,95.54204681842472
80400,95.54204681842472
80500,95.54204681842472
80600,95.54204681842472
80700,95.54204681842472
80800,95.58246239621755
80900,95.58246239621755
81000,95.58246239621755
81100,95.58246239621755
81200,95.60027249935517
81300,95.60027249935517
81400,95.60027249935517
81500,95.65592214316332
81600,95.65592214316332
81700,95.66140750098909
81800,95.66140750098909
81900,95.66140750098909
82000,95.66140750098909
82100,95.66140750098909
82200,95.66140750098909
82300,95.66140750098909
82400,95.66140750098909
82500,95.66140750098909
82600,95.66140750098909
82700,95.66140750098909
82800,95.66140750098909
82900,95.69778406233311
83000,95.69778406233311
83100,95.74007064182842
83200,95.74007064182842
83300,95.74007064182842
83400,95.81508855921201
83500,95.86243279882572
83600,95.94705826124007
83700,95.94705826124007
83800,95.97302956628343
83900,95.97302956628343
84000,96.0074710324768
84100,96.0074710324768
84200,96.0074710324768
84300,96.0074710324768
84400,96.05912925175217
84500,96.11007860274324
84600,96.11007860274324
84700,96.11007860274324
84800,96.11007860274324
84900,96.11007860274324
85000,96.11007860274324
85100,96.11007860274324
85200,96.11007860274324
85300,96.11177308777113
85400,96.11177308777113
85500,96.11177308777113
85600,96.11177308777113
85700,96.11177308777113
85800,96.11177308777113
85900,96.11177308777113
86000,96.11177308777113
86100,96.11177308777113
86200,96.11177308777113
86300,96.11177308777113
86400,96.11177308777113
86500,96.11974210803592
86600,96.11974210803592
86700,96.11974210803592
86800,96.11974210803592
86900,96.11974210803592
87000,96.14004270543815
87100,96.14004270543815
87200,96.19323573006238
87300,96.19323573006238
87400,96.19323573006238
87500,96.19323573006238
87600,96.19323573006238
87700,96.19323573006238
87800,96.19323573006238
87900,96.20908031587905
88000,96.20974140717598
88100,96.20974140717598
88200,96.20974140717598
88300,96.20974140717598
88400,96.20974140717598
88500,96.20974140717598
88600,96.20974140717598
88700,96.20974140717598
88800,96.20974140717598
88900,96.20974140717598
89000,96.23062113228943
89100,96.26868513747829
89200,96.26868513747829
89300,96.26868513747829
89400,96.26868513747829
89500,96.26868513747829
89600,96.26868513747829
89700,96.26868513747829
89800,96.26868513747829
89900,96.26868513747829
90000,96.2932868772978
90100,96.32767028710474
90200,96.32767028710474
90300,96.32767028710474
90400,96.32767028710474
90500,96.32767028710474
90600,96.32767028710474
90700,96.32767028710474
90800,96.32767028710474
90900,96.32767028710474
91000,96.32767028710474
91100,96.32767028710474
91200,96.32767028710474
91300,96.35270905904302
91400,96.35337015033996
91500,96.35885550816572
91600,96.35885550816572
91700,96.35885550816572
91800,96.35885550816572
91900,96.35885550816572
92000,96.36646273624066
92100,96.36646273624066
92200,96.3749636989141
92300,96.3749636989141
92400,96.3749636989141
92500,96.3749636989141
92600,96.3749636989141
92700,96.3749636989141
92800,96.3749636989141
92900,96.3749636989141
93000,96.3749636989141
93100,96.3749636989141
93200,96.3749636989141
93300,96.3749636989141
93400,96.38257092698905
93500,96.42024646548154
93600,96.42024646548154
93700,96.42024646548154
93800,96.42024646548154
93900,96.42024646548154
94000,96.42024646548154
94100,96.43157756436958
94200,96.43157756436958
94300,96.43157756436958
94400,96.46052236062687
94500,96.46052236062687
94600,96.46052236062687
94700,96.46052236062687
94800,96.46052236062687
94900,96.46052236062687
95000,96.46052236062687
95100,96.46052236062687
95200,96.46052236062687
95300,96.46052236062687
95400,96.46052236062687
95500,96.47452900136066
95600,96.47452900136066
95700,96.47452900136066
95800,96.47452900136066
95900,96.47452900136066
96000,96.47452900136066
96100,96.47452900136066
96200,96.47452900136066
96300,96.47452900136066
96400,96.47452900136066
96500,96.47452900136066
96600,96.47452900136066
96700,96.47452900136066
96800,96.47452900136066
96900,96.47452900136066
97000,96.47576055819823
97100,96.47576055819823
97200,96.50716295700474
97300,96.50716295700474
97400,96.50716295700474
97500,96.50716295700474
97600,96.50716295700474
97700,96.51513197726953
97800,96.51513197726953
97900,96.51513197726953
98000,96.58371530937578
98100,96.58371530937578
98200,96.58371530937578
98300,96.58371530937578
98400,96.58371530937578
98500,96.58371530937578
98600,96.58371530937578
98700,96.58371530937578
98800,96.58371530937578
98900,96.58371530937578
99000,96.58371530937578
99100,96.58371530937578
99200,96.58371530937578
99300,96.58371530937578
99400,96.62147887762742
99500,96.64128484101148
99600,96.64128484101148
99700,96.64128484101148
99800,96.64128484101148
99900,96.70989008482644
100000,96.78586775151982
100100,96.78586775151982
100200,96.78586775151982
100300,96.78586775151982
100400,96.78586775151982
100500,96.78586775151982
100600,96.78586775151982
100700,96.78586775151982
100800,96.78586775151982
100900,96.78652884281675
101000,96.78652884281675
101100,96.78652884281675
101200,96.78652884281675
101300,96.78652884281675
101400,96.82190507627482
101500,96.82190507627482
101600,96.82190507627482
101700,96.82190507627482
101800,96.82190507627482
101900,96.82190507627482
102000,96.82190507627482
102100,96.82190507627482
102200,96.82190507627482
102300,96.82190507627482
102400,96.83482254252858
102500,96.83482254252858
102600,96.83482254252858
102700,96.83482254252858
102800,96.83482254252858
102900,96.8594242823481
103000,96.8594242823481
103100,96.8594242823481
103200,96.8594242823481
103300,96.8594242823481
103400,96.8594242823481
103500,96.8594242823481
103600,96.90424635402177
103700,96.90424635402177
103800,96.90424635402177
103900,96.90424635402177
104000,96.90424635402177
104100,96.90424635402177
104200,96.90424635402177
104300,96.91478267092899
104400,96.91478267092899
104500,96.91940978990074
104600,96.91940978990074
104700,96.92527030738424
104800,96.92527030738424
104900,96.92527030738424
105000,96.92593139868117
105100,96.92593139868117
105200,96.92593139868117
105300,96.96020389300801
105400,96.96020389300801
105500,96.98229312373874
105600,96.98229312373874
105700,96.98229312373874
105800,96.98726658412201
105900,96.98726658412201
106000,96.98726658412201
106100,97.00202697419334
106200,97.00202697419334
106300,97.00799366303548
106400,97.00799366303548
106500,97.03256922853778
106600,97.03256922853778
106700,97.03256922853778
106800,97.03380078537535
106900,97.05617143701666
107000,97.06203195450016
107100,97.12821633556364
107200,97.12821633556364
107300,97.13523331744257
107400,97.13986043641432
107500,97.13986043641432
107600,97.13986043641432
107700,97.18041270610297
107800,97.18041270610297
107900,97.18041270610297
108000,97.18041270610297
108100,97.18041270610297
108200,97.18041270610297
108300,97.18589806392873
108400,97.18589806392873
108500,97.18589806392873
108600,97.18589806392873
108700,97.18589806392873
108800,97.18589806392873
108900,97.18589806392873
109000,97.18589806392873
109100,97.18589806392873
109200,97.20915502096047
109300,97.20915502096047
109400,97.20915502096047
109500,97.20915502096047
109600,97.21676224903541
109700,97.21676224903541
109800,97.21676224903541
109900,97.21676224903541
110000,97.21676224903541
110100,97.21676224903541
110200,97.21676224903541
110300,97.21676224903541
110400,97.25795310137457
110500,97.26075581150548
110600,97.28105640890769
110700,97.28105640890769
110800,97.28105640890769
110900,97.28105640890769
111000,97.29072709798008
111100,97.29658761546358
111200,97.29658761546358
111300,97.29658761546358
111400,97.29658761546358
111500,97.29658761546358
111600,97.29658761546358
111700,97.29658761546358
111800,97.29658761546358
111900,97.29658761546358
112000,97.31770646273172
112100,97.31770646273172
112200,97.33171310346552
112300,97.33171310346552
112400,97.33171310346552
112500,97.33171310346552
112600,97.33171310346552
112700,97.33171310346552
112800,97.33171310346552
112900,97.33171310346552
113000,97.33171310346552
113100,97.33171310346552
113200,97.33171310346552
113300,97.34571974419931
113400,97.34571974419931
113500,97.34571974419931
113600,97.34571974419931
113700,97.48487015711757
113800,97.48487015711757
113900,97.48487015711757
114000,97.48767286724848
114100,97.48767286724848
114200,97.48767286724848
114300,97.48767286724848
114400,97.48767286724848
114500,97.48767286724848
114600,97.48767286724848
114700,97.48767286724848
114800,97.48767286724848
114900,97.48767286724848
115000,97.48767286724848
115100,97.48767286724848
115200,97.48767286724848
115300,97.48767286724848
115400,97.48767286724848
115500,97.48767286724848
115600,97.48767286724848
115700,97.52298320458283
115800,97.52298320458283
115900,97.52298320458283
116000,97.52298320458283
116100,97.52298320458283
116200,97.52298320458283
116300,97.52298320458283
116400,97.53583534616476
116500,97.53583534616476
116600,97.53583534616476
116700,97.53583534616476
116800,97.53583534616476
116900,97.53583534616476
117000,97.53583534616476
117100,97.53583534616476
117200,97.53583534616476
117300,97.53863805629567
117400,97.55315938266182
117500,97.55315938266182
117600,97.55596209279273
117700,97.55596209279273
117800,97.55596209279273
117900,97.55596209279273
118000,97.55596209279273
118100,97.55596209279273
118200,97.55596209279273
118300,97.55596209279273
118400,97.56192076459284
118500,97.56893774647178
118600,97.56893774647178
118700,97.56893774647178
118800,97.56893774647178
118900,97.56893774647178
119000,97.56893774647178
119100,97.56893774647178
119200,97.56893774647178
119300,97.59078581425071
119400,97.59078581425071
119500,97.5966463317342
119600,97.5966463317342
119700,97.5966463317342
119800,97.59730742303114
119900,97.59730742303114
120000,97.59730742303114
120100,97.59900190805901
120200,97.59900190805901
120300,97.59900190805901
120400,97.59900190805901
120500,97.59900190805901
120600,97.65725855505431
120700,97.65725855505431
120800,97.65725855505431
120900,97.65725855505431
121000,97.65725855505431
121100,97.65725855505431
121200,97.65725855505431
121300,97.65725855505431
121400,97.65725855505431
121500,97.65725855505431
121600,97.65725855505431
121700,97.65725855505431
121800,97.65725855505431
121900,97.65725855505431
122000,97.65725855505431
122100,97.65725855505431
122200,97.65725855505431
122300,97.65725855505431
122400,97.69482098108702
122500,97.71215737672838
122600,97.74892213246129
122700,97.74892213246129
122800,97.79393009743178
122900,97.79393009743178
123000,97.79459118872872
123100,97.79459118872872
123200,97.79459118872872
123300,97.79459118872872
123400,97.79459118872872
123500,97.79459118872872
123600,97.79459118872872
123700,97.79459118872872
123800,97.79459118872872
123900,97.79459118872872
124000,97.79459118872872
124100,97.79459118872872
124200,97.79459118872872
124300,97.79459118872872
124400,97.79459118872872
124500,97.79459118872872
124600,97.79459118872872
124700,97.79459118872872
124800,97.79459118872872
124900,97.79459118872872
125000,97.83476571699502
125100,97.83476571699502
125200,97.88628889244475
125300,97.89809410152156
125400,97.89809410152156
125500,97.89809410152156
125600,97.89809410152156
125700,97.89809410152156
125800,97.89809410152156
125900,97.89809410152156
126000,97.89809410152156
126100,97.89809410152156
126200,97.89809410152156
126300,97.89809410152156
126400,97.89809410152156
126500,97.89809410152156
126600,97.89809410152156
126700,97.89809410152156
126800,97.89809410152156
