Time(Iteration),UCBBandit
0,0.4142844362118915
100,19.876590106454152
200,27.60107306510455
300,32.67715371009454
400,36.284101289118226
500,39.0516113136118
600,41.227431344314994
700,42.59308366076076
800,44.322241108319886
900,45.81409854262407
1000,47.375767712648916
1100,48.84118633120276
1200,49.85773969242049
1300,50.63759858724963
1400,51.359699258607996
1500,52.260944634068345
1600,52.96680942692417
1700,53.617358630134945
1800,54.59676437798902
1900,55.47722128381692
2000,56.10824167350548
2100,56.60009702308431
2200,57.19540484462433
2300,57.69711777269051
2400,58.16613352954372
2500,58.60498605665168
2600,58.98142871379338
2700,59.47345985312054
2800,59.819563321687596
2900,60.31863448064824
3000,60.881827015647445
3100,61.29841127573934
3200,61.781041518082716
3300,61.896006420031924
3400,62.35242159347037
3500,62.58974215477548
3600,62.97096733535793
3700,63.3515695086056
3800,63.85977605126119
3900,64.1342504043572
4000,64.43091999852459
4100,64.94021438193684
4200,65.53957560210782
4300,65.865626764274
4400,66.17647843328055
4500,66.55103462838268
4600,66.92554866589872
4700,67.09587731798266
4800,67.48221449396537
4900,67.6683774646019
5000,67.94468494605704
5100,68.48417686540469
5200,68.94553596329447
5300,69.37557995165687
5400,69.55292602978109
5500,69.87962691943679
5600,70.23965117667741
5700,70.46595521738662
5800,70.83536789403004
5900,70.99447623314734
6000,71.10426395958831
6100,71.20960730424575
6200,71.38644917984777
6300,71.6115283800564
6400,71.70169573864298
6500,71.89838288798411
6600,72.13564729346868
6700,72.40583174102682
6800,72.50477428098205
6900,72.68210979405247
7000,72.7954035805023
7100,73.13784083060725
7200,73.30532115306364
7300,73.38893512218644
7400,73.53607580056484
7500,73.61199824882165
7600,73.64311230823976
7700,73.97243369925
7800,74.23092705341011
7900,74.50795954946796
8000,74.82990223633337
8100,75.07505219629905
8200,75.23336665288471
8300,75.32666813889938
8400,75.55386952263422
8500,75.72985837521455
8600,76.06226359038314
8700,76.22992411285863
8800,76.26300510626047
8900,76.40940394389528
9000,76.54164057750674
9100,76.75985047426836
9200,76.84399733786267
9300,76.88974837467211
9400,77.13202462458361
9500,77.38225648175614
9600,77.41299477066023
9700,77.63486746175498
9800,77.72644965675396
9900,77.86638753575937
10000,77.95500966828526
10100,78.04404350474326
10200,78.35531884437414
10300,78.59164591888575
10400,78.71282928979832
10500,78.89469856176149
10600,78.93787592791384
10700,79.11847808679654
10800,79.28470188032999
10900,79.3184150345252
11000,79.45169237804957
11100,79.55281862515687
11200,79.6600933348034
11300,79.899875216738
11400,80.2613241171196
11500,80.4289950747672
11600,80.60604675168182
11700,80.81783159819224
11800,81.05793366206271
11900,81.1127643613648
12000,81.18437067678096
12100,81.28055535726119
12200,81.32772894286983
12300,81.33637134120029
12400,81.33637134120029
12500,81.47907582392176
12600,81.51618650591504
12700,81.83669740994424
12800,81.96471936054628
12900,82.06590178676153
13000,82.19571058109008
13100,82.27673346293892
13200,82.29606910485685
13300,82.3503927246962
13400,82.36781126385605
13500,82.45455746694769
13600,82.59185371949818
13700,82.67963445397524
13800,82.88063727841646
13900,82.99809900793399
14000,83.14286162522056
14100,83.3503589395699
14200,83.45190923788645
14300,83.52205798450827
14400,83.60385717594187
14500,83.70880218102893
14600,83.817619034237
14700,83.8296015429627
14800,83.9330680466737
14900,84.08382886765249
15000,84.21443980720719
15100,84.28604221003917
15200,84.4186438686427
15300,84.51318728791003
15400,84.6318713551617
15500,84.68315183981586
15600,84.75147687534225
15700,84.79420315990683
15800,84.84014851012947
15900,84.90797924267284
16000,84.93581891302297
16100,85.00440638947005
16200,85.10794849408971
16300,85.30497219988774
16400,85.55631406822168
16500,85.78001767876546
16600,85.87852020476288
16700,85.9161598250696
16800,85.98413334431018
16900,85.98678993329564
17000,86.1235948437818
17100,86.37823072771323
17200,86.5016046366882
17300,86.59299226882003
17400,86.61713007893007
17500,86.66539091181608
17600,86.8179933902075
17700,86.91322868179908
17800,87.12811532962962
17900,87.31422141326398
18000,87.48878208394818
18100,87.52052150959567
18200,87.59476625570959
18300,87.81108378928101
18400,88.04099616994813
18500,88.18883209926898
18600,88.25548431818189
18700,88.33360780667635
18800,88.49004045927013
18900,88.64431720440281
19000,88.68471706817756
19100,88.80670839633625
19200,88.96314430383048
19300,89.07291738316783
19400,89.14769643048365
19500,89.21032284649972
19600,89.45024686670871
19700,89.50963069977267
19800,89.63638956121699
19900,89.70439683142703
20000,89.77947932977125
20100,89.93624099240265
20200,90.1465830347319
20300,90.30969662613079
20400,90.35023627719184
20500,90.48747593587576
20600,90.53897432633802
20700,90.56361228018946
20800,90.72051935870853
20900,90.80511205072894
21000,90.97352857085048
21100,91.00363059314853
21200,91.00592582971925
21300,91.08397230728282
21400,91.16000244586772
21500,91.16000244586772
21600,91.19516816354421
21700,91.23513182286247
21800,91.27674701054342
21900,91.35468432952919
22000,91.38393574788903
22100,91.47777436688332
22200,91.56794535325801
22300,91.60782372006722
22400,91.66528424667395
22500,91.69136382448873
22600,91.85103122815713
22700,91.91208998123582
22800,91.9483961640216
22900,91.99577518859299
23000,92.10543267400575
23100,92.23281395595022
23200,92.31835964688605
23300,92.34302897764152
23400,92.4075516841154
23500,92.50771117496353
23600,92.71830901219673
23700,92.86299512499342
23800,92.98511172152388
23900,93.0480749260065
24000,93.0480749260065
24100,93.0480749260065
24200,93.05446184824771
24300,93.1082300214748
24400,93.1150708065948
24500,93.19952089112853
24600,93.19952089112853
24700,93.30279158360817
24800,93.32730983408317
24900,93.39888180317261
25000,93.44619641626214
25100,93.45646003250285
25200,93.52090143608176
25300,93.64994050449357
25400,93.76117581794469
25500,93.76117581794469
25600,93.79616049043356
25700,93.79616049043356
25800,93.88855057435195
25900,93.88890300107917
26000,93.95122534704001
26100,93.98089069069258
26200,93.98089069069258
26300,94.17135920326172
26400,94.37557540156884
26500,94.54238177382193
26600,94.54308662727638
26700,94.54414390745806
26800,94.57139573475567
26900,94.58354972392604
27000,94.62178529102036
27100,94.74852996367251
27200,94.82037773581462
27300,94.86627695212063
27400,94.91366581465311
27500,95.00975438353044
27600,95.04000724060471
27700,95.1298363634264
27800,95.21216845899662
27900,95.28849316494451
28000,95.33127650194005
28100,95.3936782241195
28200,95.41694704372877
28300,95.53688614762817
28400,95.668379953916
28500,95.70754302890187
28600,95.71529641690086
28700,95.75082375392272
28800,95.7831862689087
28900,95.86946531582774
29000,95.97483859271495
29100,96.04267575447253
29200,96.09290968155842
29300,96.1521450439203
29400,96.31499688301409
29500,96.35023955573678
29600,96.38813881744493
29700,96.47539337571034
29800,96.55858848114326
29900,96.63022351132426
30000,96.68026992005845
30100,96.72736037755415
30200,96.8945952162019
30300,96.95886162351569
30400,96.9789873698551
30500,97.05445980330471
30600,97.12984305791186
30700,97.29547550254264
30800,97.44196044166634
30900,97.5057426161347
31000,97.58821974260732
31100,97.76326841004372
31200,97.84028689479979
31300,97.8838352336482
31400,97.96917196067146
31500,98.03142490274789
31600,98.07976227073463
31700,98.10249825748453
31800,98.16104373185391
31900,98.20870688920199
32000,98.25772992493609
32100,98.32004272904398
32200,98.3636248156358
32300,98.4345583219534
32400,98.48406204571859
32500,98.48406204571859
32600,98.57201470710994
32700,98.58720412794123
32800,98.58967111503182
32900,98.61892308054667
33000,98.61892308054667
33100,98.63235853733241
33200,98.63235853733241
33300,98.63235853733241
33400,98.64469347278535
33500,98.72132441410712
33600,98.72167684083435
33700,98.8299364928887
33800,98.91384891247392
33900,98.96439372018258
34000,98.971515282534
34100,99.01797785386016
34200,99.0442106770054
34300,99.08438766686231
34400,99.11007841383007
34500,99.12175312426609
34600,99.50444608916295
34700,99.51252978289504
34800,99.51252978289504
34900,99.56720081537023
35000,99.58895092743849
35100,99.70974157148241
35200,99.83403517700218
35300,99.90119254129289
35400,99.94106000262066
35500,100.02662367889263
35600,100.13659165761776
35700,100.27567110999522
35800,100.42325057456807
35900,100.5301063873248
36000,100.57794076606858
36100,100.60325497654856
36200,100.62676768793827
36300,100.62676768793827
36400,100.69981927471608
36500,100.75013908924026
36600,100.7774566234441
36700,100.79327065758136
36800,100.79327065758136
36900,100.79327065758136
37000,100.80022939510043
37100,100.84682287192567
37200,100.88819176648023
37300,100.95166638120166
37400,100.95166638120166
37500,100.96869713293619
37600,101.0135672280506
37700,101.0135672280506
37800,101.0135672280506
37900,101.05146429970294
38000,101.06741570160074
38100,101.08253045704734
38200,101.11048084100186
38300,101.11666901443029
38400,101.1959973374566
38500,101.27079877691978
38600,101.27079877691978
38700,101.38263188914559
38800,101.38851814222853
38900,101.45292120821291
39000,101.46629475163357
39100,101.47654460824891
39200,101.51373685404539
39300,101.53633420498203
39400,101.53633420498203
39500,101.56811419890545
39600,101.58322895435205
39700,101.58411448401388
39800,101.60809356600409
39900,101.62015106051862
40000,101.6228076495041
40100,101.6228076495041
40200,101.6228076495041
40300,101.68010302875265
40400,101.85431295753702
40500,101.85519848719883
40600,101.87651195027819
40700,101.87651195027819
40800,101.88176237836136
40900,101.98554967342109
41000,102.0997220223662
41100,102.20003134424313
41200,102.35336778705764
41300,102.47402085353625
41400,102.5708891973359
41500,102.65944216351684
41600,102.77034530997909
41700,102.79514014050976
41800,102.85400108997392
41900,102.96629239238189
42000,102.99520858157496
42100,102.99862520044674
42200,103.00121903954444
42300,103.05125452446512
42400,103.06077004610025
42500,103.09915729298802
42600,103.11253083640868
42700,103.11253083640868
42800,103.1629409921313
42900,103.17668563449315
43000,103.1856932217394
43100,103.20591701775595
43200,103.25837055889062
43300,103.41238025260702
43400,103.45482108939999
43500,103.57965358887839
43600,103.64663674350606
43700,103.65814862910959
43800,103.65814862910959
43900,103.67259812492588
44000,103.76559688254827
44100,103.85869973143863
44200,103.93836691507109
44300,104.04489824118623
44400,104.10786548270671
44500,104.1439936850912
44600,104.18353850634749
44700,104.23739500331855
44800,104.42335893159961
44900,104.51136588731143
45000,104.62011459457267
45100,104.62117187475435
45200,104.62681070238997
45300,104.63914563784292
45400,104.67403588383839
45500,104.69257163654667
45600,104.7582819967868
45700,104.75933927696849
45800,104.76392082442244
45900,104.76809612094891
46000,104.8750445139965
46100,104.93257483392611
46200,104.98127896532563
46300,105.0242437448464
46400,105.06881993095783
46500,105.0709344913212
46600,105.071820020983
46700,105.15284226448716
46800,105.21111775194342
46900,105.26396668248451
47000,105.27014753874221
47100,105.30424559343889
47200,105.34601747598045
47300,105.36428059367438
47400,105.40845450792696
47500,105.48711825219516
47600,105.49652174722355
47700,105.54162149581268
47800,105.55559165484131
47900,105.55559165484131
48000,105.69908230901949
48100,105.90387264022135
48200,105.99168307027476
48300,105.99168307027476
48400,106.08466631311913
48500,106.10232507236795
48600,106.11254544745752
48700,106.11783184836592
48800,106.15964947758451
48900,106.15964947758451
49000,106.18528782006817
49100,106.18775480715877
49200,106.2187483453221
49300,106.25736627507618
49400,106.25736627507618
49500,106.25736627507618
49600,106.25736627507618
49700,106.25736627507618
49800,106.27711044738973
49900,106.29372177964117
50000,106.31720466023964
50100,106.3225178382105
50200,106.40556001119464
50300,106.4384267500493
50400,106.4384267500493
50500,106.48533547064903
50600,106.4950006218099
50700,106.53822628432337
50800,106.5399884179595
50900,106.5399884179595
51000,106.5399884179595
51100,106.5399884179595
51200,106.5399884179595
51300,106.55174477365438
51400,106.57454708601804
51500,106.57454708601804
51600,106.57454708601804
51700,106.57454708601804
51800,106.59117784125547
51900,106.60492248361732
52000,106.65521916059076
52100,106.70441521069408
52200,106.76979105374649
52300,106.76979105374649
52400,106.83326681635128
52500,106.8341523460131
52600,106.85642311856739
52700,106.85642311856739
52800,106.89676691600732
52900,106.90240574364296
53000,106.92756377066023
53100,106.92756377066023
53200,106.9401810090895
53300,106.94370527636177
53400,107.02579469780169
53500,107.0275657571253
53600,107.09388185930723
53700,107.15630166358997
53800,107.15630166358997
53900,107.21740805766584
54000,107.22710425550831
54100,107.22986984512588
54200,107.23057469858034
54300,107.23057469858034
54400,107.2392170969108
54500,107.25318725593942
54600,107.26715741496805
54700,107.26715741496805
54800,107.26715741496805
54900,107.26715741496805
55000,107.26715741496805
55100,107.27334558839648
